#OTU ID	soil.ctrl.CMU.16.09.2016.07.26.day1	soil.ctrl.CMU.16.10.2016.08.06.day1	soil.ctrl.CMU.16.12.2016.10.day.day1	soil.ctrl.CMU.16.14.2016.11.day.day1	soil.ctrl.CMU.17.10.2017.08.09.day1	soil.ctrl.CMU.17.12.2017.10.10.day1	soil.ctrl.SHSU.2016.064.2016.08.25.day1	soil.ctrl.SHSU.2016.065.2016.08.25.day1	soil.ctrl.SHSU.2016.067.2016.09.16.day1	soil.ctrl.SHSU.2016.072.2016.11.04.day1	soil.ctrl.SHSU.2016.073.2016.11.04.day1	soil.ctrl.SHSU.2016.076.2016.11.22.day1	soil.ctrl.SHSU.2017.043.2017.11.30.day1	soil.ctrl.SHSU.2017.045.2017.12.12.day1	soil.ctrl.SHSU.2017.046.2017.12.19.day1	soil.ctrl.UTK.K016.04.2016.09.26.day1	soil.ctrl.UTK.K016.05.2016.09.26.day1	soil.ctrl.UTK.K016.06.2016.10.05.day1	soil.ctrl.UTK.K016.07.2017.Jan.06.day1	soil.ctrl.UTK.K016.08.2017.Jan.06.day1	soil.ctrl.UTK.K016.09.2017.Jan.06.day1	soil.ctrl.UTK.K016.10.2017.05.25.day1	soil.ctrl.UTK.K016.11.2017.05.25.day1	soil.ctrl.UTK.K016.12.2017.05.25.day1	soil.ctrlCMU.16.15.2016.12.day1	soil.ctrlCMU.17.01.2017.01.day1	soil.ctrlCMU.17.04.2017.03.day1	soil.face.CMU.16.03.2016.3.day1	soil.face.CMU.16.04.2016.mo.day1	soil.face.CMU.16.05.2016.mo.day1	soil.face.CMU.16.09.2016.07.26.day1	soil.face.CMU.16.10.2016.08.06.day1	soil.face.CMU.16.12.2016.10.day.day1	soil.face.CMU.16.14.2016.11.day.day1	soil.face.CMU.16.15.2016.12.day1	soil.face.CMU.17.01.2017.01.day1	soil.face.CMU.17.04.2017.03.day1	soil.face.CMU.17.10.2017.08.09.day1	soil.face.CMU.17.12.2017.10.10.day1	soil.face.SHSU.2016.007.2016.04.15.day1	soil.face.SHSU.2016.011.2016.04.15.day1	soil.face.SHSU.2016.024.2016.04.15.day1	soil.face.SHSU.2016.064.2016.08.25.day1	soil.face.SHSU.2016.065.2016.08.25.day1	soil.face.SHSU.2016.067.2016.09.16.day1	soil.face.SHSU.2016.072.2016.11.04.day1	soil.face.SHSU.2016.073.2016.11.04.day1	soil.face.SHSU.2016.076.2016.11.22.day1	soil.face.SHSU.2017.043.2017.11.30.day1	soil.face.SHSU.2017.045.2017.12.12.day1	soil.face.SHSU.2017.046.2017.12.19.day1	soil.face.UTK.K016.01.2016.04.05.day1	soil.face.UTK.K016.02.2016.04.13.day1	soil.face.UTK.K016.03.2016.05.06.day1	soil.face.UTK.K016.04.2016.09.26.day1	soil.face.UTK.K016.05.2016.09.26.day1	soil.face.UTK.K016.06.2016.10.05.day1	soil.face.UTK.K016.07.2017.Jan.06.day1	soil.face.UTK.K016.08.2017.Jan.06.day1	soil.face.UTK.K016.09.2017.Jan.06.day1	soil.face.UTK.K016.10.2017.05.25.day1	soil.face.UTK.K016.11.2017.05.25.day1	soil.face.UTK.K016.12.2017.05.25.day1	soil.hip.CMU.16.03.2016.3.day1	soil.hip.CMU.16.04.2016.mo.day1	soil.hip.CMU.16.05.2016.mo.day1	soil.hip.CMU.16.09.2016.07.26.day1	soil.hip.CMU.16.10.2016.08.06.day1	soil.hip.CMU.16.12.2016.10.day.day1	soil.hip.CMU.16.14.2016.11.day.day1	soil.hip.CMU.16.15.2016.12.day1	soil.hip.CMU.17.01.2017.01.day1	soil.hip.CMU.17.04.2017.03.day1	soil.hip.CMU.17.10.2017.08.09.day1	soil.hip.CMU.17.12.2017.10.10.day1	soil.hip.SHSU.2016.007.2016.04.15.day1	soil.hip.SHSU.2016.011.2016.04.15.day1	soil.hip.SHSU.2016.024.2016.04.15.day1	soil.hip.SHSU.2016.064.2016.08.25.day1	soil.hip.SHSU.2016.065.2016.08.25.day1	soil.hip.SHSU.2016.067.2016.09.16.day1	soil.hip.SHSU.2016.072.2016.11.04.day1	soil.hip.SHSU.2016.073.2016.11.04.day1	soil.hip.SHSU.2016.076.2016.11.22.day1	soil.hip.SHSU.2017.043.2017.11.30.day1	soil.hip.SHSU.2017.045.2017.12.12.day1	soil.hip.SHSU.2017.046.2017.12.19.day1	soil.hip.UTK.K016.01.2016.04.05.day1	soil.hip.UTK.K016.02.2016.04.13.day1	soil.hip.UTK.K016.03.2016.05.06.day1	soil.hip.UTK.K016.04.2016.09.26.day1	soil.hip.UTK.K016.05.2016.09.26.day1	soil.hip.UTK.K016.06.2016.10.05.day1	soil.hip.UTK.K016.07.2017.Jan.06.day1	soil.hip.UTK.K016.08.2017.Jan.06.day1	soil.hip.UTK.K016.09.2017.Jan.06.day1	soil.hip.UTK.K016.10.2017.05.25.day1	soil.hip.UTK.K016.11.2017.05.25.day1	soil.hip.UTK.K016.12.2017.05.25.day1
D_0__Bacteria;D_1__Chloroflexi;D_2__Chloroflexia;D_3__Thermomicrobiales;D_4__JG30-KF-CM45;D_5__metagenome;D_6__metagenome	0.000623441	0	0.000924703	0.000416632	0.001253133	0	0	0	0	0	0	0	0	0	0	0	0.000866551	0	0.000715239	0.001129832	0.000358262	0.000379771	0.000199455	0.000445236	0	0.000432401	0.000882145	0	0	0.000305437	0	0	0.000159923	0.00071502	0.000604686	0	0.000381942	0.001065661	0.000944089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000188182	0.000634921	0.000994827	0	0.000396713	0.000561758	0.000494682	0.000144113	0	0	0	0.001477105	0	0	0.000481386	0.000340587	0.002802461	0.000196451	0.000324525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000246305	0.000305064	0.000276932	0.000501086	0.000759398	0.000172473	0	0.000374602	0.000472813	0
D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Myxococcales;D_4__Phaselicystidaceae;D_5__Phaselicystis;D_6__uncultured delta proteobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00013297	0	0	0.000576535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000385023	0	0	0	0	0	0	0	0.000185506	0.000504395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000326797	0	0	0	0	0	0	0	0.000187301	0	0
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Sphingomonadales;D_4__Sphingomonadaceae;D_5__Ellin6055;D_6__uncultured bacterium	0	0	0.001849406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000123107	0	0.002010993	0.000151172	0	0	0	0.001048988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000759878	0	0.000886263	0	0.001772264	0.000160462	0	0	0.000785803	0.001066296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria;D_1__Acidobacteria;D_2__Acidobacteriia;D_3__Acidobacteriales;D_4__Koribacteraceae;D_5__Candidatus Koribacter;__	0	0	0	0	0	0	0.003812247	0.00504386	0.004166667	0	0	0.006437768	0.006072589	0.012540999	0.014057871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000209798	0.017412269	0	0.014946124	0.00862069	0.007366071	0.00623053	0.002872845	0.005649718	0.009679312	0.006779661	0.008353521	0.010408703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007028112	0.013468013	0.014045591	0.00054935	0.003517411	0.003357753	0.001407349	0	0	0.003254973	0.010335196	0.016209774	0	0	0.000123153	0	0	0	0	0	0	0	0	0
D_0__Bacteria;D_1__Acidobacteria;D_2__Holophagae;D_3__Subgroup 7;D_4__uncultured Desulfuromonadales bacterium;D_5__uncultured Desulfuromonadales bacterium;D_6__uncultured Desulfuromonadales bacterium	0	0	0.001453104	0.000249979	0.003214558	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000143048	0	0.002149575	0.008228369	0.000332425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000346941	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000177226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;D_4__Cytophagaceae;D_5__uncultured bacterium;D_6__uncultured bacterium	0	0	0	0.000166653	0	0.000168152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000312821	0.000151172	0	0	0.005984097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000177226	0.000401155	0	0	0.000196451	0.00203987	0.000768167	0	0	0.002532811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Chitinophagaceae;D_5__Segetibacter;D_6__uncultured Chitinophagaceae bacterium	0	0	0.0001321	0.000583285	0.000435872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000407249	0	0.000615536	0	0.00071502	0.001158982	0	0	0.000983687	0.003042064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000690226	0	0	0	0.000481386	0.000832545	0	0	0.000788132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;D_4__Spirosomaceae;D_5__Dyadobacter;D_6__uncultured bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000447828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003015873	0	0	0.00017002	0	0	0.000216169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000167029	0	0.000287455	0	0	0	0
D_0__Bacteria;D_1__Acidobacteria;D_2__Acidobacteriia;D_3__Solibacterales;D_4__Solibacteraceae (Subgroup 3);D_5__Paludibaculum;D_6__metagenome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001231527	0.000216638	0	0.00019073	0.000589478	0.000268697	0.00208874	0.001329699	0.001187296	0	0.000432401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004019863	0.002310136	0	0.000188182	0	0.001989654	0.00081663	0.000113347	0.001263956	0.002287905	0.001369073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002735978	0.000653595	0.001724138	0	0.000415397	0	0.000885964	0.000919857	0.001044084	0.00305925	0.000768322	0
D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Pseudonocardiales;D_4__Pseudonocardiaceae;D_5__Actinophytocola;D_6__uncultured bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007525999	0	0	0.000429144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000198965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000457596	0	0	0	0.000114982	0	0	0	0
D_0__Bacteria;D_1__Armatimonadetes;D_2__Chthonomonadetes;D_3__Chthonomonadales;D_4__Chthonomonadaceae;D_5__Chthonomonas;D_6__uncultured bacterium	0	0	0	0	0	0	0	0	0	0	0.006688963	0.012875536	0	0	0.000693438	0	0	0	0	0.000196493	0.000447828	0.000189885	0.00013297	0.000222618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002143048	0	0	0	0	0	0	0	0.000195542	0	0.000751817	0	0	0	0	0	0	0.001428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003012048	0.000673401	0.000460511	0	0	0.000610501	0	0	0	0	0	0.000794597	0.000455996	0	0	0	0	0	0	0.000114982	0	0	0	0
D_0__Bacteria;D_1__Rokubacteria;D_2__NC10;D_3__Rokubacteriales;D_4__uncultured proteobacterium;D_5__uncultured proteobacterium;D_6__uncultured proteobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.4239E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000126566	0	0	0	0	0
D_0__Bacteria;D_1__Acidobacteria;D_2__Acidobacteriia;D_3__Acidobacteriales;D_4__uncultured;D_5__uncultured Holophaga sp.;D_6__uncultured Holophaga sp.	0	0	0	0	0	0	0.003097451	0.003508772	0.001992754	0	0	0	0.001977122	0.0012541	0.003593267	0	0	0	0	0	0	0.00012659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002946692	0.006112469	0.003823427	0.001847291	0.0015625	0.009345794	0.000624532	0	0.001075479	0	0.009857155	0.001058512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004016064	0.008754209	0.004144601	0.007874016	0.002110447	0.002594628	0.001094605	0	0	0.002531646	0.002094972	0.000635677	0	0	0	0	0	0.000334057	0	0	0	0	0	0
D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia;D_3__Solirubrobacterales;D_4__Solirubrobacteraceae;D_5__Solirubrobacter;D_6__uncultured actinobacterium	0	0	0.000352268	0.000333306	0	0	0	0	0	0	0	0	0	0	0	0.000273673	0	0	0	0	0	0	0.000199455	0	0	0	0	0	0	0	0	0	0	0	0.000201562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000160462	0	0	0	0.000185443	0.001075434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Caulobacterales;D_4__Caulobacteraceae;D_5__PMMR1;D_6__uncultured bacterium	0	0	0.000176134	0.000166653	0	0.001008912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000529287	0	0	0.000407249	0	0	0	0.002591947	0.000201562	0	0	0.000573818	0.001048988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000303951	0	0.000590842	0.000524178	0.001595038	0.002647625	0.000832545	0.003075871	0	0.001529903	0.0004609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Propionibacteriales;D_4__Nocardioidaceae;D_5__Marmoricola;D_6__Marmoricola sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.40911E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Chitinophagaceae;D_5__uncultured;D_6__metagenome	0	0	0	0	0	0	0	0.001096491	0.000543478	0	0	0	0	0.002797608	0.003025909	0.000684182	0.000866551	0	0.001144383	0.001915803	0.001612181	0.001519083	0.001263214	0.001335708	0	0.002017873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003475843	0	0	0.021806854	0.000499625	0	0	0	0.003592014	0.007409585	0	0.004492788	0.004716527	0.000578235	0.000940911	0.003650794	0.001691206	0.001039347	0.002266931	0.000983077	0.004142963	0.002810203	0	0	0	0	0	0	0	0.000151372	0	0	0	0	0.001004016	0.001346801	0.001842045	0	0.001406964	0.002594628	0	0	0	0	0.000977654	0.006674613	0.002735978	0.002941176	0.008128079	0.001982916	0.001800055	0.002004343	0.001392229	0.001667242	0.003016241	0.001935444	0.001477541	0
D_0__Bacteria;D_1__Chloroflexi;D_2__Anaerolineae;D_3__Ardenticatenales;D_4__Ardenticatenaceae;D_5__uncultured;D_6__uncultured Caldilinea sp.	0	0	0.000308234	0.000166653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000568505	0	0	0.000738643	0.000159923	0.00071502	0.000403124	0	0	0	0.00083919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000886263	0	0	0.000802311	0.000756859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Hyphomicrobiaceae;D_5__Hyphomicrobium;__	0	0	0	0	0	0	0.001667858	0	0	0	0	0	0	0	6.30398E-05	0.001368363	0.000433276	0	9.53652E-05	9.82463E-05	0.000626959	0.000759542	0.000332425	0.000222618	0	0.000432401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003310475	0	0.001734706	0.001129093	0.00031746	0	7.4239E-05	0.00034004	0.000491539	0.000247341	7.20565E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00250798	0	0.000246305	0	0.000415397	0.002004343	0.000126566	0.000229964	0.000928074	0.001498408	0.000472813	0
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Rhizobiaceae;D_5__Ensifer;__	0	0	0	0.000249979	0.000435872	0	0	0	0	0	0	0	0	0	0	0.000821018	0.000216638	0	9.53652E-05	0.000147369	0	0.000253181	0.00013297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000709388	0.000288767	0.000462588	0.000188182	0	0.000696379	0.000148478	0.000226693	0.000631978	0.001360376	0.000360282	0	0	0	0	0	0	0.000160462	0	0	6.54836E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001139991	0	0	0	0.000692329	0	0.000379699	0.000287455	0	0.000437036	0.000236407	0
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Xanthomonadales;D_4__Xanthomonadaceae;D_5__Pseudoxanthomonas;__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000433276	0	0	9.82463E-05	0.000268697	0.000316476	0.000332425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000709388	0.000288767	0	0	0	0	0	0.000963446	0	0.000927529	0.000504395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000455996	0.000326797	0.000246305	0	0	0	0	0.000459929	0.000232019	0	0	0
D_0__Bacteria;D_1__Firmicutes;D_2__Negativicutes;D_3__Selenomonadales;D_4__Veillonellaceae;D_5__Dialister;__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004410727	0	0	0	0	0	0	0	0	0	0	0	0	0.000803643	0	0	0	0	0	0.001623782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__Microtrichales;D_4__uncultured;D_5__uncultured Acidimicrobidae bacterium;D_6__uncultured Acidimicrobidae bacterium	0	0	0	0.000333306	0	0	0	0	0	0	0	0	0	0	0	0.000547345	0.000541594	0	0.002288766	0.000638601	0.001880878	0.000759542	0.00013297	0.000296824	0	0.003747478	0	0	0.002558272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00067379	0.003238117	0.001223184	0.00031746	0.001790688	0.000668151	0.000623406	0.000631978	0	0.000216169	0	0	0	0	0	0.000620292	0.001363928	0.000113529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00130719	0.000492611	0.000610128	0.000692329	0	0.00101253	0.001149822	0.000580046	0.000624337	0.000886525	0
D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Pirellulales;D_4__Pirellulaceae;__;__	0.001558603	0	0.000220167	0.000416632	0.000108968	0	0	0	0	0	0	0	0	0.000192938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000151172	0	0	0	0	0	0	0	0	0	0	0	0	0.000782167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001063358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Myxococcales;D_4__Polyangiaceae;D_5__Jahnella;D_6__Jahnella thaxteri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.27214E-05	0.001075434	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000326797	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria;D_1__Armatimonadetes;D_2__Chthonomonadetes;D_3__Chthonomonadales;D_4__Chthonomonadaceae;D_5__Chthonomonas;__	0	0	0	0	0	0	0	0.000657895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000673401	0.000690767	0	0	0	0	0	0	0	0	0.000158919	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Pedosphaerales;D_4__Pedosphaeraceae;D_5__uncultured Desulfovibrio sp.;D_6__uncultured Desulfovibrio sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000136836	0	0	0.00019073	0.000245616	0	0.001012722	6.64849E-05	0.000964678	0	0.00115307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003667482	0	0	0	0	0	0	0	0	0	0	0	0.001182313	0.000962557	0	0	0.00031746	0	0.000445434	0	0.000280879	0.000371012	0.000216169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001797386	0.001477833	0	0	0	0	0.000632402	0	0.000312168	0.000177305	0
D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__Microtrichales;D_4__Iamiaceae;D_5__Iamia;__	0.00467581	0	0.001849406	0.002749771	0.003922851	0	0	0	0	0	0	0	0	0	0	0.006841817	0.004657712	0	0.003909975	0.002210542	0.003134796	0.002025445	0.002725883	0.006975364	0	0.000288268	0	0	0	0.000305437	0	0.000615536	0.001439309	0.000849086	0.002973041	0	0	0.000573818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00094585	0.001347579	0.00508847	0.001787731	0.00031746	0.002984481	0.00311804	0.001530179	0.001825714	0.002287905	0.002089638	0	0	0	0.000590842	0.001441489	0.002924236	0.000320924	0.000529801	0	0.000196451	0.000556328	0.001075434	0	0	0.000460511	0	0	0	0	0	0	0	0	0	0.000455996	0.000980392	0.002586207	0.004423429	0.004015508	0	0.005189217	0.002587099	0.005800464	0.002934382	0.004196217	0
D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Gemmatales;D_4__Gemmataceae;D_5__Zavarzinella;D_6__uncultured Zavarzinella sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000649913	0	0.00019073	0	0.000179131	0	0.00013297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000229964	0	0	0	0
D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Gemmatales;D_4__Gemmataceae;D_5__Gemmata;D_6__uncultured soil bacterium	0	0	0	0	0.000108968	0	0	0	0	0	0	0	0	0	0	0.001094691	0	0	9.53652E-05	4.91232E-05	8.95656E-05	0.000316476	0.000332425	0.000296824	0	0.001297204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000385023	0.001040823	0.000376364	0	0.000198965	0.000296956	0.000113347	0	0	0.000216169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000312744	0	0	0	0	0	0	0	0.000738916	0.000305064	0	0	0.000632831	0.000459929	0	6.24337E-05	0	0
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Burkholderiaceae;D_5__Variovorax;__	0.000623441	0	0	0.000749938	0	0	0	0	0	0	0	0	0	0.000192938	0	0	0.001191508	0	0.000476826	0.002210542	0.002328706	0.001202608	0.001928063	0.00074206	0.008163265	0.000576535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000695169	0	0.000892857	0	0	0	0	0	0.000334141	0.001646575	0	0.00283755	0.002117624	0.001619059	0.000658638	0.007142857	0.002785515	0.000519673	0.007480873	0.003089671	0.006987386	0.001945525	0	0.010334347	0	0	0	0	0	0	0	0.003929016	0	0	0	0	0.001611789	0	0	0	0	0	0	0	0	0.000794597	0.004559964	0.000816993	0.002216749	0.000457596	0.001800055	0.003841657	0.000885964	0.001149822	0.002320186	0.002060311	0.000650118	0
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__uncultured;__;__;__	0	0	0.0001321	0.000249979	0	0	0	0	0	0	0	0	0	0	0	0.000410509	0.000541594	0	9.53652E-05	0	0	0	0.00013297	0.000222618	0	0.000288268	0	0	0	0	0	0	0	0	0	0	0	0	0.000419595	0	0	0.001737921	0	0	0	0	0	0	0	0	0.000235225	0	0.001182313	0.000192511	0	0	0.00031746	0.000198965	0	0	0.000210659	0.000123671	0.000288226	0	0	0	0	0	0	0.000240693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000698324	0	0.000683995	0.000326797	0.000615764	0	0	0	0	0	0	0.000187301	0	0
