sample_name	season	subjects	add_0c	add_0c_group	facility	climate	timepoint	traintest_0	traintest_1	traintest_2	traintest_3	traintest_4	traintest_5	traintest_6	traintest_7	traintest_8	traintest_9
soil.hip.UTK.K016.12.2017.06.06.day13	summer	UTK.K016.12	258.6	advanced	ARF	temperate	13	train	train	train	train	train	train	train	train	train	train
soil.hip.UTK.K016.12.2017.06.05.day12	summer	UTK.K016.12	236.6	advanced	ARF	temperate	12	test	test	test	test	test	test	test	test	test	test
soil.hip.UTK.K016.12.2017.06.08.day15	summer	UTK.K016.12	298.6	advanced	ARF	temperate	15	train	train	train	train	train	train	train	train	train	train
soil.hip.UTK.K016.12.2017.06.07.day14	summer	UTK.K016.12	278.9	advanced	ARF	temperate	14	train	train	train	train	train	train	train	train	train	train
soil.hip.UTK.K016.12.2017.06.03.day10	summer	UTK.K016.12	193.3	active	ARF	temperate	10	test	test	test	test	test	test	test	test	test	test
soil.hip.CMU.17.10.2017.08.12.day4	summer	17-10	72	active	FIRS	semi-arid	4	train	train	train	train	train	train	train	train	train	train
soil.hip.CMU.17.10.2017.08.22.day14	summer	17-10	322.8	advanced	FIRS	semi-arid	14	test	test	test	test	test	test	test	test	test	test
soil.hip.CMU.17.10.2017.08.19.day11	summer	17-10	244.45	advanced	FIRS	semi-arid	11	test	test	test	test	test	test	test	test	test	test
soil.hip.CMU.17.10.2017.08.17.day9	summer	17-10	193.95	active	FIRS	semi-arid	9	train	train	train	train	train	train	train	train	train	train
soil.hip.CMU.17.10.2017.08.10.day2	summer	17-10	25.55	early	FIRS	semi-arid	2	train	train	train	train	train	train	train	train	train	train
soil.hip.CMU.17.10.2017.08.25.day17	summer	17-10	398.55	advanced	FIRS	semi-arid	17	train	train	train	train	train	train	train	train	train	train
soil.hip.CMU.17.10.2017.08.18.day10	summer	17-10	219.2	advanced	FIRS	semi-arid	10	train	train	train	train	train	train	train	train	train	train
soil.hip.CMU.17.10.2017.08.16.day8	summer	17-10	169.5	active	FIRS	semi-arid	8	train	train	train	train	train	train	train	train	train	train
soil.hip.CMU.17.10.2017.08.09.day1	summer	17-10	0	initial	FIRS	semi-arid	1	train	train	train	train	train	train	train	train	train	train
soil.hip.CMU.17.10.2017.08.20.day12	summer	17-10	270.85	advanced	FIRS	semi-arid	12	train	train	train	train	train	train	train	train	train	train
soil.hip.CMU.17.10.2017.08.14.day6	summer	17-10	122.55	active	FIRS	semi-arid	6	train	train	train	train	train	train	train	train	train	train
soil.hip.CMU.17.10.2017.08.23.day15	summer	17-10	348.05	advanced	FIRS	semi-arid	15	test	test	test	test	test	test	test	test	test	test
soil.hip.CMU.17.10.2017.08.26.day18	summer	17-10	424.7	advanced	FIRS	semi-arid	18	train	train	train	train	train	train	train	train	train	train
soil.hip.CMU.17.10.2017.08.24.day16	summer	17-10	373.85	advanced	FIRS	semi-arid	16	train	train	train	train	train	train	train	train	train	train
soil.hip.CMU.17.10.2017.08.27.day19	summer	17-10	451.65	advanced	FIRS	semi-arid	19	train	train	train	train	train	train	train	train	train	train
soil.hip.CMU.17.10.2017.08.28.day20	summer	17-10	477.8	advanced	FIRS	semi-arid	20	train	train	train	train	train	train	train	train	train	train
soil.hip.CMU.17.10.2017.08.11.day3	summer	17-10	49.75	early	FIRS	semi-arid	3	test	test	test	test	test	test	test	test	test	test
soil.hip.CMU.16.05.2016.mo.day15	spring	CMU_Mrs._16_05	150	active	FIRS	semi-arid	15	train	train	train	train	train	train	train	train	train	train
soil.hip.CMU.16.05.2016.mo.day12	spring	CMU_Mrs._16_05	110.2777778	active	FIRS	semi-arid	12	train	train	train	train	train	train	train	train	train	train
soil.hip.CMU.16.05.2016.mo.day10	spring	CMU_Mrs._16_05	79.72222223	active	FIRS	semi-arid	10	train	train	train	train	train	train	train	train	train	train
soil.hip.CMU.16.05.2016.mo.day19	spring	CMU_Mrs._16_05	200.8333333	advanced	FIRS	semi-arid	19	train	train	train	train	train	train	train	train	train	train
soil.hip.CMU.16.05.2016.mo.day9	spring	CMU_Mrs._16_05	69.44444445	active	FIRS	semi-arid	9	train	train	train	train	train	train	train	train	train	train
soil.hip.CMU.16.05.2016.mo.day14	spring	CMU_Mrs._16_05	136.6666667	active	FIRS	semi-arid	14	test	test	test	test	test	test	test	test	test	test
soil.hip.CMU.16.05.2016.mo.day4	spring	CMU_Mrs._16_05	15.83333333	early	FIRS	semi-arid	4	train	train	train	train	train	train	train	train	train	train
soil.hip.CMU.16.05.2016.mo.day3	spring	CMU_Mrs._16_05	11.38888889	early	FIRS	semi-arid	3	train	train	train	train	train	train	train	train	train	train
soil.hip.CMU.16.05.2016.mo.day13	spring	CMU_Mrs._16_05	123.3333333	active	FIRS	semi-arid	13	train	train	train	train	train	train	train	train	train	train
soil.hip.CMU.16.05.2016.mo.day1	spring	CMU_Mrs._16_05	0	initial	FIRS	semi-arid	1	train	train	train	train	train	train	train	train	train	train
soil.hip.CMU.16.05.2016.mo.day21	spring	CMU_Mrs._16_05	214.1666667	advanced	FIRS	semi-arid	21	test	test	test	test	test	test	test	test	test	test
soil.hip.CMU.16.05.2016.mo.day16	spring	CMU_Mrs._16_05	164.7222222	active	FIRS	semi-arid	16	train	train	train	train	train	train	train	train	train	train
soil.hip.CMU.16.05.2016.mo.day20	spring	CMU_Mrs._16_05	207.5	advanced	FIRS	semi-arid	20	train	train	train	train	train	train	train	train	train	train
soil.hip.CMU.16.05.2016.mo.day2	spring	CMU_Mrs._16_05	7.5	early	FIRS	semi-arid	2	train	train	train	train	train	train	train	train	train	train
soil.hip.CMU.17.04.2017.03.day11	winter	Mr 17-04	144.95	active	FIRS	semi-arid	11	train	train	train	train	train	train	train	train	train	train
soil.hip.CMU.17.04.2017.03.day15	winter	Mr 17-04	202.45	advanced	FIRS	semi-arid	15	train	train	train	train	train	train	train	train	train	train
soil.hip.CMU.17.04.2017.03.day7	winter	Mr 17-04	76.65	active	FIRS	semi-arid	7	train	train	train	train	train	train	train	train	train	train
soil.hip.CMU.17.04.2017.03.day20	winter	Mr 17-04	254.4	advanced	FIRS	semi-arid	20	train	train	train	train	train	train	train	train	train	train
soil.hip.CMU.17.04.2017.03.day4	winter	Mr 17-04	34.15	early	FIRS	semi-arid	4	train	train	train	train	train	train	train	train	train	train
soil.hip.CMU.17.04.2017.03.day3	winter	Mr 17-04	24.15	early	FIRS	semi-arid	3	test	test	test	test	test	test	test	test	test	test
soil.hip.CMU.17.04.2017.03.day16	winter	Mr 17-04	213.25	advanced	FIRS	semi-arid	16	train	train	train	train	train	train	train	train	train	train
soil.hip.CMU.17.04.2017.03.day12	winter	Mr 17-04	162.45	active	FIRS	semi-arid	12	test	test	test	test	test	test	test	test	test	test
soil.hip.CMU.17.04.2017.03.day14	winter	Mr 17-04	191.65	active	FIRS	semi-arid	14	train	train	train	train	train	train	train	train	train	train
soil.hip.CMU.17.04.2017.03.day8	winter	Mr 17-04	92.2	active	FIRS	semi-arid	8	train	train	train	train	train	train	train	train	train	train
soil.hip.CMU.17.04.2017.03.day5	winter	Mr 17-04	46.95	early	FIRS	semi-arid	5	train	train	train	train	train	train	train	train	train	train
soil.hip.CMU.17.04.2017.03.day1	winter	Mr 17-04	0	initial	FIRS	semi-arid	1	train	train	train	train	train	train	train	train	train	train
soil.hip.CMU.17.04.2017.03.day21	winter	Mr 17-04	267.15	advanced	FIRS	semi-arid	21	train	train	train	train	train	train	train	train	train	train
soil.hip.CMU.17.04.2017.03.day18	winter	Mr 17-04	235.2	advanced	FIRS	semi-arid	18	train	train	train	train	train	train	train	train	train	train
soil.hip.CMU.17.04.2017.03.day19	winter	Mr 17-04	243.55	advanced	FIRS	semi-arid	19	train	train	train	train	train	train	train	train	train	train
soil.hip.CMU.17.04.2017.03.day17	winter	Mr 17-04	224.05	advanced	FIRS	semi-arid	17	train	train	train	train	train	train	train	train	train	train
soil.hip.CMU.16.09.2016.08.07.day13	summer	Mrs. 16-09	317.75	advanced	FIRS	semi-arid	13	test	test	test	test	test	test	test	test	test	test
soil.hip.CMU.16.09.2016.07.27.day2	summer	Mrs. 16-09	28.3	early	FIRS	semi-arid	2	test	test	test	test	test	test	test	test	test	test
soil.hip.CMU.16.09.2016.08.08.day14	summer	Mrs. 16-09	343.3	advanced	FIRS	semi-arid	14	train	train	train	train	train	train	train	train	train	train
soil.hip.CMU.16.09.2016.08.11.day17	summer	Mrs. 16-09	422.75	advanced	FIRS	semi-arid	17	test	test	test	test	test	test	test	test	test	test
soil.hip.CMU.16.09.2016.08.10.day16	summer	Mrs. 16-09	397.75	advanced	FIRS	semi-arid	16	test	test	test	test	test	test	test	test	test	test
soil.hip.CMU.16.09.2016.08.15.day21	summer	Mrs. 16-09	521.95	advanced	FIRS	semi-arid	21	train	train	train	train	train	train	train	train	train	train
soil.hip.CMU.16.09.2016.07.28.day3	summer	Mrs. 16-09	57.45	active	FIRS	semi-arid	3	test	test	test	test	test	test	test	test	test	test
soil.hip.CMU.16.09.2016.08.05.day11	summer	Mrs. 16-09	269.7	advanced	FIRS	semi-arid	11	train	train	train	train	train	train	train	train	train	train
soil.hip.CMU.16.09.2016.07.29.day4	summer	Mrs. 16-09	86.6	active	FIRS	semi-arid	4	train	train	train	train	train	train	train	train	train	train
soil.hip.CMU.16.09.2016.08.02.day8	summer	Mrs. 16-09	196.65	active	FIRS	semi-arid	8	test	test	test	test	test	test	test	test	test	test
soil.hip.CMU.16.09.2016.07.26.day1	summer	Mrs. 16-09	0	initial	FIRS	semi-arid	1	test	test	test	test	test	test	test	test	test	test
soil.hip.SHSU.2016.064.2016.08.30.day6	summer	2016.064	137.5	active	STAFS	temperate	6	test	test	test	test	test	test	test	test	test	test
soil.hip.SHSU.2016.064.2016.09.09.day16	summer	2016.064	422.2222222	advanced	STAFS	temperate	16	test	test	test	test	test	test	test	test	test	test
soil.hip.SHSU.2016.064.2016.09.06.day13	summer	2016.064	335.5555556	advanced	STAFS	temperate	13	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2016.064.2016.09.08.day15	summer	2016.064	393.6111111	advanced	STAFS	temperate	15	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2016.064.2016.09.01.day8	summer	2016.064	195.5555556	active	STAFS	temperate	8	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2016.064.2016.08.28.day4	summer	2016.064	82.22222222	active	STAFS	temperate	4	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2016.064.2016.09.11.day18	summer	2016.064	476.1111111	advanced	STAFS	temperate	18	test	test	test	test	test	test	test	test	test	test
soil.hip.SHSU.2016.064.2016.09.12.day19	summer	2016.064	503.3333333	advanced	STAFS	temperate	19	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2016.064.2016.09.10.day17	summer	2016.064	449.4444444	advanced	STAFS	temperate	17	test	test	test	test	test	test	test	test	test	test
soil.hip.SHSU.2016.064.2016.09.02.day9	summer	2016.064	223.0555556	advanced	STAFS	temperate	9	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2016.064.2016.08.25.day1	summer	2016.064	0	initial	STAFS	temperate	1	test	test	test	test	test	test	test	test	test	test
soil.hip.SHSU.2016.064.2016.08.31.day7	summer	2016.064	166.3888889	active	STAFS	temperate	7	test	test	test	test	test	test	test	test	test	test
soil.hip.SHSU.2016.064.2016.09.05.day12	summer	2016.064	306.9444444	advanced	STAFS	temperate	12	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2016.064.2016.09.03.day10	summer	2016.064	250.2777778	advanced	STAFS	temperate	10	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2016.064.2016.09.04.day11	summer	2016.064	278.0555556	advanced	STAFS	temperate	11	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2016.064.2016.08.27.day3	summer	2016.064	55.27777778	active	STAFS	temperate	3	test	test	test	test	test	test	test	test	test	test
soil.hip.SHSU.2016.064.2016.08.26.day2	summer	2016.064	27.5	early	STAFS	temperate	2	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2016.064.2016.09.07.day14	summer	2016.064	364.1666667	advanced	STAFS	temperate	14	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2016.067.2016.10.05.day20	summer	2016.067	486.1	advanced	STAFS	temperate	20	test	test	test	test	test	test	test	test	test	test
soil.hip.SHSU.2016.067.2016.09.21.day6	summer	2016.067	146.15	active	STAFS	temperate	6	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2016.067.2016.09.25.day10	summer	2016.067	256.45	advanced	STAFS	temperate	10	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2016.067.2016.09.29.day14	summer	2016.067	348.1	advanced	STAFS	temperate	14	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2016.067.2016.09.22.day7	summer	2016.067	173.4	active	STAFS	temperate	7	test	test	test	test	test	test	test	test	test	test
soil.hip.SHSU.2016.067.2016.09.16.day1	summer	2016.067	0	initial	STAFS	temperate	1	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU2016.067.2016.10.03.day18	summer	2016.067	432.5	advanced	STAFS	temperate	18	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2016.067.2016.09.23.day8	summer	2016.067	201.45	advanced	STAFS	temperate	8	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2016.067.2016.09.18.day3	summer	2016.067	58.9	active	STAFS	temperate	3	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2016.067.2016.09.17.day2	summer	2016.067	29.2	early	STAFS	temperate	2	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2016.067.2016.09.26.day11	summer	2016.067	280.6	advanced	STAFS	temperate	11	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2016.067.2016.09.20.day5	summer	2016.067	118.95	active	STAFS	temperate	5	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2016.067.2016.09.24.day9	summer	2016.067	229.8	advanced	STAFS	temperate	9	test	test	test	test	test	test	test	test	test	test
soil.hip.SHSU.2016.072.2016.11.09.day6	fall	2016.072	100.6	active	STAFS	temperate	6	test	test	test	test	test	test	test	test	test	test
soil.hip.SHSU.2016.072.2016.11.11.day8	fall	2016.072	135.35	active	STAFS	temperate	8	test	test	test	test	test	test	test	test	test	test
soil.hip.SHSU.2016.072.2016.11.10.day7	fall	2016.072	117.55	active	STAFS	temperate	7	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2016.072.2016.11.20.day17	fall	2016.072	289.9	advanced	STAFS	temperate	17	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2016.072.2016.11.07.day4	fall	2016.072	62.55	active	STAFS	temperate	4	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2016.072.2016.11.04.day1	fall	2016.072	0	initial	STAFS	temperate	1	test	test	test	test	test	test	test	test	test	test
soil.hip.SHSU.2016.072.2016.11.08.day5	fall	2016.072	82	active	STAFS	temperate	5	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2016.072.2016.11.19.day16	fall	2016.072	281	advanced	STAFS	temperate	16	test	test	test	test	test	test	test	test	test	test
soil.hip.SHSU.2016.072.2016.11.21.day18	fall	2016.072	305.2	advanced	STAFS	temperate	18	test	test	test	test	test	test	test	test	test	test
soil.hip.SHSU.206.072.2016.11.16.day13	fall	2016.072	230.7	advanced	STAFS	temperate	13	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2016.072.2016.11.12.day9	fall	2016.072	154	active	STAFS	temperate	9	test	test	test	test	test	test	test	test	test	test
soil.hip.SHSU.2016.072.2016.11.05.day2	fall	2016.072	19.45	early	STAFS	temperate	2	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2016.072.2016.11.14.day11	fall	2016.072	189.05	active	STAFS	temperate	11	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2016.072.2016.11.13.day10	fall	2016.072	170.4	active	STAFS	temperate	10	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2016.072.2016.11.23.day20	fall	2016.072	342.45	advanced	STAFS	temperate	20	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2016.072.2016.11.06.day3	fall	2016.072	40.6	early	STAFS	temperate	3	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2016.072.2016.11.15.day12	fall	2016.072	209.6	advanced	STAFS	temperate	12	test	test	test	test	test	test	test	test	test	test
soil.hip.SHSU.2016.076.2016.11.26.day5	fall	2016.076	63.6	active	STAFS	temperate	5	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2016.076.2016.12.08.day17	fall	2016.076	210.25	advanced	STAFS	temperate	17	test	test	test	test	test	test	test	test	test	test
soil.hip.SHSU.2016.076.2016.11.29.day8	fall	2016.076	116.1	active	STAFS	temperate	8	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2016.076.2016.12.11.day20	fall	2016.076	236.4	advanced	STAFS	temperate	20	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2016.076.2016.12.06.day15	fall	2016.076	190.5	active	STAFS	temperate	15	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2016.076.2016.12.10.day19	fall	2016.076	219.45	advanced	STAFS	temperate	19	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2016.076.2016.12.07.day16	fall	2016.076	203	advanced	STAFS	temperate	16	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2016.076.2016.11.25.day4	fall	2016.076	47.5	early	STAFS	temperate	4	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2016.076.2016.11.22.day1	fall	2016.076	0	initial	STAFS	temperate	1	test	test	test	test	test	test	test	test	test	test
soil.hip.SHSU.2016.076.2016.11.27.day6	fall	2016.076	80.3	active	STAFS	temperate	6	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2016.076.2016.11.30.day9	fall	2016.076	127.45	active	STAFS	temperate	9	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2016.076.2016.11.28.day7	fall	2016.076	99.45	active	STAFS	temperate	7	test	test	test	test	test	test	test	test	test	test
soil.hip.SHSU.2016.076.2016.12.01.day10	fall	2016.076	137.75	active	STAFS	temperate	10	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2016.076.2016.12.12.day21	fall	2016.076	254.5	advanced	STAFS	temperate	21	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2016.076.2016.12.03.day12	fall	2016.076	159.15	active	STAFS	temperate	12	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2016.076.2016.12.05.day14	fall	2016.076	178.6	active	STAFS	temperate	14	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2016.076.2016.12.04.day13	fall	2016.076	169.15	active	STAFS	temperate	13	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2016.076.2016.12.09.day18	fall	2016.076	213.9	advanced	STAFS	temperate	18	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2016.076.2016.12.02.day11	fall	2016.076	149.4	active	STAFS	temperate	11	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2016.076.2016.11.23.day2	fall	2016.076	15.55	early	STAFS	temperate	2	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2017.043.2017.11.30.day1	winter	2017.043	0	initial	STAFS	temperate	1	test	test	test	test	test	test	test	test	test	test
soil.hip.SHSU.2017.043.2017.12.16.day17	winter	2017.043	180.3	active	STAFS	temperate	17	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2017.043.2017.12.19.day20	winter	2017.043	225.85	advanced	STAFS	temperate	20	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2017.043.2017.12.01.day2	winter	2017.043	14.75	early	STAFS	temperate	2	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2017.043.2017.12.12.day13	winter	2017.043	143.4	active	STAFS	temperate	13	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2017.043.2017.12.08.day9	winter	2017.043	103.65	active	STAFS	temperate	9	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2017.043.2017.12.02.day3	winter	2017.043	31.95	early	STAFS	temperate	3	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2017.043.2017.12.05.day6	winter	2017.043	88.6	active	STAFS	temperate	6	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2017.043.2017.12.07.day8	winter	2017.043	100.55	active	STAFS	temperate	8	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2017.043.2017.12.14.day15	winter	2017.043	162.3	active	STAFS	temperate	15	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2017.043.2017.12.15.day16	winter	2017.043	172.55	active	STAFS	temperate	16	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2017.043.2017.12.18.day19	winter	2017.043	205	advanced	STAFS	temperate	19	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2017.043.2017.12.09.day10	winter	2017.043	111.45	active	STAFS	temperate	10	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2016.007.2016.05.04.day20	spring	shsu.2016.007	428.6111111	advanced	STAFS	temperate	20	test	test	test	test	test	test	test	test	test	test
soil.hip.SHSU.2016.007.2016.04.28.day14	spring	shsu.2016.007	296.3888889	advanced	STAFS	temperate	14	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2016.007.2016.04.21.day7	spring	shsu.2016.007	132.7777778	active	STAFS	temperate	7	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2016.007.2016.04.18.day4	spring	shsu.2016.007	67.5	active	STAFS	temperate	4	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2016.007.2016.04.22.day8	spring	shsu.2016.007	153.8888889	active	STAFS	temperate	8	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2016.007.2016.04.23.day9	spring	shsu.2016.007	174.4444445	active	STAFS	temperate	9	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2016.007.2016.04.15.day1	spring	shsu.2016.007	0	initial	STAFS	temperate	1	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2016.007.2016.05.01.day17	spring	shsu.2016.007	373.6111111	advanced	STAFS	temperate	17	test	test	test	test	test	test	test	test	test	test
soil.hip.SHSU.2016.007.2016.04.30.day16	spring	shsu.2016.007	350	advanced	STAFS	temperate	16	test	test	test	test	test	test	test	test	test	test
soil.hip.SHSU.2016.007.2016.04.26.day12	spring	shsu.2016.007	247.2222222	advanced	STAFS	temperate	12	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2016.007.2016.05.03.day19	spring	shsu.2016.007	409.1666667	advanced	STAFS	temperate	19	test	test	test	test	test	test	test	test	test	test
soil.hip.SHSU.2016.007.2016.04.17.day3	spring	shsu.2016.007	45.83333333	early	STAFS	temperate	3	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2016.011.2016.04.24.day10	spring	shsu.2016.011	194.7222222	active	STAFS	temperate	10	test	test	test	test	test	test	test	test	test	test
soil.hip.SHSU.2016.011.2016.04.17.day3	spring	shsu.2016.011	45.83333333	early	STAFS	temperate	3	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2016.011.2016.04.22.day8	spring	shsu.2016.011	153.8888889	active	STAFS	temperate	8	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2016.011.2016.04.26.day12	spring	shsu.2016.011	247.2222222	advanced	STAFS	temperate	12	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2016.011.2016.04.20.day6	spring	shsu.2016.011	111.6666667	active	STAFS	temperate	6	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2016.011.2016.05.01.day17	spring	shsu.2016.011	373.6111111	advanced	STAFS	temperate	17	test	test	test	test	test	test	test	test	test	test
soil.hip.SHSU.2016.011.2016.04.25.day11	spring	shsu.2016.011	220.5555556	advanced	STAFS	temperate	11	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2016.011.2016.04.18.day4	spring	shsu.2016.011	67.5	active	STAFS	temperate	4	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2016.011.2016.04.28.day14	spring	shsu.2016.011	296.3888889	advanced	STAFS	temperate	14	test	test	test	test	test	test	test	test	test	test
soil.hip.SHSU.2016.011.2016.05.05.day21	spring	shsu.2016.011	449.1666667	advanced	STAFS	temperate	21	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2016.011.2016.04.19.day5	spring	shsu.2016.011	90.55555556	active	STAFS	temperate	5	test	test	test	test	test	test	test	test	test	test
soil.hip.SHSU.2016.011.2016.04.27.day13	spring	shsu.2016.011	271.1111111	advanced	STAFS	temperate	13	test	test	test	test	test	test	test	test	test	test
soil.hip.SHSU.2016.011.2016.05.02.day18	spring	shsu.2016.011	391.6666667	advanced	STAFS	temperate	18	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2016.011.2016.04.15.day1	spring	shsu.2016.011	0	initial	STAFS	temperate	1	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2016.011.2016.04.21.day7	spring	shsu.2016.011	132.7777778	active	STAFS	temperate	7	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2016.011.2016.04.30.day16	spring	shsu.2016.011	350	advanced	STAFS	temperate	16	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2016.011.2016.05.03.day19	spring	shsu.2016.011	409.1666667	advanced	STAFS	temperate	19	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2016.024.2016.04.30.day16	spring	shsu.2016.024	350	advanced	STAFS	temperate	16	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2016.024.2016.04.23.day9	spring	shsu.2016.024	174.4444445	active	STAFS	temperate	9	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2016.024.2016.04.27.day13	spring	shsu.2016.024	271.1111111	advanced	STAFS	temperate	13	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2016.024.2016.04.25.day11	spring	shsu.2016.024	220.5555556	advanced	STAFS	temperate	11	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2016.024.2016.04.29.day15	spring	shsu.2016.024	324.4444445	advanced	STAFS	temperate	15	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2016.024.2016.05.01.day17	spring	shsu.2016.024	373.6111111	advanced	STAFS	temperate	17	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2016.024.2016.04.19.day5	spring	shsu.2016.024	90.55555556	active	STAFS	temperate	5	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2016.024.2016.04.18.day4	spring	shsu.2016.024	67.5	active	STAFS	temperate	4	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2016.024.2016.04.17.day3	spring	shsu.2016.024	45.83333333	early	STAFS	temperate	3	test	test	test	test	test	test	test	test	test	test
soil.hip.SHSU.2016.024.2016.04.15.day1	spring	shsu.2016.024	0	initial	STAFS	temperate	1	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2016.024.2016.05.03.day19	spring	shsu.2016.024	409.1666667	advanced	STAFS	temperate	19	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2016.024.2016.05.04.day20	spring	shsu.2016.024	428.6111111	advanced	STAFS	temperate	20	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2016.024.2016.05.02.day18	spring	shsu.2016.024	391.6666667	advanced	STAFS	temperate	18	train	train	train	train	train	train	train	train	train	train
soil.hip.SHSU.2016.024.2016.04.20.day6	spring	shsu.2016.024	111.6666667	active	STAFS	temperate	6	train	train	train	train	train	train	train	train	train	train
