sample_name,season,subjects,add_0c,add_0c_group,facility,climate,timepoint,traintest_0,traintest_1,traintest_2,traintest_3,traintest_4,traintest_5,traintest_6,traintest_7,traintest_8,traintest_9,metabolite_logratio,mag_logratio,18S_logratio,gene_module_logratio
soil.hip.UTK.K016.06.2016.10.17.day13,fall,UTK.K016.06,229.7,advanced,ARF,temperate,13,test,test,test,test,test,test,test,test,test,test,3.7900473641846446,4.585033590638613,4.811876683348365,2.6414427475633113
soil.hip.UTK.K016.06.2016.10.24.day20,fall,UTK.K016.06,357.1,advanced,ARF,temperate,20,train,train,train,train,train,train,train,train,train,train,3.26816250575674,4.836774351381269,3.5471018014629223,3.5144951576401473
soil.hip.UTK.K016.06.2016.10.16.day12,fall,UTK.K016.06,209.3,advanced,ARF,temperate,12,train,train,train,train,train,train,train,train,train,train,1.5964600546268795,3.3224452377631426,3.016921110164928,2.823996018979585
soil.hip.UTK.K016.06.2016.10.05.day1,fall,UTK.K016.06,0.0,initial,ARF,temperate,1,test,test,test,test,test,test,test,test,test,test,2.5836568682419916,-3.9410480647769166,0.8131108763105264,3.252688625169786
soil.hip.UTK.K016.06.2016.10.11.day7,fall,UTK.K016.06,112.4,active,ARF,temperate,7,train,train,train,train,train,train,train,train,train,train,2.0887590807096004,3.9944054440592325,1.5410555955263963,3.6269343575841555
soil.hip.UTK.K016.06.2016.10.19.day15,fall,UTK.K016.06,276.0,advanced,ARF,temperate,15,train,train,train,train,train,train,train,train,train,train,2.3532067540775277,3.8223161561496273,0.7396243202478097,2.3453772084715716
soil.hip.UTK.K016.06.2016.10.25.day21,fall,UTK.K016.06,373.2,advanced,ARF,temperate,21,train,train,train,train,train,train,train,train,train,train,3.69452642199799,3.369334683736085,1.7314573913773312,2.4946484948210284
soil.hip.UTK.K016.06.2016.10.07.day3,fall,UTK.K016.06,40.8,early,ARF,temperate,3,train,train,train,train,train,train,train,train,train,train,1.8204231504988062,-1.1325903913117017,1.36708938128384,4.95496927200025
soil.hip.UTK.K016.06.2016.10.06.day2,fall,UTK.K016.06,20.4,early,ARF,temperate,2,train,train,train,train,train,train,train,train,train,train,2.1820928257456256,-2.3726633537084645,1.5284634855971877,6.499985539633198
soil.hip.UTK.K016.06.2016.10.13.day9,fall,UTK.K016.06,146.4,active,ARF,temperate,9,train,train,train,train,train,train,train,train,train,train,4.168320919768455,3.8424265253556147,3.087641945656241,3.159429385221477
soil.hip.UTK.K016.06.2016.10.20.day16,fall,UTK.K016.06,299.7,advanced,ARF,temperate,16,train,train,train,train,train,train,train,train,train,train,3.1384003253787025,4.085481114026589,2.1463967150597725,2.3540566163499133
soil.hip.UTK.K016.10.2017.06.02.day9,summer,UTK.K016.10,170.3,active,ARF,temperate,9,train,train,train,train,train,train,train,train,train,train,0.5727466817622417,-1.6056754621482767,-0.1542537392879737,4.528727962921492
soil.hip.UTK.K016.10.2017.06.08.day15,summer,UTK.K016.10,298.6,advanced,ARF,temperate,15,train,train,train,train,train,train,train,train,train,train,4.011567203451412,-0.5145523724321173,5.3952849473567195,1.912713100963379
soil.hip.UTK.K016.10.2017.06.14.day21,summer,UTK.K016.10,441.3,advanced,ARF,temperate,21,train,train,train,train,train,train,train,train,train,train,3.3939483223951763,-0.4160238067661819,6.709369406778344,1.8322599911448636
soil.hip.UTK.K016.10.2017.05.25.day1,summer,UTK.K016.10,0.0,initial,ARF,temperate,1,train,train,train,train,train,train,train,train,train,train,0.004696370440624875,-6.95535789989365,-4.030286647551239,
soil.hip.UTK.K016.10.2017.06.03.day10,summer,UTK.K016.10,193.3,active,ARF,temperate,10,train,train,train,train,train,train,train,train,train,train,0.8962453507068879,-1.9033273553112338,2.456443701759129,4.920237507650719
soil.hip.UTK.K016.10.2017.05.27.day3,summer,UTK.K016.10,41.5,early,ARF,temperate,3,train,train,train,train,train,train,train,train,train,train,-0.4364460630219913,-8.27668826002256,-3.8528738382978034,
soil.hip.UTK.K016.10.2017.06.01.day8,summer,UTK.K016.10,148.5,active,ARF,temperate,8,train,train,train,train,train,train,train,train,train,train,3.4320673236433343,0.2661691901895473,0.0993355761672694,7.058561340130947
soil.hip.UTK.K016.10.2017.06.06.day13,summer,UTK.K016.10,258.6,advanced,ARF,temperate,13,test,test,test,test,test,test,test,test,test,test,3.9616563933090383,0.43546317861092376,4.6032780852899915,2.9488952868714984
soil.hip.UTK.K016.10.2017.05.30.day6,summer,UTK.K016.10,105.8,active,ARF,temperate,6,train,train,train,train,train,train,train,train,train,train,,-5.607181304628363,-2.309845381366193,
soil.hip.UTK.K016.10.2017.05.28.day4,summer,UTK.K016.10,62.3,active,ARF,temperate,4,test,test,test,test,test,test,test,test,test,test,1.6315804551988453,-7.820853444205601,-3.4384311279310307,
soil.hip.UTK.K016.10.2017.06.10.day17,summer,UTK.K016.10,341.7,advanced,ARF,temperate,17,train,train,train,train,train,train,train,train,train,train,-0.3101981910934981,-0.3431353553118974,6.243438192639953,1.7407064758281123
soil.hip.UTK.K016.10.2017.06.07.day14,summer,UTK.K016.10,278.9,advanced,ARF,temperate,14,train,train,train,train,train,train,train,train,train,train,1.8142105435957738,0.49758964456840715,5.478740118898879,2.499804487964937
soil.hip.UTK.K016.10.2017.06.05.day12,summer,UTK.K016.10,236.6,advanced,ARF,temperate,12,train,train,train,train,train,train,train,train,train,train,2.3288964161649854,-0.43978217099274985,3.142345730392698,3.485023229252464
soil.hip.UTK.K016.10.2017.06.09.day16,summer,UTK.K016.10,319.6,advanced,ARF,temperate,16,train,train,train,train,train,train,train,train,train,train,,-0.275364434337666,7.771537176288864,1.2528582036097333
soil.hip.UTK.K016.10.2017.05.31.day7,summer,UTK.K016.10,126.4,active,ARF,temperate,7,train,train,train,train,train,train,train,train,train,train,,-3.7957575219100015,-1.9664990377193874,3.559202084182672
soil.hip.UTK.K016.10.2017.05.29.day5,summer,UTK.K016.10,84.2,active,ARF,temperate,5,test,test,test,test,test,test,test,test,test,test,-0.629615193515912,-6.730794098861752,-3.566056265672456,
soil.hip.UTK.K016.10.2017.06.12.day19,summer,UTK.K016.10,392.2,advanced,ARF,temperate,19,train,train,train,train,train,train,train,train,train,train,,-0.5988202950153667,6.02769150756911,1.492542723235113
soil.hip.UTK.K016.11.2017.06.03.day10,summer,UTK.K016.11,193.3,active,ARF,temperate,10,test,test,test,test,test,test,test,test,test,test,1.6620446828895208,-0.9300480642081137,2.0263765400025786,3.8571370724355822
soil.hip.UTK.K016.11.2017.05.25.day1,summer,UTK.K016.11,0.0,initial,ARF,temperate,1,test,test,test,test,test,test,test,test,test,test,1.8429723314009543,-9.723552923771411,-3.215666133862161,
soil.hip.UTK.K016.11.2017.06.12.day19,summer,UTK.K016.11,392.2,advanced,ARF,temperate,19,train,train,train,train,train,train,train,train,train,train,,0.015997962080758654,6.071670975364007,1.7166671604089174
soil.hip.UTK.K016.11.2017.06.11.day18,summer,UTK.K016.11,366.3,advanced,ARF,temperate,18,train,train,train,train,train,train,train,train,train,train,2.712108837697688,-0.5895840282470974,5.9846633609392885,2.6530639006724206
soil.hip.UTK.K016.11.2017.06.09.day16,summer,UTK.K016.11,319.6,advanced,ARF,temperate,16,test,test,test,test,test,test,test,test,test,test,1.8224975015418874,1.4048258453999924,5.24975521376521,2.2627484611731914
soil.hip.UTK.K016.11.2017.05.27.day3,summer,UTK.K016.11,41.5,early,ARF,temperate,3,train,train,train,train,train,train,train,train,train,train,0.41899298551657616,-8.640623754418396,-3.879096211289758,
soil.hip.UTK.K016.11.2017.05.28.day4,summer,UTK.K016.11,62.3,active,ARF,temperate,4,train,train,train,train,train,train,train,train,train,train,,-5.458515044352975,-3.807774459300817,5.838173452455569
soil.hip.UTK.K016.11.2017.06.08.day15,summer,UTK.K016.11,298.6,advanced,ARF,temperate,15,train,train,train,train,train,train,train,train,train,train,2.1902481316638465,-0.07383044704946684,4.684656189336767,2.462957389647948
soil.hip.UTK.K016.11.2017.05.26.day2,summer,UTK.K016.11,18.3,early,ARF,temperate,2,test,test,test,test,test,test,test,test,test,test,0.24040618738693453,-9.781186181567854,-3.45751558868875,
soil.hip.UTK.K016.11.2017.05.30.day6,summer,UTK.K016.11,105.8,active,ARF,temperate,6,train,train,train,train,train,train,train,train,train,train,1.6113242493116609,-3.007677969724627,-3.292922570657831,5.475314820894119
soil.hip.UTK.K016.11.2017.06.07.day14,summer,UTK.K016.11,278.9,advanced,ARF,temperate,14,train,train,train,train,train,train,train,train,train,train,1.5042221928706496,-0.4348218678222491,2.4232082605647385,2.916709656837578
soil.hip.UTK.K016.11.2017.06.04.day11,summer,UTK.K016.11,215.2,advanced,ARF,temperate,11,train,train,train,train,train,train,train,train,train,train,1.1389827272859119,0.1214211772204905,3.9383129607745744,3.2518133592023295
soil.hip.UTK.K016.11.2017.06.10.day17,summer,UTK.K016.11,341.7,advanced,ARF,temperate,17,train,train,train,train,train,train,train,train,train,train,3.101598233570048,1.3312529607761459,6.19393250332789,2.1438204709952178
soil.hip.UTK.K016.11.2017.05.29.day5,summer,UTK.K016.11,84.2,active,ARF,temperate,5,train,train,train,train,train,train,train,train,train,train,1.4906444905401681,-3.0857810843904705,-3.7919967701357162,5.475537551315895
soil.hip.UTK.K016.11.2017.06.06.day13,summer,UTK.K016.11,258.6,advanced,ARF,temperate,13,test,test,test,test,test,test,test,test,test,test,1.8173607650195223,-0.770474459176901,3.5865952668059933,3.0118256127092486
soil.hip.UTK.K016.12.2017.06.12.day19,summer,UTK.K016.12,392.2,advanced,ARF,temperate,19,train,train,train,train,train,train,train,train,train,train,,-1.300969592663849,5.557086289483701,2.3451422234018677
soil.hip.UTK.K016.12.2017.05.26.day2,summer,UTK.K016.12,18.3,early,ARF,temperate,2,test,test,test,test,test,test,test,test,test,test,-1.016239557399805,,-4.07481337143793,
soil.hip.UTK.K016.12.2017.06.04.day11,summer,UTK.K016.12,215.2,advanced,ARF,temperate,11,train,train,train,train,train,train,train,train,train,train,4.148580525908729,-0.5821706257312051,2.7095464345328732,3.8798030794359466
soil.hip.UTK.K016.12.2017.05.30.day6,summer,UTK.K016.12,105.8,active,ARF,temperate,6,train,train,train,train,train,train,train,train,train,train,1.5340286208297496,-8.515585766694523,-2.487857998757602,
soil.hip.UTK.K016.12.2017.05.27.day3,summer,UTK.K016.12,41.5,early,ARF,temperate,3,train,train,train,train,train,train,train,train,train,train,1.5650901217822053,-8.050287594565487,-4.220944868386098,
soil.hip.UTK.K016.12.2017.06.11.day18,summer,UTK.K016.12,366.3,advanced,ARF,temperate,18,test,test,test,test,test,test,test,test,test,test,1.5981124647975946,-0.09388015291786544,5.364260540347425,1.8282293841424808
soil.hip.UTK.K016.12.2017.06.09.day16,summer,UTK.K016.12,319.6,advanced,ARF,temperate,16,test,test,test,test,test,test,test,test,test,test,1.5069387405581427,-1.1423602043948033,3.277908831619655,3.7311881412654913
soil.hip.UTK.K016.12.2017.05.25.day1,summer,UTK.K016.12,0.0,initial,ARF,temperate,1,train,train,train,train,train,train,train,train,train,train,2.901911903681425,-9.83358435475542,-4.068576810473189,
soil.hip.UTK.K016.12.2017.06.01.day8,summer,UTK.K016.12,148.5,active,ARF,temperate,8,train,train,train,train,train,train,train,train,train,train,1.8493767446068983,-1.7641530950238256,-2.953162647972748,
soil.hip.UTK.K016.12.2017.05.29.day5,summer,UTK.K016.12,84.2,active,ARF,temperate,5,train,train,train,train,train,train,train,train,train,train,2.4896946874945023,-8.682031641337353,-3.8839315752672707,
soil.hip.UTK.K016.12.2017.06.14.day21,summer,UTK.K016.12,441.3,advanced,ARF,temperate,21,test,test,test,test,test,test,test,test,test,test,,-2.728050240947928,6.062429741292997,2.6354173316484113
soil.hip.UTK.K016.12.2017.06.10.day17,summer,UTK.K016.12,341.7,advanced,ARF,temperate,17,train,train,train,train,train,train,train,train,train,train,0.5826847673749338,-1.432415404796469,4.589408780934186,3.011565411388375
soil.hip.UTK.K016.12.2017.06.06.day13,summer,UTK.K016.12,258.6,advanced,ARF,temperate,13,train,train,train,train,train,train,train,train,train,train,0.6063936628656279,0.8025138405621206,3.2186036789963346,3.887968483483405
soil.hip.UTK.K016.12.2017.06.05.day12,summer,UTK.K016.12,236.6,advanced,ARF,temperate,12,test,test,test,test,test,test,test,test,test,test,1.5868393941097132,0.806285940810417,2.99459325136265,2.878883708760611
soil.hip.UTK.K016.12.2017.06.08.day15,summer,UTK.K016.12,298.6,advanced,ARF,temperate,15,train,train,train,train,train,train,train,train,train,train,4.420671798894848,-2.3322117958100215,0.9619839595330539,4.714057089317565
soil.hip.UTK.K016.12.2017.06.07.day14,summer,UTK.K016.12,278.9,advanced,ARF,temperate,14,train,train,train,train,train,train,train,train,train,train,1.8799421526425153,-2.2155100454194443,0.32871023128572396,5.4741978698302916
soil.hip.UTK.K016.12.2017.06.03.day10,summer,UTK.K016.12,193.3,active,ARF,temperate,10,test,test,test,test,test,test,test,test,test,test,3.207491672354081,0.9505263586865826,2.1954757245748144,3.841674175218909
soil.hip.CMU.17.10.2017.08.12.day4,summer,17-10,72.0,active,FIRS,semi-arid,4,train,train,train,train,train,train,train,train,train,train,2.742361245932541,-2.7731940024596575,1.5960390987297348,
soil.hip.CMU.17.10.2017.08.22.day14,summer,17-10,322.8,advanced,FIRS,semi-arid,14,test,test,test,test,test,test,test,test,test,test,3.379035984155804,1.6480743496898658,-2.1197625162561744,3.4308055141536284
soil.hip.CMU.17.10.2017.08.19.day11,summer,17-10,244.45,advanced,FIRS,semi-arid,11,test,test,test,test,test,test,test,test,test,test,1.7109413471732768,0.7219427785784003,-3.759416208120874,3.759459643765288
soil.hip.CMU.17.10.2017.08.17.day9,summer,17-10,193.95,active,FIRS,semi-arid,9,train,train,train,train,train,train,train,train,train,train,1.831771009094501,-4.0612812123929025,-3.58965755796664,3.6804727573771228
soil.hip.CMU.17.10.2017.08.10.day2,summer,17-10,25.55,early,FIRS,semi-arid,2,train,train,train,train,train,train,train,train,train,train,3.118821329168256,-6.426661423322805,-3.082791322938929,4.827469536721322
soil.hip.CMU.17.10.2017.08.25.day17,summer,17-10,398.55,advanced,FIRS,semi-arid,17,train,train,train,train,train,train,train,train,train,train,2.1130897345341495,0.5812486239373822,-2.4796425132515267,2.848742915059332
soil.hip.CMU.17.10.2017.08.18.day10,summer,17-10,219.2,advanced,FIRS,semi-arid,10,train,train,train,train,train,train,train,train,train,train,2.0066801413431588,0.7160232306651437,-2.3388892833751207,4.384035083927987
soil.hip.CMU.17.10.2017.08.16.day8,summer,17-10,169.5,active,FIRS,semi-arid,8,train,train,train,train,train,train,train,train,train,train,1.8433758825392985,-2.457596165973749,-1.5777729977901327,7.016714215915046
soil.hip.CMU.17.10.2017.08.09.day1,summer,17-10,0.0,initial,FIRS,semi-arid,1,train,train,train,train,train,train,train,train,train,train,1.7446169613515163,,-2.5844398218584317,6.30354330707662
soil.hip.CMU.17.10.2017.08.20.day12,summer,17-10,270.85,advanced,FIRS,semi-arid,12,train,train,train,train,train,train,train,train,train,train,2.7526025841017194,0.6674426044199464,-3.163805516695102,4.364640883934868
soil.hip.CMU.17.10.2017.08.14.day6,summer,17-10,122.55,active,FIRS,semi-arid,6,train,train,train,train,train,train,train,train,train,train,1.4777154707060163,-0.3299901360185835,0.30127604943227837,3.4965941627795605
soil.hip.CMU.17.10.2017.08.23.day15,summer,17-10,348.05,advanced,FIRS,semi-arid,15,test,test,test,test,test,test,test,test,test,test,2.141220514974828,-0.786512880951566,-2.365014364420131,3.2141209669336237
soil.hip.CMU.17.10.2017.08.26.day18,summer,17-10,424.7,advanced,FIRS,semi-arid,18,train,train,train,train,train,train,train,train,train,train,2.200450676179681,-2.0623962298157927,2.533968542786372,3.7161011796800243
soil.hip.CMU.17.10.2017.08.24.day16,summer,17-10,373.85,advanced,FIRS,semi-arid,16,train,train,train,train,train,train,train,train,train,train,2.784571415548207,-0.6727634492032557,-3.2669269718967504,4.2554817846067365
soil.hip.CMU.17.10.2017.08.27.day19,summer,17-10,451.65,advanced,FIRS,semi-arid,19,train,train,train,train,train,train,train,train,train,train,2.1276028797536775,0.38350538729430816,-1.4926403576421094,3.6734360090375646
soil.hip.CMU.17.10.2017.08.28.day20,summer,17-10,477.8,advanced,FIRS,semi-arid,20,train,train,train,train,train,train,train,train,train,train,2.9322833427538946,3.553207618102368,-0.013850636933899096,2.5999411842426605
soil.hip.CMU.17.10.2017.08.11.day3,summer,17-10,49.75,early,FIRS,semi-arid,3,test,test,test,test,test,test,test,test,test,test,0.9414937779843147,-3.906520381783503,-0.3367762341915732,3.1357668467720665
soil.hip.CMU.16.05.2016.mo.day15,spring,CMU_Mrs._16_05,150.0,active,FIRS,semi-arid,15,train,train,train,train,train,train,train,train,train,train,2.7180255206822572,-0.9294488945920705,,4.721273835099289
soil.hip.CMU.16.05.2016.mo.day12,spring,CMU_Mrs._16_05,110.2777778,active,FIRS,semi-arid,12,train,train,train,train,train,train,train,train,train,train,1.3213707568900386,-4.530174880994358,,3.22633487615757
soil.hip.CMU.16.05.2016.mo.day10,spring,CMU_Mrs._16_05,79.72222223,active,FIRS,semi-arid,10,train,train,train,train,train,train,train,train,train,train,2.464284570480711,-6.56069702657852,,3.8813667829361833
soil.hip.CMU.16.05.2016.mo.day19,spring,CMU_Mrs._16_05,200.8333333,advanced,FIRS,semi-arid,19,train,train,train,train,train,train,train,train,train,train,2.096530095437327,-2.6923391090388513,-0.1910552367627094,3.9026505303247814
soil.hip.CMU.16.05.2016.mo.day9,spring,CMU_Mrs._16_05,69.44444445,active,FIRS,semi-arid,9,train,train,train,train,train,train,train,train,train,train,2.7182109199526057,-5.069573947565083,,3.4034659353550456
soil.hip.CMU.16.05.2016.mo.day14,spring,CMU_Mrs._16_05,136.6666667,active,FIRS,semi-arid,14,test,test,test,test,test,test,test,test,test,test,2.1150163769291996,-4.20110675769257,0.8157495026522779,4.379835267859332
soil.hip.CMU.16.05.2016.mo.day4,spring,CMU_Mrs._16_05,15.83333333,early,FIRS,semi-arid,4,train,train,train,train,train,train,train,train,train,train,1.656448453662346,-7.582277995119455,,3.832468267381354
soil.hip.CMU.16.05.2016.mo.day3,spring,CMU_Mrs._16_05,11.38888889,early,FIRS,semi-arid,3,train,train,train,train,train,train,train,train,train,train,1.292649019333771,-8.2581347623022,,3.97942088195298
soil.hip.CMU.16.05.2016.mo.day13,spring,CMU_Mrs._16_05,123.3333333,active,FIRS,semi-arid,13,train,train,train,train,train,train,train,train,train,train,1.3597969300939123,-6.228484933199964,,4.924483366495516
soil.hip.CMU.16.05.2016.mo.day1,spring,CMU_Mrs._16_05,0.0,initial,FIRS,semi-arid,1,train,train,train,train,train,train,train,train,train,train,1.5880685328218984,-7.366469868468007,,3.121331975889474
soil.hip.CMU.16.05.2016.mo.day21,spring,CMU_Mrs._16_05,214.1666667,advanced,FIRS,semi-arid,21,test,test,test,test,test,test,test,test,test,test,2.8866139309742014,1.568356679485749,-0.06453852113757108,3.9386884619532196
soil.hip.CMU.16.05.2016.mo.day16,spring,CMU_Mrs._16_05,164.7222222,active,FIRS,semi-arid,16,train,train,train,train,train,train,train,train,train,train,1.602771602447417,-2.8043577606934704,,4.1864632557145365
soil.hip.CMU.16.05.2016.mo.day20,spring,CMU_Mrs._16_05,207.5,advanced,FIRS,semi-arid,20,train,train,train,train,train,train,train,train,train,train,1.5550979773118598,0.020346354360755825,,4.288015856365504
soil.hip.CMU.16.05.2016.mo.day2,spring,CMU_Mrs._16_05,7.5,early,FIRS,semi-arid,2,train,train,train,train,train,train,train,train,train,train,2.313393096241935,-7.601440206519966,0.0,4.0371394917422805
soil.hip.CMU.17.04.2017.03.day11,winter,Mr 17-04,144.95,active,FIRS,semi-arid,11,train,train,train,train,train,train,train,train,train,train,3.6146572120887406,-4.30351309640628,-1.274625946409258,6.7494669074736
soil.hip.CMU.17.04.2017.03.day15,winter,Mr 17-04,202.45,advanced,FIRS,semi-arid,15,train,train,train,train,train,train,train,train,train,train,0.5772442346402951,-4.187770619386599,-1.5826864013372113,5.015109209303391
soil.hip.CMU.17.04.2017.03.day7,winter,Mr 17-04,76.65,active,FIRS,semi-arid,7,train,train,train,train,train,train,train,train,train,train,1.7318951458112473,-5.570893089588556,0.2966495768240165,5.866623108703683
soil.hip.CMU.17.04.2017.03.day20,winter,Mr 17-04,254.4,advanced,FIRS,semi-arid,20,train,train,train,train,train,train,train,train,train,train,-1.341991261893357,-4.155592335931999,0.018554842335058552,4.503967507687764
soil.hip.CMU.17.04.2017.03.day4,winter,Mr 17-04,34.15,early,FIRS,semi-arid,4,train,train,train,train,train,train,train,train,train,train,1.3831540860650993,-6.140011359203414,2.3213325586939977,3.449842823154965
soil.hip.CMU.17.04.2017.03.day3,winter,Mr 17-04,24.15,early,FIRS,semi-arid,3,test,test,test,test,test,test,test,test,test,test,1.0826372179566235,,1.6160988473861302,3.21193134139141
soil.hip.CMU.17.04.2017.03.day16,winter,Mr 17-04,213.25,advanced,FIRS,semi-arid,16,train,train,train,train,train,train,train,train,train,train,0.7167848148519091,-2.2761288445858803,-0.3067302674224761,3.188670897605728
soil.hip.CMU.17.04.2017.03.day12,winter,Mr 17-04,162.45,active,FIRS,semi-arid,12,test,test,test,test,test,test,test,test,test,test,0.6928785080421349,-3.120866116554474,-1.0941116752204811,4.0228791420733145
soil.hip.CMU.17.04.2017.03.day14,winter,Mr 17-04,191.65,active,FIRS,semi-arid,14,train,train,train,train,train,train,train,train,train,train,1.6802702724448988,-3.609011586408121,0.8278241215818731,4.8704949304175855
soil.hip.CMU.17.04.2017.03.day8,winter,Mr 17-04,92.2,active,FIRS,semi-arid,8,train,train,train,train,train,train,train,train,train,train,1.214616862250585,-7.974476545147292,0.5770696225225898,2.1029489316615315
soil.hip.CMU.17.04.2017.03.day5,winter,Mr 17-04,46.95,early,FIRS,semi-arid,5,train,train,train,train,train,train,train,train,train,train,0.616627044293157,-6.169289681045206,4.62375552768052,
soil.hip.CMU.17.04.2017.03.day1,winter,Mr 17-04,0.0,initial,FIRS,semi-arid,1,train,train,train,train,train,train,train,train,train,train,1.1107361938681048,-5.6320147285591435,1.7143875606422556,2.735171805699024
soil.hip.CMU.17.04.2017.03.day21,winter,Mr 17-04,267.15,advanced,FIRS,semi-arid,21,train,train,train,train,train,train,train,train,train,train,,-2.1816152616573934,0.80807854198172,2.953280781110772
soil.hip.CMU.17.04.2017.03.day18,winter,Mr 17-04,235.2,advanced,FIRS,semi-arid,18,train,train,train,train,train,train,train,train,train,train,0.6510320965475795,1.0888968916949882,0.6597489001580978,3.4124541833972932
soil.hip.CMU.17.04.2017.03.day19,winter,Mr 17-04,243.55,advanced,FIRS,semi-arid,19,train,train,train,train,train,train,train,train,train,train,0.4892294187160733,-3.2105217502258094,0.4827891915427074,3.9163629463729532
soil.hip.CMU.17.04.2017.03.day17,winter,Mr 17-04,224.05,advanced,FIRS,semi-arid,17,train,train,train,train,train,train,train,train,train,train,1.1694740902314873,-3.8215055757432985,1.1969155025545248,3.9682365712737018
soil.hip.CMU.16.09.2016.08.07.day13,summer,Mrs. 16-09,317.75,advanced,FIRS,semi-arid,13,test,test,test,test,test,test,test,test,test,test,1.8131766841713368,-4.464031874218117,-3.7066433218068413,5.438296748837375
soil.hip.CMU.16.09.2016.07.27.day2,summer,Mrs. 16-09,28.3,early,FIRS,semi-arid,2,test,test,test,test,test,test,test,test,test,test,1.5249704783899247,-6.713854232608333,1.9354933881970577,5.016214411800435
soil.hip.CMU.16.09.2016.08.08.day14,summer,Mrs. 16-09,343.3,advanced,FIRS,semi-arid,14,train,train,train,train,train,train,train,train,train,train,1.528381011094325,-3.0041864087403045,-1.8310686921791959,3.897175668470504
soil.hip.CMU.16.09.2016.08.11.day17,summer,Mrs. 16-09,422.75,advanced,FIRS,semi-arid,17,test,test,test,test,test,test,test,test,test,test,1.9170948986425724,-2.8064968892427746,-0.35047642080410135,4.003700687901525
soil.hip.CMU.16.09.2016.08.10.day16,summer,Mrs. 16-09,397.75,advanced,FIRS,semi-arid,16,test,test,test,test,test,test,test,test,test,test,1.5689412118959307,-2.7568899749754188,3.469933810013966,5.0852854573154715
soil.hip.CMU.16.09.2016.08.15.day21,summer,Mrs. 16-09,521.95,advanced,FIRS,semi-arid,21,train,train,train,train,train,train,train,train,train,train,1.479849837072857,-3.6146898720222627,-2.4492063783695643,4.522529090104092
soil.hip.CMU.16.09.2016.07.28.day3,summer,Mrs. 16-09,57.45,active,FIRS,semi-arid,3,test,test,test,test,test,test,test,test,test,test,2.08041901812833,-5.743193189247462,1.0055676003471188,4.0917505831731615
soil.hip.CMU.16.09.2016.08.05.day11,summer,Mrs. 16-09,269.7,advanced,FIRS,semi-arid,11,train,train,train,train,train,train,train,train,train,train,3.0610699016010123,-2.304646192560668,-1.5419626358509513,6.412536501537497
soil.hip.CMU.16.09.2016.07.29.day4,summer,Mrs. 16-09,86.6,active,FIRS,semi-arid,4,train,train,train,train,train,train,train,train,train,train,1.5621518476473337,-6.823534421071494,3.240258480933602,3.9059128917878927
soil.hip.CMU.16.09.2016.08.02.day8,summer,Mrs. 16-09,196.65,active,FIRS,semi-arid,8,test,test,test,test,test,test,test,test,test,test,3.3983424000718845,-3.191841250602037,-1.610019561425343,3.2712393945280795
soil.hip.CMU.16.09.2016.07.26.day1,summer,Mrs. 16-09,0.0,initial,FIRS,semi-arid,1,test,test,test,test,test,test,test,test,test,test,2.202104288082177,,-0.22892524043425055,4.976866694341547
soil.hip.SHSU.2016.064.2016.08.30.day6,summer,2016.064,137.5,active,STAFS,temperate,6,test,test,test,test,test,test,test,test,test,test,2.369062097136279,11.299646582216063,4.6877391949185165,3.243045467285315
soil.hip.SHSU.2016.064.2016.09.09.day16,summer,2016.064,422.2222222,advanced,STAFS,temperate,16,test,test,test,test,test,test,test,test,test,test,1.7723515885890926,5.143690142499728,7.8257820031493415,3.4861184245716066
soil.hip.SHSU.2016.064.2016.09.06.day13,summer,2016.064,335.5555556,advanced,STAFS,temperate,13,train,train,train,train,train,train,train,train,train,train,1.7411744188633804,3.385317067220732,4.231644597681585,3.5105348468823765
soil.hip.SHSU.2016.064.2016.09.08.day15,summer,2016.064,393.6111111,advanced,STAFS,temperate,15,train,train,train,train,train,train,train,train,train,train,1.8128833031703557,9.729746248256902,8.615585959189055,3.3626271898590865
soil.hip.SHSU.2016.064.2016.09.01.day8,summer,2016.064,195.5555556,active,STAFS,temperate,8,train,train,train,train,train,train,train,train,train,train,2.7575628415632067,10.212830159411384,8.682048867759935,2.4772999648811957
soil.hip.SHSU.2016.064.2016.08.28.day4,summer,2016.064,82.22222222,active,STAFS,temperate,4,train,train,train,train,train,train,train,train,train,train,1.6341870030449979,5.7114936412705815,6.450075399425233,2.9975493492416323
soil.hip.SHSU.2016.064.2016.09.11.day18,summer,2016.064,476.1111111,advanced,STAFS,temperate,18,test,test,test,test,test,test,test,test,test,test,2.141929536817079,-0.07938972078542061,5.816720051164789,3.0627709280140625
soil.hip.SHSU.2016.064.2016.09.12.day19,summer,2016.064,503.3333333,advanced,STAFS,temperate,19,train,train,train,train,train,train,train,train,train,train,1.5612858470291506,1.7567109884921281,4.673160582778561,3.5187406797351164
soil.hip.SHSU.2016.064.2016.09.10.day17,summer,2016.064,449.4444444,advanced,STAFS,temperate,17,test,test,test,test,test,test,test,test,test,test,1.7971929110150136,1.779215996240099,2.9323058550807506,3.945931442274177
soil.hip.SHSU.2016.064.2016.09.02.day9,summer,2016.064,223.0555556,advanced,STAFS,temperate,9,train,train,train,train,train,train,train,train,train,train,1.2388288030106427,7.680972064322795,8.348476445836866,3.1678972115774098
soil.hip.SHSU.2016.064.2016.08.25.day1,summer,2016.064,0.0,initial,STAFS,temperate,1,test,test,test,test,test,test,test,test,test,test,1.9698232988339033,-3.9221390010997577,-1.1308302370358803,2.710677111268252
