#SampleID	env_package	empo_1	empo_2	empo_3
11713.BLANK4.12E	misc environment	Control	Negative	Sterile water blank
11712.SUBJECT29.STOOL.617	human-gut	Host-associated	Animal-associated	Animal distal gut
10485.B311	host-associated			
11712.SUBJECT20.STOOL.430	human-gut	Host-associated	Animal-associated	Animal distal gut
10485.A0934	host-associated			
13301.2014.006.Fly.1.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.052.Fly.21.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.028.Fly.36.T	host-associated		Host-associated	Host-associated (non-saline)
11953.L179.tp4.bis	host-associated	Host-associated	Animal-associated	Animal distal gut
11712.SUBJECT24.STOOL.523	human-gut	Host-associated	Animal-associated	Animal distal gut
550.L3S49.s.3.sequence	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10863.179.5	microbial mat/biofilm			
13301.2014.009.Fly.30.L	host-associated		Host-associated	Host-associated (non-saline)
11713.21.S.21C	human-skin	Host-associated	Animal-associated	Animal surface
10321.2014.009.Fly.36.T				
11405.subject854.timepoint36	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.066.Fly.17.T	host-associated		Host-associated	Host-associated (non-saline)
10485.A406	host-associated			
11712.SUBJECT17.ORAL.213	human-oral	Host-associated	Animal-associated	Animal secretion
11405.BLANK08.D10	misc environment	Control	Negative	Sterile water blank
11815.PWW.3576.SkinEtOH	host-associated	Host-associated	Animal-associated	Animal surface
13301.2014.052.Fly.19.T	host-associated		Host-associated	Host-associated (non-saline)
11405.subject858.timepoint12	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.009.Fly.35.L	host-associated		Host-associated	Host-associated (non-saline)
11713.19.S.19D	human-skin	Host-associated	Animal-associated	Animal surface
10485.B254	host-associated			
13301.2014.004.Fly.36.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.11.T	host-associated		Host-associated	Host-associated (non-saline)
11442.G79755	misc environment	not applicable	not applicable	not applicable
11712.SUBJECT41.STOOL.964	human-gut	Host-associated	Animal-associated	Animal distal gut
11400.NCF1.3.12.17	human-associated			
10218.5.9.13.S.H.A	soil			
11712.SUBJECT30.STOOL.680	human-gut	Host-associated	Animal-associated	Animal distal gut
11442.G83225	misc environment	not applicable	not applicable	not applicable
11712.SUBJECT19.STOOL.366	human-gut	Host-associated	Animal-associated	Animal distal gut
11624.K40.102.77	human-associated	Host-associated	Animal	Animal secretion
13301.2014.028.Fly.39.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.028.Fly.14.T	host-associated		Host-associated	Host-associated (non-saline)
11713.2.F.2F	human-gut	Host-associated	Animal-associated	Animal distal gut
10856.E5La.feces.27w.HFD.IgAMup.11	host-associated			
13301.2014.006.Fly.12.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.009.Fly.24.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.4.T	host-associated		Host-associated	Host-associated (non-saline)
945.P10.B9.lane3.NoIndex.L003	water	Free-living	Non-saline	Water (non-saline)
10485.B609	host-associated			
13301.2014.006.Fly.24.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.009.Fly.39.T	host-associated		Host-associated	Host-associated (non-saline)
11624.K40.113.91	human-associated	Host-associated	Animal	Animal secretion
13301.2014.042.Fly.25.T	host-associated		Host-associated	Host-associated (non-saline)
11713.1.S.1E	human-skin	Host-associated	Animal-associated	Animal surface
11052.10.16.13.rk.fh	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11713.11.F.11G	human-gut	Host-associated	Animal-associated	Animal distal gut
11519.19A030709.S15.3E	soil	Free-living	Non-saline	Soil (non-saline)
10485.A848	host-associated			
13301.2014.053.Fly.7.T	host-associated		Host-associated	Host-associated (non-saline)
11624.K40.46.26	human-associated	Host-associated	Animal	Animal secretion
13301.2014.042.Fly.39.L	host-associated		Host-associated	Host-associated (non-saline)
11366.14HM493.M.1	human-associated			
10218.RK35	built environment			
11815.PWW.3503.SkinEtOH	host-associated	Host-associated	Animal-associated	Animal surface
13301.2014.066.Fly.23.L	host-associated		Host-associated	Host-associated (non-saline)
10485.A482	host-associated			
10485.B1263	host-associated			
11442.G79751	misc environment	not applicable	not applicable	not applicable
11712.SUBJECT29.ORAL.610	human-oral	Host-associated	Animal-associated	Animal secretion
12227.control.feed5	misc environment	Free-living	Non-saline	Surface (non-saline)
11712.SUBJECT18.ORAL.276	human-oral	Host-associated	Animal-associated	Animal secretion
11713.10.F.10G	human-gut	Host-associated	Animal-associated	Animal distal gut
11712.SUBJECT18.STOOL.320	human-gut	Host-associated	Animal-associated	Animal distal gut
10370.22C9	human-skin			
13301.2014.066.Fly.22.T	host-associated		Host-associated	Host-associated (non-saline)
11166.ATL.24501.kingfisher	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11713.12.S.12C	human-skin	Host-associated	Animal-associated	Animal surface
13301.2014.004.Fly.3.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.052.Fly.2.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.004.Fly.13.L	host-associated		Host-associated	Host-associated (non-saline)
10485.B694	host-associated			
11712.SUBJECT19.STOOL.372	human-gut	Host-associated	Animal-associated	Animal distal gut
13301.2015.017.Fly.8.T	host-associated		Host-associated	Host-associated (non-saline)
11442.G79533	misc environment	not applicable	not applicable	not applicable
13301.2014.004.Fly.28.T	host-associated		Host-associated	Host-associated (non-saline)
11712.BLANK12.12E	misc environment	Control	Negative	Sterile water blank
13301.2014.052.Fly.14.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.006.Fly.4.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.006.Fly.23.T	host-associated		Host-associated	Host-associated (non-saline)
11405.subject854.timepoint24	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11405.subject726.timepoint24	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.004.Fly.22.T	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT20.STOOL.431	human-gut	Host-associated	Animal-associated	Animal distal gut
11712.SUBJECT20.STOOL.421	human-gut	Host-associated	Animal-associated	Animal distal gut
11712.SUBJECT26.ORAL.558	human-oral	Host-associated	Animal-associated	Animal secretion
11166.ATL.24579.pheasant	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10934.10817.10689.1.Bs5000iii	misc environment	Control	Positive	Single strain
13301.2014.066.Fly.1.T	host-associated		Host-associated	Host-associated (non-saline)
11624.K40.114.35	human-associated	Host-associated	Animal	Animal secretion
11713.2.F.2D	human-gut	Host-associated	Animal-associated	Animal distal gut
13301.2014.066.Fly.6.L	host-associated		Host-associated	Host-associated (non-saline)
10925.Y50P15F.0615D	host-associated	Host-associated	Animal-associated	Animal distal gut
12227.SAL.75Pft.10.digesta	host-associated	Host-associated	Animal	Animal proximal gut
10925.O41O20F.CAP	host-associated	Host-associated	Animal-associated	Animal distal gut
10485.A1806	host-associated			
11713.3.F.3B	human-gut	Host-associated	Animal-associated	Animal distal gut
13301.2014.042.Fly.14.T	host-associated		Host-associated	Host-associated (non-saline)
11442.G79536	misc environment	not applicable	not applicable	not applicable
13301.2014.052.Fly.38.T	host-associated		Host-associated	Host-associated (non-saline)
11442.G83175	misc environment	not applicable	not applicable	not applicable
11405.subject726.timepoint48	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.006.Fly.9.L	host-associated		Host-associated	Host-associated (non-saline)
11442.G79539	misc environment	not applicable	not applicable	not applicable
10801.GF3.I1	host-associated	Host-associated	Animal-associated	Animal proximal gut
10321.2014.009.Fly.15.T				
1747.c.v.v.2011008.body	host-associated	Host-associated	Animal	Animal surface
11815.PWW.3355.SkinEtOH	host-associated	Host-associated	Animal-associated	Animal surface
11712.SUBJECT18.STOOL.321	human-gut	Host-associated	Animal-associated	Animal distal gut
13301.2014.066.Fly.7.L	host-associated		Host-associated	Host-associated (non-saline)
11712.BLANK14.2G	misc environment	Control	Negative	Sterile water blank
11712.SUBJECT26.ORAL.559	human-oral	Host-associated	Animal-associated	Animal secretion
13301.2014.042.Fly.5.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.36.L	host-associated		Host-associated	Host-associated (non-saline)
11405.subject859.timepoint6	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.052.Fly.17.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.009.Fly.33.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.009.Fly.6.L	host-associated		Host-associated	Host-associated (non-saline)
11405.subject720.timepoint36	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2015.017.Fly.6.L	host-associated		Host-associated	Host-associated (non-saline)
11712.BLANK12.11D	misc environment	Control	Negative	Sterile water blank
13301.2014.066.Fly.10.T	host-associated		Host-associated	Host-associated (non-saline)
10321.2014.009.Fly.18.T				
11712.BLANK14.9H	misc environment	Control	Negative	Sterile water blank
13301.2014.009.Fly.37.T	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT19.STOOL.367	human-gut	Host-associated	Animal-associated	Animal distal gut
10321.2014.009.Fly.39.T				
10485.B344	host-associated			
11442.G79541	misc environment	not applicable	not applicable	not applicable
11366.BLANK5.9D	misc environment			
11713.4.F.4A	human-gut	Host-associated	Animal-associated	Animal distal gut
11624.BLANK10.10A	misc environment	Control	Negative	Sterile water blank
11548.A19.101.teeth	host-associated	Host-associated	Animal-associated	Animal corpus
11712.SUBJECT18.STOOL.330	human-gut	Host-associated	Animal-associated	Animal distal gut
11712.SUBJECT42.ORAL.985	human-oral	Host-associated	Animal-associated	Animal secretion
10321.2014.006.Fly.24.T				
11712.SUBJECT23.ORAL.484	human-oral	Host-associated	Animal-associated	Animal secretion
13301.2014.066.Fly.12.L	host-associated		Host-associated	Host-associated (non-saline)
10485.A853	host-associated			
10321.2014.006.Fly.9.T				
11405.subject844.timepoint0	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11400.bat.U196.sputum	human-associated			
13301.2015.015.Fly.11.L	host-associated		Host-associated	Host-associated (non-saline)
11405.subject833.timepoint48	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10321.2014.009.Fly.32.T				
13301.2014.042.Fly.6.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.24.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.053.Fly.1.L	host-associated		Host-associated	Host-associated (non-saline)
10485.B259	host-associated			
10321.2014.009.Fly.34.T				
11405.subject930.timepoint12	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.052.Fly.9.T	host-associated		Host-associated	Host-associated (non-saline)
11442.G79534	misc environment	not applicable	not applicable	not applicable
10317.000063445	human-skin	host-associated	animal	animal surface
11442.G83178	misc environment	not applicable	not applicable	not applicable
11712.SUBJECT23.ORAL.488	human-oral	Host-associated	Animal-associated	Animal secretion
13301.2014.042.Fly.37.L	host-associated		Host-associated	Host-associated (non-saline)
894.UY708.lane3.NoIndex.L003	host-associated	Host-associated	Animal	Animal distal gut
11442.G79572	misc environment	free-living	non-saline	surface (non-saline)
13301.2015.015.Fly.14.L	host-associated		Host-associated	Host-associated (non-saline)
11442.G73701	misc environment	free-living	non-saline	surface (non-saline)
11713.22.S.22C	human-skin	Host-associated	Animal-associated	Animal surface
13301.2015.017.Fly.6.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.12.O	host-associated		Host-associated	Host-associated (non-saline)
11548.A15.85.teeth	host-associated	Host-associated	Animal-associated	Animal corpus
13301.2014.009.Fly.2.L	host-associated		Host-associated	Host-associated (non-saline)
10317.000050501	human-skin	host-associated	animal	animal surface
11442.G79253	misc environment	free-living	non-saline	surface (non-saline)
11166.ATL.24495.starling	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
12227.430.seapen.1.skin	host-associated	Host-associated	Animal	Animal surface
13301.2014.052.Fly.33.L	host-associated		Host-associated	Host-associated (non-saline)
11713.9.F.9A	human-gut	Host-associated	Animal-associated	Animal distal gut
13301.2014.042.Fly.40.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.009.Fly.6.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.1.T	host-associated		Host-associated	Host-associated (non-saline)
11442.G83454	misc environment	free-living	non-saline	surface (non-saline)
10485.B1188	host-associated			
13301.2015.017.Fly.11.T	host-associated		Host-associated	Host-associated (non-saline)
11624.J40.215.53	human-associated	Host-associated	Animal	Animal secretion
10218.5.11.13.S.CtrlA	soil			
13301.2014.006.Fly.6.L	host-associated		Host-associated	Host-associated (non-saline)
11166.ATL.24505.magpie	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.004.Fly.9.T	host-associated		Host-associated	Host-associated (non-saline)
11815.PWW.3584.SkinEtOH.2	host-associated	Host-associated	Animal-associated	Animal surface
11404.000063445	human-skin			
13301.2014.028.Fly.36.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.006.Fly.27.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.004.Fly.1.T	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT18.STOOL.322	human-gut	Host-associated	Animal-associated	Animal distal gut
13301.2014.042.Fly.21.L	host-associated		Host-associated	Host-associated (non-saline)
11713.4.F.4E	human-gut	Host-associated	Animal-associated	Animal distal gut
10317.000050941	human-skin	host-associated	animal	animal surface
11712.SUBJECT22.STOOL.476	human-gut	Host-associated	Animal-associated	Animal distal gut
13301.2014.042.Fly.38.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.6.L	host-associated		Host-associated	Host-associated (non-saline)
10218.5.11.13.S.RA.G	soil			
11724.686	human-skin	Host-associated	Animal-associated	Animal surface
11712.SUBJECT30.STOOL.688	human-gut	Host-associated	Animal-associated	Animal distal gut
11405.subject723.timepoint36	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11712.SUBJECT14.STOOL.140	human-gut	Host-associated	Animal-associated	Animal distal gut
11548.A17.94.teeth	host-associated	Host-associated	Animal-associated	Animal corpus
11713.20.S.20F	human-skin	Host-associated	Animal-associated	Animal surface
11712.SUBJECT25.STOOL.547	human-gut	Host-associated	Animal-associated	Animal distal gut
13301.2014.009.Fly.17.T	host-associated		Host-associated	Host-associated (non-saline)
10317.000050735	human-skin	host-associated	animal	animal surface
11712.SUBJECT27.STOOL.581	human-gut	Host-associated	Animal-associated	Animal distal gut
11712.SUBJECT17.ORAL.214	human-oral	Host-associated	Animal-associated	Animal secretion
13301.2014.004.Fly.33.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2015.015.Fly.13.T	host-associated		Host-associated	Host-associated (non-saline)
10485.A0002DecPool1	host-associated			
11712.SUBJECT18.ORAL.281	human-oral	Host-associated	Animal-associated	Animal secretion
13301.2014.066.Fly.36.T	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT41.ORAL.943	human-oral	Host-associated	Animal-associated	Animal secretion
11405.subject930.timepoint2	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11712.SUBJECT25.STOOL.546	human-gut	Host-associated	Animal-associated	Animal distal gut
13301.2014.052.Fly.21.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.6.T	host-associated		Host-associated	Host-associated (non-saline)
11624.K40.123.4	human-associated	Host-associated	Animal	Animal secretion
12227.control.feed4	misc environment	Free-living	Non-saline	Surface (non-saline)
10485.A485	host-associated			
11692.11441.23o0	host-associated	Host-associated	Animal	Animal secretion
13301.2015.015.Fly.9.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2015.017.Fly.7.T	host-associated		Host-associated	Host-associated (non-saline)
11176.3x.3.Marine.Water.B10	water	Free-living	Saline	Water (saline)
10934.HT.detail.F.806.chair.parent.6	built environment	Free-living	Non-saline	Surface (non-saline)
11712.SUBJECT23.STOOL.501	human-gut	Host-associated	Animal-associated	Animal distal gut
13301.2014.004.Fly.35.L	host-associated		Host-associated	Host-associated (non-saline)
11713.2.F.2A	human-gut	Host-associated	Animal-associated	Animal distal gut
11624.K40.99.72	human-associated	Host-associated	Animal	Animal secretion
11405.subject858.timepoint6	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.052.Fly.15.L	host-associated		Host-associated	Host-associated (non-saline)
11624.J40.185.58	human-associated	Host-associated	Animal	Animal secretion
11624.J40.133.50	human-associated	Host-associated	Animal	Animal secretion
11713.5.F.5C	human-gut	Host-associated	Animal-associated	Animal distal gut
13301.2014.066.Fly.37.L	host-associated		Host-associated	Host-associated (non-saline)
10321.2014.009.Fly.33.T				
10485.A568	host-associated			
11712.SUBJECT43.ORAL.1031	human-oral	Host-associated	Animal-associated	Animal secretion
10321.2014.009.Fly.37.T				
550.L4S191.s.4.sequence	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11713.4.S.4B	human-skin	Host-associated	Animal-associated	Animal surface
13301.2014.042.Fly.13.L	host-associated		Host-associated	Host-associated (non-saline)
10485.B724	host-associated			
11712.BLANK12.11E	misc environment	Control	Negative	Sterile water blank
10321.2014.006.Fly.21.T				
11405.subject854.timepoint0	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.042.Fly.8.T	host-associated		Host-associated	Host-associated (non-saline)
11624.K40.88.82	human-associated	Host-associated	Animal	Animal secretion
894.F1441.lane5.NoIndex.L005	host-associated	Host-associated	Animal	Animal distal gut
10485.A740	host-associated			
11712.SUBJECT20.STOOL.420	human-gut	Host-associated	Animal-associated	Animal distal gut
11713.2.F.2G	human-gut	Host-associated	Animal-associated	Animal distal gut
11624.K40.78.44	human-associated	Host-associated	Animal	Animal secretion
10689.1.Bs5000iii	misc environment	Control	Positive	Single strain
11712.SUBJECT41.ORAL.932	human-oral	Host-associated	Animal-associated	Animal secretion
13301.2014.006.Fly.23.O	host-associated		Host-associated	Host-associated (non-saline)
11405.subject892.timepoint6	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11712.SUBJECT30.ORAL.646	human-oral	Host-associated	Animal-associated	Animal secretion
12227.control.feed6	misc environment	Free-living	Non-saline	Surface (non-saline)
11442.G79345	misc environment	free-living	non-saline	surface (non-saline)
10321.2014.009.Fly.2.T				
13301.2014.042.Fly.29.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.16.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.23.T	host-associated		Host-associated	Host-associated (non-saline)
11405.subject847.timepoint36	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.066.Fly.9.L	host-associated		Host-associated	Host-associated (non-saline)
11624.K40.76.54	human-associated	Host-associated	Animal	Animal secretion
11713.5.S.5A	human-skin	Host-associated	Animal-associated	Animal surface
11712.SUBJECT43.STOOL.1064	human-gut	Host-associated	Animal-associated	Animal distal gut
13301.2014.042.Fly.32.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2015.015.Fly.9.T	host-associated		Host-associated	Host-associated (non-saline)
10485.B643	host-associated			
13301.2014.009.Fly.39.L	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT20.STOOL.424	human-gut	Host-associated	Animal-associated	Animal distal gut
10321.2014.009.Fly.11.T				
10485.A582	host-associated			
11713.8.F.8C	human-gut	Host-associated	Animal-associated	Animal distal gut
13301.2014.009.Fly.16.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.004.Fly.37.T	host-associated		Host-associated	Host-associated (non-saline)
11713.9.F.9F	human-gut	Host-associated	Animal-associated	Animal distal gut
13301.2015.015.Fly.12.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.028.Fly.12.T	host-associated		Host-associated	Host-associated (non-saline)
11400.NCF1.3.2.17	human-associated			
13301.2014.009.Fly.11.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.028.Fly.18.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.006.Fly.9.T	host-associated		Host-associated	Host-associated (non-saline)
11052.10.9.13.rk.lh	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11712.SUBJECT17.STOOL.263	human-gut	Host-associated	Animal-associated	Animal distal gut
13301.2015.017.Fly.2.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2015.017.Fly.10.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2015.017.Fly.12.T	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT23.STOOL.498	human-gut	Host-associated	Animal-associated	Animal distal gut
13301.2014.009.Fly.33.L	host-associated		Host-associated	Host-associated (non-saline)
11713.BLANK4.4C	misc environment	Control	Negative	Sterile water blank
11713.25.S.25F	human-skin	Host-associated	Animal-associated	Animal surface
13301.2014.006.Fly.20.L	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT30.ORAL.656	human-oral	Host-associated	Animal-associated	Animal secretion
13301.2014.042.Fly.38.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.006.Fly.24.L	host-associated		Host-associated	Host-associated (non-saline)
10485.B1281	host-associated			
12227.control.feed1	misc environment	Free-living	Non-saline	Surface (non-saline)
13301.2014.009.Fly.4.T	host-associated		Host-associated	Host-associated (non-saline)
11442.G75212	misc environment	free-living	non-saline	surface (non-saline)
10321.2014.009.Fly.4.T				
13301.2014.028.Fly.32.L	host-associated		Host-associated	Host-associated (non-saline)
11713.BLANK4.12B	misc environment	Control	Negative	Sterile water blank
13301.2014.004.Fly.34.T	host-associated		Host-associated	Host-associated (non-saline)
11624.J40.139.28	human-associated	Host-associated	Animal	Animal secretion
550.L4S173.s.4.sequence	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.009.Fly.15.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2015.015.Fly.8.L	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT43.STOOL.1074	human-gut	Host-associated	Animal-associated	Animal distal gut
11713.BLANK4.4G	misc environment	Control	Negative	Sterile water blank
13301.2015.015.Fly.12.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.35.L	host-associated		Host-associated	Host-associated (non-saline)
11405.subject859.timepoint24	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11713.15.F.15D	human-gut	Host-associated	Animal-associated	Animal distal gut
13301.2014.009.Fly.27.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.34.O	host-associated		Host-associated	Host-associated (non-saline)
11624.J40.338.14	human-associated	Host-associated	Animal	Animal secretion
13301.2014.052.Fly.34.T	host-associated		Host-associated	Host-associated (non-saline)
11405.subject723.timepoint0	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11442.G75813	misc environment	not applicable	not applicable	not applicable
11712.SUBJECT43.STOOL.1077	human-gut	Host-associated	Animal-associated	Animal distal gut
13301.2014.009.Fly.8.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.004.Fly.11.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.34.T	host-associated		Host-associated	Host-associated (non-saline)
11400.dragon.U41.sputum	human-associated			
13301.2014.006.Fly.21.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.7.L	host-associated		Host-associated	Host-associated (non-saline)
11624.J40.121.24	human-associated	Host-associated	Animal	Animal secretion
11548.A23.117.teeth	host-associated	Host-associated	Animal-associated	Animal corpus
11815.PWW.3565.SkinEtOH.2	host-associated	Host-associated	Animal-associated	Animal surface
13301.2014.066.Fly.1.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.006.Fly.33.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.004.Fly.20.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.028.Fly.37.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.052.Fly.17.L	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT24.STOOL.522	human-gut	Host-associated	Animal-associated	Animal distal gut
11713.12.F.12C	human-gut	Host-associated	Animal-associated	Animal distal gut
11712.SUBJECT19.SKIN.363	human-skin	Host-associated	Animal-associated	Animal surface
10485.B289	host-associated			
10485.B702	host-associated			
10485.A0884	host-associated			
13301.2014.052.Fly.2.T	host-associated		Host-associated	Host-associated (non-saline)
11052.10.29.13.rk.fh	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10485.B662	host-associated			
11713.25.S.25E	human-skin	Host-associated	Animal-associated	Animal surface
10321.2014.009.Fly.7.T				
550.L4S174.s.4.sequence	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11712.SUBJECT20.STOOL.423	human-gut	Host-associated	Animal-associated	Animal distal gut
11405.subject858.timepoint24	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.009.Fly.37.L	host-associated		Host-associated	Host-associated (non-saline)
10485.A564	host-associated			
13301.2014.009.Fly.11.T	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT19.STOOL.376	human-gut	Host-associated	Animal-associated	Animal distal gut
13301.2014.042.Fly.24.O	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.052.Fly.29.O	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.006.Fly.9.O	host-associated		Host-associated	Host-associated (non-saline)
13301.2015.017.Fly.14.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.40.T	host-associated		Host-associated	Host-associated (non-saline)
10485.A553	host-associated			
13301.2015.015.Fly.8.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.004.Fly.39.T	host-associated		Host-associated	Host-associated (non-saline)
11624.K40.123.55	human-associated	Host-associated	Animal	Animal secretion
10485.A1376	host-associated			
11713.22.S.22G	human-skin	Host-associated	Animal-associated	Animal surface
