rank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id
109	1	1	1	0.7795849565413332	-225.03582477636604	0.004522613065326634	13.991289065989555	C25H47NO6	[M + Na]+	XRODLBXBYOICFZ	InChI=1S/C25H47NO6/c1-4-6-8-9-10-11-12-14-16-24(30)25(31)26-22(19-32-20(3)27)23(29)18-17-21(28)15-13-7-5-2/h17-18,21-24,28-30H,4-16,19H2,1-3H3,(H,26,31)	null	CCCCCCCCCCC(C(=O)NC(COC(=O)C)C(C=CC(CCCCC)O)O)O	5.30000019	101522006	COCONUT:(CNP0240609);Natural Products:(UNPD118998);PubChem:(101522006);SuperNatural:(SN00255163)	3178498	480.3253	NaN	2178_specs_ms_FEATURE_2180
110	1	1	1	0.7778809587184761	-78.87296363988078	0.9999999999999999	17.937564257884095	C24H48O8	[M + H]+	IDTQVQPVUYLMJJ	InChI=1S/C24H48O8/c1-2-3-4-5-6-7-8-9-10-11-24(26)32-23-22-31-21-20-30-19-18-29-17-16-28-15-14-27-13-12-25/h25H,2-23H2,1H3	PEG-6 Laurate	CCCCCCCCCCCC(=O)OCCOCCOCCOCCOCCOCCO	3.9000001	75403	PubChem:(75403);NORMAN:(NS00013957)	262146	465.3404	NaN	1122_specs_ms_FEATURE_1124
111	1	1	1	0.7776551609054391	-167.7013635199724	0.9994974874371858	10.3319055170358	C27H45NO2	[M + Na]+	LUQUURAOAYAMAU	InChI=1S/C27H45NO2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-23-28-27(30)26-21-19-25(20-22-26)24(2)29/h19-22H,3-18,23H2,1-2H3,(H,28,30)	4-Acetyl-N-octadecylbenzamide	CCCCCCCCCCCCCCCCCCNC(=O)C1=CC=C(C=C1)C(=O)C	8.6283083	3023401	PubChem:(3023401);NORMAN:(NS00039959)	262146	438.333	NaN	2770_specs_ms_FEATURE_2772
112	5	1	1	0.7759823949377472	-255.01058973955463	0.010050251256281407	3.465072341070632	C31H59N5O8	[M + H]+	SHUUZJHNISUIAQ	InChI=1S/C31H59N5O8/c1-16(2)13-22(24(39)11-12-37)34-29(42)20(9)32-26(41)15-25(40)23(14-17(3)4)35-30(43)28(19(7)8)36-31(44)27(18(5)6)33-21(10)38/h16-20,22-25,27-28,37,39-40H,11-15H2,1-10H3,(H,32,41)(H,33,38)(H,34,42)(H,35,43)(H,36,44)	null	CC(C)CC(C(CCO)O)NC(=O)C(C)NC(=O)CC(C(CC(C)C)NC(=O)C(C(C)C)NC(=O)C(C(C)C)NC(=O)C)O	1.89999998	57411985	PubChem:(57411985);PubChem class - bio and metabolites	16777218	630.441	NaN	1232_specs_ms_FEATURE_1234
113	1	1	1	0.7759685933196854	-112.98446717219518	0.9994974874371858	21.210726590122025	C16H32O6	[M + H]+	JDRSMPFHFNXQRB	InChI=1S/C16H32O6/c1-2-3-4-5-6-7-8-9-10-21-16-15(20)14(19)13(18)12(11-17)22-16/h12-20H,2-11H2,1H3	Triton X 190	CCCCCCCCCCOC1C(C(C(C(O1)CO)O)O)O	2.4000001	62142;3033856;4523964;10881748;12986436;11088502;11854123;22853506;22879297;24802063;54758708;66605706;66605707;69571942;67410036;67410037;67410051;67410844;67410890;67411603;67412425;67412427;71245407;89792667;89796065;97043184;97043185;97043186;97043187;101527254;126963476;129031785;133139299	NORMAN:(NS00002371);COCONUT:(CNP0158377);Natural Products:(UNPD173909);PubChem:(62142 3033856 4523964 10881748 12986436 11088502 11854123 22853506 22879297 24802063 54758708 66605706 66605707 69571942 67410036 67410037 67410051 67410844 67410890 67411603 67412425 67412427 71245407 89792667 89796065 97043184 97043185 97043186 97043187 101527254 126963476 129031785 133139299);SuperNatural:(SN00360436);PubChem class - bio and metabolites;MeSH:(62142 3033856);PubChem class - safety and toxic;Plantcyc:(CPD-13471);PubMed;Biocyc:(CPD-13471)	87459910	321.2275	NaN	721_specs_ms_FEATURE_723
114	2	1	4	0.7743699171387054	-183.1423003961194	0.49246231155778897	12.375879925712411	C17H17NO4	[M + H]+	UYJLJICUXJPKTB	InChI=1S/C17H17NO4/c1-22-17(21)15(19)14(12-8-4-2-5-9-12)18-16(20)13-10-6-3-7-11-13/h2-11,14-15,19H,1H3,(H,18,20)	C-13 side chain for paclitaxel II	COC(=O)C(C(C1=CC=CC=C1)NC(=O)C2=CC=CC=C2)O	2.0	182104;9994898;10990203;11779484;10424822;18639232;21968356	NORMAN:(NS00029398);Training Set;PubChem:(182104 9994898 10990203 11779484 10424822 18639232 21968356);PubMed;additional	802882	300.1226	NaN	3680_specs_ms_FEATURE_3682
115	1	1	2	0.7737477702972797	-10.378981154615165	0.9371859296482414	21.233500340915118	C24H50NO7P	[M + H]+	ASWBNKHCZGQVJV	InChI=1S/C24H50NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-24(27)30-21-23(26)22-32-33(28,29)31-20-19-25(2,3)4/h23,26H,5-22H2,1-4H3/p+1	1-16:0-lysoPC	CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)O	5.5999999	86554;86555;460602;460603;5313979;10097314;71751445;71751446;124202819;124202820;136212657;136212658	HMDB:(10382 62541);SuperNatural:(SN00036442 SN00036458);ZINC bio:(ZINC08214423 ZINC08219063);additional;MeSH:(86554 460602);Plantcyc:(CPD-8343);PubMed;COCONUT:(CNP0123091 CNP0346626);Natural Products:(UNPD14479 UNPD24099);PubChem:(86554 86555 460602 460603 5313979 10097314 71751445 71751446 124202819 124202820 136212657 136212658);CHEBI:(72998 28468);PubChem class - bio and metabolites;KEGG:(C04102);PubChem class - safety and toxic;YMDB:(1179);Training Set;Biocyc:(CPD-8343)	87812462	496.3367	NaN	452_specs_ms_FEATURE_454
116	1	1	2	0.7732275603837377	-220.9798745123602	0.6055276381909548	6.476797995709047	C34H68O15	[M + H]+	MQKARDMXRPKLSF	InChI=1S/C34H68O15/c1-3-5-6-33(4-2)34(36)49-32-31-48-30-29-47-28-27-46-26-25-45-24-23-44-22-21-43-20-19-42-18-17-41-16-15-40-14-13-39-12-11-38-10-9-37-8-7-35/h33,35H,3-32H2,1-2H3	Hexanoic acid, 2-ethyl-, 38-hydroxy-3,6,9,12,15,18,21,24,27,30,33,36-dodecaoxaoctatriacont-1-yl ester	CCCCC(CC)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO	0.5	44149900	PubChem:(44149900);NORMAN:(NS00066533)	262146	717.462	NaN	2123_specs_ms_FEATURE_2125
117	1	1	1	0.7729979448269386	-143.969984328979	0.9999999999999999	23.040601219456754	C36H64O8	[M + Na]+	YDCNXPCHVNMEDK	InChI=1S/C36H64O8/c1-3-4-5-6-7-8-9-14-17-30(38)34-22-23-35(44-34)32(40)20-19-31(39)33-21-18-28(42-33)15-12-10-11-13-16-29-25-27(24-26(2)37)36(41)43-29/h27-35,38-40H,3-25H2,1-2H3	null	CCCCCCCCCCC(C1CCC(O1)C(CCC(C2CCC(O2)CCCCCCC3CC(C(=O)O3)CC(=O)C)O)O)O	8.01336098	""	COCONUT:(CNP0220322);Natural Products:(UNPD34580);SuperNatural:(SN00403676)	3178496	647.4474	NaN	2840_specs_ms_FEATURE_2842
118	1	1	1	0.7729788094671732	-166.99469396819921	0.04170854271356784	16.748872130799548	C16H35NO5	[M + Na]+	ZUVNDHSRWGBCMU	InChI=1S/C16H35NO5/c1-2-3-4-5-6-7-9-19-13-14-22-16(17)15-21-12-11-20-10-8-18/h16,18H,2-15,17H2,1H3	null	CCCCCCCCOCCOC(COCCOCCO)N	1.60000002	137530090	PubChem:(137530090);PubChem class - bio and metabolites	16777218	344.2416	NaN	3272_specs_ms_FEATURE_3274
119	1	1	1	0.7723790972581492	-122.87978795894503	0.9999999999999999	58.53039261074909	C36H64O8	[M + H]+	YDCNXPCHVNMEDK	InChI=1S/C36H64O8/c1-3-4-5-6-7-8-9-14-17-30(38)34-22-23-35(44-34)32(40)20-19-31(39)33-21-18-28(42-33)15-12-10-11-13-16-29-25-27(24-26(2)37)36(41)43-29/h27-35,38-40H,3-25H2,1-2H3	null	CCCCCCCCCCC(C1CCC(O1)C(CCC(C2CCC(O2)CCCCCCC3CC(C(=O)O3)CC(=O)C)O)O)O	8.01336098	""	COCONUT:(CNP0220322);Natural Products:(UNPD34580);SuperNatural:(SN00403676)	3178496	625.4657	NaN	2355_specs_ms_FEATURE_2357
120	1	1	1	0.7705480001896801	-146.30394524450116	0.9999999999999999	41.07919091466411	C18H35NO5	[M + H]+	PJWVTPFASUDOHE	InChI=1S/C18H35NO5/c1-2-3-4-5-6-7-8-9-10-11-12-14-17(24-19(22)23)15-13-16-18(20)21/h17H,2-16H2,1H3,(H,20,21)	5-Nitroxystearic acid	CCCCCCCCCCCCCC(CCCC(=O)O)O[N+](=O)[O-]	7.4000001	20980225;20980226	MeSH:(20980226);PubChem:(20980225 20980226);PubMed	70	346.2576	NaN	959_specs_ms_FEATURE_961
121	1	1	1	0.7679501616776205	-37.87966751937399	0.9984924623115576	32.76995253741029	C24H50O13	[M + H]+	WRZXKWFJEFFURH	InChI=1S/C24H50O13/c25-1-3-27-5-7-29-9-11-31-13-15-33-17-19-35-21-23-37-24-22-36-20-18-34-16-14-32-12-10-30-8-6-28-4-2-26/h25-26H,1-24H2	AmbotzPEG1015	C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O	-2.79999995	81248	NORMAN:(NS00001006);COCONUT:(CNP0346661);PubChem:(81248);CHEBI:(39524);Maconda:(CON00060);PubChem class - bio and metabolites;PubChem class - safety and toxic;PubMed	86246498	547.3311	NaN	538_specs_ms_FEATURE_540
122	1	1	1	0.767613052395956	-79.59211444977794	0.9999999999999999	11.85678571807934	C26H54O5	[M + H]+	HEZHDXIJQPSERX	InChI=1S/C26H54O5/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-19-28-21-23-30-25-26-31-24-22-29-20-18-27/h27H,2-26H2,1H3	Octadecyltetraglycol	CCCCCCCCCCCCCCCCCCOCCOCCOCCOCCO	7.00696802	302868	PubChem:(302868);PubChem class - safety and toxic	67108866	447.4	NaN	2887_specs_ms_FEATURE_2889
123	3	1	1	0.7663302781961104	-311.02552741399086	0.9768844221105528	2.37767944724434	C28H54N2O2	[M + H]+	IGWXRAMPNLUISR	InChI=1S/C28H54N2O2/c1-3-5-7-9-11-13-15-17-19-21-27(31)29-23-25-30(26-24-29)28(32)22-20-18-16-14-12-10-8-6-4-2/h3-26H2,1-2H3	1,4-Bis(1-oxododecyl)piperazine	CCCCCCCCCCCC(=O)N1CCN(CC1)C(=O)CCCCCCCCCCC	9.30000019	81108	PubChem:(81108);NORMAN:(NS00035991)	262146	451.4245	NaN	3493_specs_ms_FEATURE_3495
124	1	1	1	0.7661008570338804	-87.62824794985836	0.9999999999999999	4.752919318957653	C8H15NO3	[M + H]+	WDSCBUNMANHPFH	InChI=1S/C8H15NO3/c1-7(10)9-6-4-2-3-5-8(11)12/h2-6H2,1H3,(H,9,10)(H,11,12)	Celuton	CC(=O)NCCCCCC(=O)O	0.100000001	2005;6994128	NORMAN:(NS00033640);COCONUT:(CNP0063804 CNP0341507);PubChem:(2005 6994128);SuperNatural:(SN00002473);CHEBI:(134808);ZINC bio:(ZINC01683177);additional;MeSH:(2005);PubChem class - safety and toxic;Training Set;PubMed	71065702	174.1123	NaN	2356_specs_ms_FEATURE_2358
125	1	1	1	0.7643008979458693	-56.98585526385698	0.9999999999999999	14.860394063547565	C25H52O7	[M + H]+	GDLHTTMISPHZCZ	InChI=1S/C25H52O7/c1-2-3-4-5-6-7-8-9-10-11-12-14-27-16-18-29-20-22-31-24-25-32-23-21-30-19-17-28-15-13-26/h26H,2-25H2,1H3	Tridecylhexaethoxylate	CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCO	4.55957603	120461	PubChem:(120461);PubChem class - safety and toxic	67108866	465.3766	NaN	191_specs_ms_FEATURE_193
126	1	1	1	0.7631211693865151	-115.06573027641468	0.9999999999999999	27.77028224940434	C36H64O7	[M + Na]+	FQKFPCDOMQNMHI	InChI=1S/C36H64O7/c1-3-4-5-6-9-13-16-19-30(38)32-21-23-34(42-32)35-24-22-33(43-35)31(39)20-17-14-11-8-7-10-12-15-18-29(37)26-28-25-27(2)41-36(28)40/h25,27,29-35,37-39H,3-24,26H2,1-2H3	null	CCCCCCCCCC(C1CCC(O1)C2CCC(O2)C(CCCCCCCCCCC(CC3=CC(OC3=O)C)O)O)O	9.19999981	71241753;71241803	COCONUT:(CNP0172653);Natural Products:(UNPD215636);PubChem:(71241753 71241803)	2129922	631.4618	NaN	2397_specs_ms_FEATURE_2399
127	3	1	2	0.7621816954545533	-23.102115950927608	0.06733668341708543	26.6592624579657	C26H43NO6	[M + H]+	RFDAIACWWDREDC	InChI=1S/C26H43NO6/c1-14(4-7-22(31)27-13-23(32)33)17-5-6-18-24-19(12-21(30)26(17,18)3)25(2)9-8-16(28)10-15(25)11-20(24)29/h14-21,24,28-30H,4-13H2,1-3H3,(H,27,31)(H,32,33)	bmse000651	CC(CCC(=O)NCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C	2.9000001	755;10140;439604;3841386;5317751;5460316;6604253;12070700;9848309;9869115;12358462;12358463;12358464;12358469;10034283;16759978;18528844;18552442;18391757;16212151;16219399;22303096;22303097;22833511;22836630;23617285;23637695;25200034;24212182;45109806;44658215;44263376;45934207;49835416;49835461;49835462;52897258;52897262;46936456;57223699;58133004;70421234;70421235;73759685;71306854;71309846;71317107;71317156;73994919;75412073;90473176;89830644;89964939;99564985;99564986;99564987;99564988;99565332;99565333;99565334;99565640;99565641;99572103;91873415;91896240;101962332;124507854;124511009;124511010;124784623;124837885;124837886;124897054;124897055;124897056;124897057;124914234;124915946;124915947;124915948;124915949;124916080;124916081;124916082;124916083;126455907;126968998;126969221;126482434;133108995;133126552;131632295;129845674;131706010;133549885;133688433;133688436;133688437;134129620;139024072;139024089;137706082;139292048;138454095	HMDB:(138 331 32596);PubChem class - food;SuperNatural:(SN00077157 SN00284398 SN00364652 SN00310927);ZINC bio:(ZINC08143774 ZINC08217461);additional;MeSH:(10140);PubMed;NORMAN:(NS00014841);COCONUT:(CNP0272822 CNP0348460);KNApSAcK:(30410);Natural Products:(UNPD25415 UNPD144873 UNPD189741);PubChem:(755 10140 439604 3841386 5317751 5460316 6604253 12070700 9848309 9869115 12358462 12358463 12358464 12358469 10034283 16759978 18528844 18552442 18391757 16212151 16219399 22303096 22303097 22833511 22836630 23617285 23637695 25200034 24212182 45109806 44658215 44263376 45934207 49835416 49835461 49835462 52897258 52897262 46936456 57223699 58133004 70421234 70421235 73759685 71306854 71309846 71317107 71317156 73994919 75412073 90473176 89830644 89964939 99564985 99564986 99564987 99564988 99565332 99565333 99565334 99565640 99565641 99572103 91873415 91896240 101962332 124507854 124511009 124511010 124784623 124837885 124837886 124897054 124897055 124897056 124897057 124914234 124915946 124915947 124915948 124915949 124916080 124916081 124916082 124916083 126455907 126968998 126969221 126482434 133108995 133126552 131632295 129845674 131706010 133549885 133688433 133688436 133688437 134129620 139024072 139024089 137706082 139292048 138454095);CHEBI:(95157 17687 29746);PubChem class - bio and metabolites;KEGG:(C01921);Training Set;PubChem class - drug;Biocyc:(GLYCOCHOLIC_ACID CHONDROITIN-6-SULFATE)	188541310	466.313	NaN	2849_specs_ms_FEATURE_2851
128	1	1	1	0.7618614217969054	-55.5624449917198	0.9999999999999999	8.524842956912472	C25H52O7	[M + H]+	GDLHTTMISPHZCZ	InChI=1S/C25H52O7/c1-2-3-4-5-6-7-8-9-10-11-12-14-27-16-18-29-20-22-31-24-25-32-23-21-30-19-17-28-15-13-26/h26H,2-25H2,1H3	Tridecylhexaethoxylate	CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCO	4.55957603	120461	PubChem:(120461);PubChem class - safety and toxic	67108866	465.3776	NaN	1695_specs_ms_FEATURE_1697
129	1	1	1	0.761792939627194	-21.12966763003902	0.9999999999999999	23.26694567074324	C21H44O8	[M + H]+	OWRNLGZKEZSHGO	InChI=1S/C21H44O8/c1-15(23)9-24-17(3)11-26-19(5)13-28-21(7)14-29-20(6)12-27-18(4)10-25-16(2)8-22/h15-23H,8-14H2,1-7H3	2-[2-[2-[2-[2-[2-[(2S)-2-hydroxypropoxy]propoxy]propoxy]propoxy]propoxy]propoxy]propan-1-ol	CC(CO)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)O	1.84445274	12827211;22301565;52944184	NORMAN:(NS00017699);Training Set;PubChem:(12827211 22301565 52944184);additional;PubChem class - bio and metabolites	17580034	425.311	NaN	91_specs_ms_FEATURE_93
130	1	1	1	0.7599520156267828	-235.8857732930804	0.827638190954774	16.512813822082265	C18H34N4O2	[M + H]+	PCFWNVROQHJQNU	InChI=1S/C18H34N4O2/c23-17(21-15-9-3-1-4-10-15)19-13-7-8-14-20-18(24)22-16-11-5-2-6-12-16/h15-16H,1-14H2,(H2,19,21,23)(H2,20,22,24)	1,1''-butane-1,4-diylbis(3-cyclohexylurea)	C1CCC(CC1)NC(=O)NCCCCNC(=O)NC2CCCCC2	2.79999995	3089432	COCONUT:(CNP0041696);PubChem:(3089432);SuperNatural:(SN00131380);ZINC bio:(ZINC04833717)	3153922	339.2726	NaN	1425_specs_ms_FEATURE_1427
131	1	1	1	0.7591319768132706	-197.92417446442502	0.30301507537688444	23.301943679641766	C28H52O6	[M + Na]+	NWCVSIVOLOTDDK	InChI=1S/C28H52O6/c1-22(2)16-14-12-10-8-7-9-11-13-15-17-26(29)34-25(20-32-27(30)18-23(3)4)21-33-28(31)19-24(5)6/h22-25H,7-21H2,1-6H3	null	CC(C)CCCCCCCCCCCC(=O)OC(COC(=O)CC(C)C)COC(=O)CC(C)C	8.1231451	""	COCONUT:(CNP0195225);Natural Products:(UNPD184515)	2129920	507.3658	NaN	3130_specs_ms_FEATURE_3132
132	1	1	2	0.7590819249653357	-85.55439047512948	0.9809045226130655	4.1844859766336455	C20H33NO	[M + H]+	VHETUFZJAFEOIC	InChI=1S/C20H33NO/c1-2-3-4-5-6-7-8-9-13-16-20(22)21-18-17-19-14-11-10-12-15-19/h10-12,14-15H,2-9,13,16-18H2,1H3,(H,21,22)	N-phenethyldodecanamide	CCCCCCCCCCCC(=O)NCCC1=CC=CC=C1	6.69999981	3610098	PubChem:(3610098);COCONUT:(CNP0026668)	2097154	304.2619	NaN	1922_specs_ms_FEATURE_1924
133	1	1	1	0.7583798789723989	-301.20723913826345	0.9994974874371858	8.44223803354968	C12H23NO5S	[M + H]+	RXNQBVRCZIYUJK	InChI=1S/C12H23NO5S/c1-12(2,3)18-11(14)13-7-5-10(6-8-13)9-17-19(4,15)16/h10H,5-9H2,1-4H3	N-Boc-4-Methanesulfonyloxymethyl-piperidine	CC(C)(C)OC(=O)N1CCC(CC1)COS(=O)(=O)C	1.29999995	2765838	PubChem:(2765838);PubChem class - safety and toxic	67108866	294.1391	NaN	1799_specs_ms_FEATURE_1801
134	1	1	4	0.7583430021661736	-302.55954183479207	0.2040201005025126	9.603428440639943	C16H21N7O4	[M + H]+	GIRGERVDJKCEEK	InChI=1S/C16H21N7O4/c1-20-14-13(15(24)21(2)16(20)25)23(10-17-14)9-11-18-12(27-19-11)3-4-22-5-7-26-8-6-22/h10H,3-9H2,1-2H3	1H-Purine-2,6-dione, 3,7-dihydro-1,3-dimethyl-7-((5-(2-(4-morpholinyl)ethyl)-1,2,4-oxadiazol-3-yl)methyl)-	CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC3=NOC(=N3)CCN4CCOCC4	-0.348279804	20249933	PubChem:(20249933);PubChem class - safety and toxic	67108866	376.1714	NaN	1074_specs_ms_FEATURE_1076
135	2	1	1	0.7575425320171578	-210.21208474818562	0.14572864321608042	19.493264323118293	C28H57NO6	[M + Na]+	DIYMKGLGMAHQBL	InChI=1S/C28H57NO6/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-29-28(35)27(34)26(33)25(32)24(31)23-30/h24-27,30-34H,2-23H2,1H3,(H,29,35)	N-Docosyl-D-gluconamide	CCCCCCCCCCCCCCCCCCCCCCNC(=O)C(C(C(C(CO)O)O)O)O	7.4000001	104013;22915911	PubChem:(104013 22915911);NORMAN:(NS00056495)	262146	526.4069	NaN	1856_specs_ms_FEATURE_1858
136	1	1	1	0.7570169235048605	-194.0567769399894	0.9999999999999999	11.845240419775232	C36H62O7	[M + Na]+	MFMVPOLQJBZZHS	InChI=1S/C36H62O7/c1-3-4-5-6-7-8-9-10-11-12-15-22-32(39)34-24-25-35(43-34)33(40)23-16-13-14-19-30(38)20-17-18-21-31-27-29(26-28(2)37)36(41)42-31/h11-12,29,31-35,39-40H,3-10,13-27H2,1-2H3	(2,4-cis and trans)-Mosinone A	CCCCCCCCCC=CCCC(C1CCC(O1)C(CCCCCC(=O)CCCCC2CC(C(=O)O2)CC(=O)C)O)O	7.4000001	10746255;10416253;44566673;101712858;101712859	COCONUT:(CNP0081802);PubChem:(10746255 10416253 44566673 101712858 101712859);PubMed	2097218	629.432	NaN	2116_specs_ms_FEATURE_2118
137	1	1	1	0.7564713484576716	-7.703392680476985	0.9999999999999999	49.661497790393454	C19H38O4	[M + H]+	QHZLMUACJMDIAE	InChI=1S/C19H38O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-19(22)23-17-18(21)16-20/h18,20-21H,2-17H2,1H3	Monopalmitin	CCCCCCCCCCCCCCCC(=O)OCC(CO)O	5.56583691	14900;3084463;11359451;54229153;57694152	HMDB:(11564);PubChem class - food;SuperNatural:(SN00038308 SN00038309);ZINC bio:(ZINC32840891 ZINC32840892);additional;MeSH:(14900 3084463 11359451);PubMed;NORMAN:(NS00010577);COCONUT:(CNP0138044);KNApSAcK:(42063);Natural Products:(UNPD194139 UNPD25833);PubChem:(14900 3084463 11359451 54229153 57694152);CHEBI:(64757 75542 75811 69081);PubChem class - bio and metabolites;EcoCyc Mine;PubChem class - safety and toxic;YMDB:(2313);Training Set;Biocyc:(CPD-8508);KEGG Mine	25991964798	331.2833	NaN	67_specs_ms_FEATURE_69
138	1	1	1	0.7563696827765415	-95.58353162316331	0.9999999999999999	8.159922287977857	C28H58O6	[M + H]+	DTDKHKVFLIYGKY	InChI=1S/C28H58O6/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-19-30-21-23-32-25-27-34-28-26-33-24-22-31-20-18-29/h29H,2-28H2,1H3	2-[2-[2-[2-(2-octadecoxyethoxy)ethoxy]ethoxy]ethoxy]ethanol	CCCCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCO	6.90630388	4616903	PubChem:(4616903);PubChem class - safety and toxic	67108866	491.4288	NaN	2891_specs_ms_FEATURE_2893
139	1	1	1	0.7550221387217073	-164.40761848929066	0.6718592964824122	10.0387301260434	C10H10N2O5S	[M + H]+	XPUWNQCCZQOGTI	InChI=1S/C10H10N2O5S/c11-18(16,17)8-3-1-7(2-4-8)12-9(13)5-6-10(14)15/h1-6H,(H,12,13)(H,14,15)(H2,11,16,17)	Ambcb5133190	C1=CC(=CC=C1NC(=O)C=CC(=O)O)S(=O)(=O)N	-0.00938040297	1551140;1551141;745739;248766;4740978;5539528	COCONUT:(CNP0059496);PubChem:(1551140 1551141 745739 248766 4740978 5539528);SuperNatural:(SN00130915);ZINC bio:(ZINC04464082);PubChem class - safety and toxic;PubMed	70262850	271.0389	NaN	3568_specs_ms_FEATURE_3570
140	5	1	5	0.7544643278139105	-207.37710348711062	0.11608040201005025	10.533388189356515	C26H29NO5	[M + H]+	WZZFLNQCSFTAQT	InChI=1S/C26H29NO5/c1-29-22-11-9-19(15-24(22)31-3)13-14-27-26(28)17-21-10-12-23(30-2)25(16-21)32-18-20-7-5-4-6-8-20/h4-12,15-16H,13-14,17-18H2,1-3H3,(H,27,28)	N-[2-(3,4-dimethoxyphenyl)ethyl]-2-(4-methoxy-3-phenylmethoxyphenyl)acetamide	COC1=C(C=C(C=C1)CCNC(=O)CC2=CC(=C(C=C2)OC)OCC3=CC=CC=C3)OC	4.94424677	319195	COCONUT:(CNP0358212);PubChem:(319195);SuperNatural:(SN00119534);ZINC bio:(ZINC01558172)	3153922	436.2115	NaN	2379_specs_ms_FEATURE_2381
141	3	1	1	0.7539900264513141	-471.33454157470914	0.01206030150753769	12.29072182656548	C24H42N4O9	[M + Na]+	WRSKPFYPBJAAEG	InChI=1S/C24H42N4O9/c1-3-4-5-6-7-8-9-12-22(32)28(37)16-11-14-26-21(31)18-24(35,23(33)34)17-20(30)25-13-10-15-27(36)19(2)29/h9,12,35-37H,3-8,10-11,13-18H2,1-2H3,(H,25,30)(H,26,31)(H,33,34)	rhizobactin-1021	CCCCCCCC=CC(=O)N(CCCNC(=O)CC(CC(=O)NCCCN(C(=O)C)O)(C(=O)O)O)O	0.200000003	71581041;91820159	COCONUT:(CNP0192379);Natural Products:(UNPD179977);PubChem:(71581041 91820159);SuperNatural:(SN00330560);CHEBI:(74252);PubChem class - bio and metabolites;MeSH:(71581041);PubMed;Biocyc:(CPD-1021)	19957862	553.2866	NaN	3367_specs_ms_FEATURE_3369
142	1	1	1	0.7538312597823796	-66.8861388747713	0.9899497487437185	17.00491680927368	C34H64O5	[M + Na]+	XWXCWIRSEKHIGL	InChI=1S/C34H64O5/c1-3-5-7-9-11-13-15-17-19-20-22-24-26-28-33(36)38-31-32(30-35)39-34(37)29-27-25-23-21-18-16-14-12-10-8-6-4-2/h13,15,32,35H,3-12,14,16-31H2,1-2H3	Diacylglycerol(16:1/15:0)	CCCCCCCCCCCCCCC(=O)OC(CO)COC(=O)CCCCCCCC=CCCCCCC	12.6000004	53478035;134780155	COCONUT:(CNP0115201);HMDB:(7126);PubChem:(53478035 134780155);SuperNatural:(SN00216965);PubChem class - bio and metabolites	19922954	575.4649	NaN	2323_specs_ms_FEATURE_2325
143	1	1	1	0.7536806417619615	-113.04189444871665	0.9999999999999999	14.455861791056662	C33H68O11	[M + H]+	JPEAHLRGZPDLOT	InChI=1S/C33H68O11/c1-2-3-4-5-6-7-8-9-10-11-12-14-35-16-18-37-20-22-39-24-26-41-28-30-43-32-33-44-31-29-42-27-25-40-23-21-38-19-17-36-15-13-34/h34H,2-33H2,1H3	null	CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO	4.15691996	10282930	PubChem:(10282930);COCONUT:(CNP0294676)	2097154	641.4817	NaN	240_specs_ms_FEATURE_242
144	1	1	1	0.752277520280519	-141.08590952044082	0.9396984924623116	8.488721996264147	C30H54O8	[M + Na]+	DHTLVXVGJKYARR	InChI=1S/C30H54O8/c1-5-9-12-15-19-27(32)36-23-30(22-35-26(31)18-8-4,24-37-28(33)20-16-13-10-6-2)25-38-29(34)21-17-14-11-7-3/h5-25H2,1-4H3	3-(butyryloxy)-2,2-bis[(heptanoyloxy)methyl]propyl heptanoate	CCCCCCC(=O)OCC(COC(=O)CCC)(COC(=O)CCCCCC)COC(=O)CCCCCC	8.10000038	122952	PubChem:(122952);NORMAN:(NS00029336)	262146	565.3701	NaN	2860_specs_ms_FEATURE_2862
