relativeIndex	absoluteIndex	id	name	parentId	description
327	373	CHEMONT:0000373	Glucosinolates	CHEMONT:0001498	Carbohydrate derivatives containing a  N-(sulfooxy)ethenimidothioic acid derivative attached to the C1 carbon of glucose moiety.
328	374	CHEMONT:0000374	Glucuronides	CHEMONT:0002094	Compounds comprising the glucuronic acid linked to another substance via a glycosidic bond.
329	375	CHEMONT:0000375	Guanidines	CHEMONT:0000278	Compounds containing a guanidine moiety, with the general structure (R1R2N)(R3R4N)C=N-R5.
330	376	CHEMONT:0000376	Hydroxamic acids	CHEMONT:0001662	Compounds containing a hydroxamic acid functional group in which a hydroxylamine is inserted into a carboxylic acid. Its general structure is R-CO-NH-OH, with an R as an organic residue.
331	377	CHEMONT:0000377	Thiiranes	CHEMONT:0000002	Heterocyclic compounds containing a saturated three-member ring with two carbon atoms and one sulfur atom.
332	378	CHEMONT:0000378	Dithietanes	CHEMONT:0000002	Compounds comprising a dithietane moiety, which is four-member saturated ring containing two divalent sulfur atoms and two carbon atoms.
333	379	CHEMONT:0000379	Proanthocyanidins	CHEMONT:0000238	Molecules containing an oligomeric moiety of C4-C8 and/or C4-C6 and/or C2-C7 oligo/polymers of flavan-3-ols.
334	380	CHEMONT:0000380	Hydroxyquinols and derivatives	CHEMONT:0001310	Compounds containing a 1,2,4-trihydroxybenzene moiety.
335	381	CHEMONT:0000381	Aporphines	CHEMONT:0000279	Quinoline alkaloids containing the dibenzo[de,g]quinoline ring system or a dehydrogenated derivative thereof.
336	382	CHEMONT:0000382	Phloroglucinols and derivatives	CHEMONT:0001310	Compounds containing a phloroglucinol (benzene-1,3,5-triol) moiety, which consists of a benzene ring bearing one hydroxyl group at positions 1,3, and 5.
337	384	CHEMONT:0000384	Alloxazines and isoalloxazines	CHEMONT:0000109	Organic compounds comprising the (iso)alloxazine structure (Benzo[g]pteridine-2,4-dione).
338	386	CHEMONT:0000386	Acyl cholines	CHEMONT:0001012	Acylated derivatives of choline. Choline or 2-Hydroxy-N,N,N-trimethylethanaminium is a quaternary ammonium salt with the chemical formula (CH3)3N+(CH2)2OH.
339	388	CHEMONT:0000388	Ketenes	CHEMONT:0000323	Organic compounds in which a carbonyl group is connected by a double bond to an alkylidene group R2C=C=O.
340	389	CHEMONT:0000389	Keto acids and derivatives	CHEMONT:0000264	Organic compounds containing a ketone group and a carboxylic acid group.
341	390	CHEMONT:0000390	Indolequinones	CHEMONT:0000211	Polycyclic compounds containing an indolequinone moiety, which consists of an indole bearing two ketones at positions 5 and 6 (or 4 and 7).
342	391	CHEMONT:0000391	Mitomycins	CHEMONT:0004096	Polycyclic compounds with a structure based on an aziridine ring linked to a 7-amino-6-methyl-cyclohexa[b]pyrrolizine-5,8-dione.
343	392	CHEMONT:0000392	Morpholines	CHEMONT:0000107	Organic compounds containing a morpholine moiety, which consists of a six-member aliphatic saturated ring with the formula C4H9NO, where the oxygen and nitrogen atoms lie at positions 1 and 4, respectively.
344	394	CHEMONT:0000394	Alpha amino acid esters	CHEMONT:0000060	Ester derivatives of alpha amino acids.
345	395	CHEMONT:0000395	Organic nitrates	CHEMONT:0000463	Organic compounds containing the nitrate oxoanion, with the formula NO3-.
346	396	CHEMONT:0000396	Organic nitrites	CHEMONT:0000463	Organic compounds containing the nitrite oxoanion, with the formula NO2-.
347	397	CHEMONT:0000397	Pyrogallols and derivatives	CHEMONT:0001310	Compounds containing a 1,2,3-trihydroxybenzene moiety.
348	398	CHEMONT:0000398	Nitrogen mustard compounds	CHEMONT:0000278	Compounds having two beta-haloalkyl groups bound to a nitrogen atom.
349	399	CHEMONT:0000399	Phenylazides	CHEMONT:0002279	Compounds containing a phenylazide moiety, which consists of a linear azide substituent attached to a phenyl group.
350	400	CHEMONT:0000400	Organophosphorus compounds	CHEMONT:0000000	Organic compounds containing the phosphorus atom.
351	401	CHEMONT:0000401	Organic phosphines and derivatives	CHEMONT:0000400	Organic compounds containing a phosphine derivative, with the general formula B1P(R2)R3 (R1-R3=alkyl, aryl).
352	402	CHEMONT:0000402	Organic phosphoric acids and derivatives	CHEMONT:0000264	Organic compounds containing phosphoric acid or a derivative thereof.
353	403	CHEMONT:0000403	Organic sulfuric acids and derivatives	CHEMONT:0000264	Organic compounds containing the sulfuric acid or a derivative thereof.
354	405	CHEMONT:0000405	Organoarsenic compounds	CHEMONT:0001370	Compounds containing bond between a carbon atom and an arsenic atom.
355	408	CHEMONT:0000408	Phosphate esters	CHEMONT:0000402	Organic compounds containing phosphoric acid ester functional group, with the general structure R1P(=O)(R2)OR3. R1,R2 = O,N,  or halogen atom; R3 = organyl group.
356	409	CHEMONT:0000409	Keto fatty acids	CHEMONT:0000262	Fatty acids containing a ketone group attached to the acyl chain.
357	410	CHEMONT:0000410	Azo compounds	CHEMONT:0000278	Derivatives of diazene(diimide), HN=NH, wherein both hydrogens are substituted by hydrocarbyl groups, e.g. PhN=NPh azobenzene or diphenyldiazene.
358	411	CHEMONT:0000411	Oximes	CHEMONT:0000278	Compounds containing the oxime functional group, with the general structure R1(R2)C=NOH.
359	412	CHEMONT:0000412	Dioxetanes	CHEMONT:0000002	Compounds containing a dioxetane ring, which is a four-member ring of two oxygen atoms and two carbon atoms. The dioxetanes are divided in 1,2-dioxetanes, and 1,3-dioxetanes.
360	414	CHEMONT:0000414	Organic peroxides	CHEMONT:0003940	Organic compounds containing the peroxide group, with the formula  R1OOR2 (R1,R2=H, alkyl, aryl).
361	415	CHEMONT:0000415	Boronic acids	CHEMONT:0000498	Compounds comprising the boronic acid functional group RB(O)O  (R,R'=alkyl, aryl).
362	416	CHEMONT:0000416	Phenazines and derivatives	CHEMONT:0000486	Polycyclic aromatic compounds containing a phenazine moiety, which is a linear tricyclic system that consists of a two benzene rings joined by a pyrazine ring.
363	417	CHEMONT:0000417	Phenoxyacetic acid derivatives	CHEMONT:0002279	Compounds containing an anisole where the methane group is linked to an acetic acid or a derivative.
364	418	CHEMONT:0000418	Phenylacetic acids	CHEMONT:0002279	Compounds containing a phenylacetic acid moiety, which consists of a phenyl group substituted at the second position by an acetic acid.
365	419	CHEMONT:0000419	Organic phosphonic acids and derivatives	CHEMONT:0000264	Organic compounds containing phosphonic acid or a derivative thereof.
366	420	CHEMONT:0000420	Chlorinated dibenzo-p-dioxins	CHEMONT:0001381	Organic compounds containing a chlorine atom attached to a dibenzo-p-dioxin moiety.
367	423	CHEMONT:0000423	Homogeneous non-metal compounds	CHEMONT:0000001	Inorganic compounds that contain only non-metal elements.
368	436	CHEMONT:0000436	Azoles	CHEMONT:0000002	Organic compounds comprising a five-member nitrogen heterocyclic ring containing at least one other non-carbon atom of either nitrogen, sulfur, or oxygen. The parent compounds are aromatic and have two double bonds; there are successively reduced analogs (azolines and azolidines) with fewer.
369	462	CHEMONT:0000462	Organometallic compounds	CHEMONT:0000000	Organic compounds containing a bond between a carbon atom and metal atom.
370	463	CHEMONT:0000463	Organic oxoanionic compounds	CHEMONT:0004603	Organic compounds containing an oxoanion.
371	465	CHEMONT:0000465	Coumaric acid esters	CHEMONT:0003002	Aromatic compounds containing an ester derivative of coumaric acid.
372	467	CHEMONT:0000467	Phenylcarbamic acids	CHEMONT:0002279	Compounds containing a phenylazide moiety, which consists of a carbamic acid substituent attached to a phenyl group.
373	469	CHEMONT:0000469	Monoalkylamines	CHEMONT:0002450	Organic compounds containing an primary aliphatic amine group.
374	470	CHEMONT:0000470	Enamines	CHEMONT:0002449	Compounds containing the enamine functional group with the general structure R1N(R2)CR=C(R3)R4.
375	471	CHEMONT:0000471	Nitro fatty acids	CHEMONT:0000262	Fatty acids containing a nitro group.
376	472	CHEMONT:0000472	Hydroxy acids and derivatives	CHEMONT:0000264	Compounds comprising one or more hydroxy acid groups.
377	474	CHEMONT:0000474	Biguanides	CHEMONT:0000375	Organic compounds containing two N-linked guanidines.
378	475	CHEMONT:0000475	Carboxylic acid amides	CHEMONT:0001093	Carboxylic acid derivatives containing a carbonyl group in which the carbon atom is linked to a nitrogen atom (substituted or not). The general formula of the carboxylic acid amide is R1C(=O)N(R2)R3 (R1,R2,R3=H, alkyl, aryl).
379	476	CHEMONT:0000476	Cinnamic acids and derivatives	CHEMONT:0000261	Organic aromatic compounds containing a benzene and a carboxylic acid group (or a derivative thereof) forming 3-phenylprop-2-enoic acid.
380	478	CHEMONT:0000478	Polyprenyl phosphates	CHEMONT:0001535	Prenol lipids in which the phosphate group is linked to one end of the polyprenol moiety.
381	479	CHEMONT:0000479	Purine nucleosides	CHEMONT:0000289	Compounds comprising a purine base attached to a ribosyl or deoxyribosyl moiety.
382	480	CHEMONT:0000480	Pyrimidine nucleosides	CHEMONT:0000289	Compounds comprising a pyrimidine base attached to a ribosyl or deoxyribosyl moiety.
383	481	CHEMONT:0000481	Pyranones and derivatives	CHEMONT:0000086	Compounds containing a pyran ring which bears a ketone.
384	483	CHEMONT:0000483	Halogenated fatty acids	CHEMONT:0000262	Fatty acids with a chain that carries a halogen atom (Cl,F,I,Br).
385	484	CHEMONT:0000484	Dithiolanes	CHEMONT:0000002	Compounds containing a dithiolane ring,  which consists of a sulfur heterocycle derived from cyclopentane by replacing two CH2 groups with thioether groups.
386	485	CHEMONT:0000485	Quinazolines	CHEMONT:0004789	Compounds containing a quinazoline moiety, which is made up of two fused six-member aromatic rings, a benzene ring and a pyrimidine ring.
387	486	CHEMONT:0000486	Quinoxalines	CHEMONT:0004789	Compounds containing a quinoxaline moiety, a bicyclic heterocycle made up of a benzene ring fused to a pyrazine ring.
388	487	CHEMONT:0000487	Salicylic acid and derivatives	CHEMONT:0001248	Compounds containing a 2-hydroxybenzoic acid moiety or a derivative thereof.
389	488	CHEMONT:0000488	Organic nitric acids and derivatives	CHEMONT:0000264	Compounds containing an organonitric acid group or a derivative thereof.
390	489	CHEMONT:0000489	Amino fatty acids	CHEMONT:0000262	Fatty acids containing an amine group.
391	490	CHEMONT:0000490	Sulfonylureas	CHEMONT:0000278	Organic compounds containing a sulfonyl group with the structure R-S(=O)2-R', where R' is an urea.
392	491	CHEMONT:0000491	Sulfoxides	CHEMONT:0000004	Compounds containing a sulfoxide functional group, with the structure RS(=O)R' (R,R' not H).
393	492	CHEMONT:0000492	Tropane alkaloids	CHEMONT:0000279	Organic compounds containing the nitrogenous bicyclic alkaloid parent N-Methyl-8-azabicyclo[3.2.1]octane.
394	494	CHEMONT:0000494	Isoflavones	CHEMONT:0002901	Polycyclic compounds containing a 2-isoflavene skeleton which bears a ketone group at the C4 carbon atom.
395	495	CHEMONT:0000495	Carbocyclic fatty acids	CHEMONT:0000262	Fatty acids containing a carbocyclic ring .
396	496	CHEMONT:0000496	Amine oxides and derivatives	CHEMONT:0002449	Organic compounds that contains the amine oxide functional group with the formula R3N+-O-, which substituted by at least one organic group.
397	497	CHEMONT:0000497	Aminals	CHEMONT:0000278	Compounds having two amino groups bonded to the same carbon,  R2C(NR2)2 where R can by a hydrogen or an alkyl group.
398	498	CHEMONT:0000498	Boronic acid derivatives	CHEMONT:0000264	Compounds comprising any derivative of the boronic acid functional group, with the general structure RB(X)Y (R=alkyl, aryl; X,Y= any O, N, Hal residue).
399	499	CHEMONT:0000499	Imidoesters	CHEMONT:0002285	Organic ester derivatives of imidic acid. They have the general structure ROC(CR')=NR\", where R=organyl group, R'-R\"= H or organyl group.
400	500	CHEMONT:0000500	Chlorinated biphenyls	CHEMONT:0000041	Organic compounds containing at least one chlorine atom attached to either benzene ring of the biphenyl moiety.
401	501	CHEMONT:0000501	Isocyanates	CHEMONT:0000278	Organic compounds containing the isocyanic acid tautomer, HN=C=O, of cyanic acid, HOC#N or its hydrocarbyl derivatives RN=C=O.
402	503	CHEMONT:0000503	Quaternary ammonium salts	CHEMONT:0000278	Compounds containing positively charged polyatomic ion of the structure NR4+, R being an alkyl group or an aryl group.
403	504	CHEMONT:0000504	Lineolic acids and derivatives	CHEMONT:0003909	Derivatives of lineolic acid. Lineolic acid is a polyunsaturated omega-6 18 carbon long fatty acid, with two CC double bonds at the 9- and 12-positions.
404	505	CHEMONT:0000505	Sulfones	CHEMONT:0001157	Compounds containing a sulfonyl group( which as the general structure RS(=O)2R' (R,R' =alkyl, aryl)) attached to two carbon atoms.
405	506	CHEMONT:0000506	Sulfonyl halides	CHEMONT:0000267	Compounds containing a sulfonyl (R-S(=O)2-R') functional group singly bonded to a halogen atom.
406	507	CHEMONT:0000507	Isoflavonoid O-glycosides	CHEMONT:0002506	O-glycosylated derivatives of isoflavonoids, which are natural products derived from 3-phenylchromen-4-one.
407	509	CHEMONT:0000509	Sultams	CHEMONT:0000002	Sulfonamides in which the S-N bond is part of a ring.
408	510	CHEMONT:0000510	Thioamides	CHEMONT:0000004	Organic compounds containing the functional group with the general structure R-CS-NR'R, where R, R', and R are organic groups.
409	513	CHEMONT:0000513	Eicosanoids	CHEMONT:0003909	Unsaturated C20 fatty acids or skeletally related compounds. These include prostaglandins, thromboxanes, leukotrienes and other oxygenated derivatives, which are produced primarily by three classes of enzymes, cyclooxygenases (COX-1 and COX-2), lipoxygenases (LOX) and cytochrome P450 mono-oxygenases.
410	514	CHEMONT:0000514	Prostaglandins and related compounds	CHEMONT:0000513	Unsaturated carboxylic acids consisting of a 20 carbon skeleton that also contains a five member ring, and are based upon the fatty acid arachidonic acid.
411	515	CHEMONT:0000515	Leukotrienes	CHEMONT:0000513	Eicosanoids containing a hydroxyl group attached to the aliphatic chain of an arachidonic acid. Leukotrienes have four double bonds, three (and only three) of which are conjugated.
412	516	CHEMONT:0000516	Dihydroxy bile acids, alcohols and derivatives	CHEMONT:0002194	Compounds containing or derived from a bile acid or alcohol, and which bears exactly two carboxylic acid groups.
413	517	CHEMONT:0000517	Ureas	CHEMONT:0000364	Compounds containing two amine groups joined by a carbonyl (C=O) functional group.
414	518	CHEMONT:0000518	Triphenylenes	CHEMONT:0000025	Compounds containing a triphenylene moiety, which consists of four fused benzene rings forming a 9,10-benzo[l]phenanthrene.
415	597	CHEMONT:0000597	Purinones	CHEMONT:0000245	Purines in which the purine moiety bears a C=O group. Purine is a bicyclic aromatic compound made up of a pyrimidine ring fused to an imidazole ring.
416	637	CHEMONT:0000637	Glycosylglycerols	CHEMONT:0000175	Glycerolipids structurally characterized by the presence of one or more sugar residues attached to glycerol via a glycosidic linkage.
417	663	CHEMONT:0000663	Benzimidazole ribonucleosides and ribonucleotides	CHEMONT:0000289	Nucleosides with a structure that consists of an  imidazole moiety of benzimidazole is N-linked to a ribose (or deoxyribose). Nucleotides have a phosphate group linked to the C5 carbon of the ribose (or deoxyribose) moiety.
418	676	CHEMONT:0000676	Taxanes and derivatives	CHEMONT:0001551	Diterpenoids with a structure based either on the taxane skeleton, or a derivative thereof. In term of phytochemistry, several derivatives of the taxane skeleton exist: 2(3->20)-abeotaxane, 3,11-cyclotaxane, 11(15->1),11(10->9)-abeotaxane, 3,8-seco-taxane, and 11(15->1)-abeotaxane, among others. More complex skeletons have been found recently, which include the taxane-derived [3.3.3] propellane ring system.
419	716	CHEMONT:0000716	Chlorins	CHEMONT:0001455	Large heterocyclic aromatic ring systems consisting, at the core, of three pyrroles and one pyrroline coupled through four methine linkages.
420	742	CHEMONT:0000742	Phospholanes	CHEMONT:0002052	Compounds containing a phospholane ring, which is a five-member saturated aliphatic heterocycle with one phosphorus atom and four carbon atoms.
421	756	CHEMONT:0000756	Imidazothiazoles	CHEMONT:0000002	Organic polycyclic compounds containing an imidazole ring fused to a thiazole ring. Imidazole is 5-membered ring consisting of three carbon atoms, and two nitrogen centers at the 1- and 3-positions. Thiazole is a 6-membered ring that contains both sulfur and nitrogen.
422	782	CHEMONT:0000782	Oxaphospholanes	CHEMONT:0000002	Compounds containing an oxaphospholane moiety, which consists of a saturated aliphatic five-member ring with two oxygen atoms, a phosphorus atom, and two carbon atoms. Isomers  of oxaphospholane include 1,2-oxaphosphane, and 1,3-oxaphospholane.
423	822	CHEMONT:0000822	Dioxaphospholanes	CHEMONT:0000002	Cyclic organic compounds containing a five-member aliphatic single-bonded ring, with a phosphorine atom and two oxygen atoms at the ring positions 1, 2, and 3 respectively.
424	861	CHEMONT:0000861	Phospholes	CHEMONT:0002052	Compounds containing a phosphole ring, which is a five-member aromatic heterocycle with one phosphorus atom and four carbon atoms.
425	1010	CHEMONT:0001010	Oxime ethers	CHEMONT:0000411	Compounds containing the oxime ether functional group, with the general structure R1(R2)C=NOR3 ( R3 not H).
426	1012	CHEMONT:0001012	Cholines	CHEMONT:0000503	Organic compounds containing a N,N,N-trimethylethanolammonium cation.
427	1013	CHEMONT:0001013	Steroidal glycosides	CHEMONT:0000258	Sterol lipids containing a carbohydrate moiety glycosidically linked to the steroid skeleton.
428	1016	CHEMONT:0001016	Cycloalkanes	CHEMONT:0004474	Saturated monocyclic hydrocarbons (with or without side chains).
429	1017	CHEMONT:0001017	Acyl bromides	CHEMONT:0002865	Organic compounds containing the functional group -CO-Br.
430	1019	CHEMONT:0001019	Alkadienes	CHEMONT:0002839	Acyclic hydrocarbons that contain exactly two carbon-to-carbon double bonds.
431	1022	CHEMONT:0001022	Acyl chlorides	CHEMONT:0002865	Organic compounds containing the functional group -CO-Cl.
432	1023	CHEMONT:0001023	Acyl fluorides	CHEMONT:0002865	Organic compounds containing the functional group -CO-F.
433	1025	CHEMONT:0001025	Alkyl bromides	CHEMONT:0002867	Organic compounds containing the alkyl bromide functional group with formula R-Br, where R is an alkyl group.
434	1026	CHEMONT:0001026	Alkyl chlorides	CHEMONT:0002867	Organic compounds containing the alkyl chloride functional group with formula R-Cl , where R is an alkyl group.
435	1027	CHEMONT:0001027	Alkyl fluorides	CHEMONT:0002867	Organic compounds containing the alkyl fluoride functional group with formula R-F , where R is an alkyl group.
436	1028	CHEMONT:0001028	Alkyl iodides	CHEMONT:0002867	Organic compounds containing the alkyl iodide functional group with formula R-I , where R is an alkyl group.
437	1029	CHEMONT:0001029	Aryl bromides	CHEMONT:0002866	Organic compounds containing the acyl bromide functional group.
438	1030	CHEMONT:0001030	Aryl chlorides	CHEMONT:0002866	Organic compounds containing the acyl chloride functional group.
439	1031	CHEMONT:0001031	Aryl fluorides	CHEMONT:0002866	Organic compounds containing the acyl fluoride functional group.
440	1032	CHEMONT:0001032	Aryl iodides	CHEMONT:0002866	Organic compounds containing the acyl iodide functional group.
441	1034	CHEMONT:0001034	Imidoyl chlorides	CHEMONT:0002870	Imidoyl halides with the general formula R(Br)C=NR' where X is a chlorine atom.
442	1042	CHEMONT:0001042	Sulfonyl chlorides	CHEMONT:0000506	Compounds containing a sulfonyl (R-S(=O)2-R') functional group singly bonded to a chlorine atom.
443	1043	CHEMONT:0001043	Sulfonyl fluorides	CHEMONT:0000506	Compounds containing a sulfonyl (R-S(=O)2-R') functional group singly bonded to a fluorine atom.
444	1045	CHEMONT:0001045	Carboxamidines	CHEMONT:0000007	Carboxylic acid derivatives containing the amidine group.
445	1046	CHEMONT:0001046	Sulfinamidines	CHEMONT:0000007	Compounds containing a sulfinamidine group, with the general structure RS(=NR)NR2.
446	1047	CHEMONT:0001047	Phosphinamidines	CHEMONT:0000007	Compounds containing a phosphinamidine group, with the general structure  R2P(=NR)NR2.
447	1080	CHEMONT:0001080	Tetrazolines	CHEMONT:0002490	Organic compounds containing a tetrazoline ring, which is a five-member unsaturated aliphatic heterocycle made up of four nitrogen atoms, a one carbon atom, and one double bond.
448	1088	CHEMONT:0001088	Hemiaminals	CHEMONT:0002460	Compounds comprising the hemiaminal functional group, with the general formula R2C(OH)NR2 where R can by a hydrogen or an alkyl group.
449	1090	CHEMONT:0001090	Acyl CoAs	CHEMONT:0003327	Organic compounds containing a coenzyme A substructure linked to an acyl chain.
450	1091	CHEMONT:0001091	Toluenes	CHEMONT:0002279	Compounds containing a benzene ring which bears a methane group.
451	1092	CHEMONT:0001092	Hemiacetals	CHEMONT:0000254	Compounds comprising the hemiacetal functional group, with the general formula R2C(OH)OR' ( R' not Hydrogen ).
452	1093	CHEMONT:0001093	Carboxylic acid derivatives	CHEMONT:0000265	Derivatives of carboxylic acid.
453	1094	CHEMONT:0001094	Imidothioesters	CHEMONT:0000004	Organic thioester derivatives of imidic acid. They have the general structure RSC(CR')=NR\", where R=organyl group, R'-R\"= H or organyl group.
454	1095	CHEMONT:0001095	Acyl carnitines	CHEMONT:0000324	Organic compounds containing a fatty acid with the carboxylic acid attached to carnitine through an ester bond.
455	1096	CHEMONT:0001096	N-acyl amines	CHEMONT:0000331	Compounds containing a fatty acid moiety linked to an amine group through an ester linkage.
456	1097	CHEMONT:0001097	Benzyloxycarbonyls	CHEMONT:0002279	Organic compounds containing a carbonyl group substituted with a benzyloxyl group.
457	1098	CHEMONT:0001098	Bromobenzenes	CHEMONT:0000035	Organic compounds containing a bromine atom attached to a benzene ring.
458	1099	CHEMONT:0001099	Chlorobenzenes	CHEMONT:0000035	Compounds containing one or more chlorine atoms attached to a benzene moiety.
459	1100	CHEMONT:0001100	Fluorobenzenes	CHEMONT:0000035	Compounds containing one or more fluorine atoms attached to a benzene ring.
460	1101	CHEMONT:0001101	Iodobenzenes	CHEMONT:0000035	Aromatic compounds containing one or more iodine atoms attached to a benzene.
461	1102	CHEMONT:0001102	Acyl homoserine lactones	CHEMONT:0000331	N-acyl-homoserine-lactones attached to a long aliphatic chain.
462	1104	CHEMONT:0001104	Trihydroxy bile acids, alcohols and derivatives	CHEMONT:0002194	Prenol lipids structurally characterized by a bile acid or alcohol which bears three hydroxyl groups.
463	1105	CHEMONT:0001105	Phthalic acid and derivatives	CHEMONT:0000176	Compounds containing a phthalic acid moiety (or a derivative thereof), which is a benzene ring bearing a carboxylic acid group at two different ring positions. Isomers of phthalic acid include meta-phthalic acid (benzene-1,3-dioic acid), ortho-phthalic acid (benzene-1,2-dioic acid), and para-phthalic acid (benzene-1,4-dioic acid).
464	1106	CHEMONT:0001106	M-phthalic acid and derivatives	CHEMONT:0001105	Aromatic compounds containing a benzene ring bearing a carboxylic acid group at ring carbon atoms 1 and 2.
465	1108	CHEMONT:0001108	P-phthalic acid and derivatives	CHEMONT:0001105	Compounds containing a benzene ring bearing a carboxylic acid group at ring carbon atoms 1 and 4.
466	1109	CHEMONT:0001109	Phthalic anhydrides	CHEMONT:0001578	Compounds containing a phthalic anhydride moiety (or a derivative thereof), which consists of a benzene fused to a furan-1,3-dione.
467	1110	CHEMONT:0001110	Tetrahydroxy bile acids, alcohols and derivatives	CHEMONT:0002194	Prenol lipids structurally characterized by a bile acid or alcohol which bears four hydroxyl groups.
468	1111	CHEMONT:0001111	Flavonoid glycosides	CHEMONT:0000334	Compounds containing a carbohydrate moiety which is glycosidically linked to one of the flavonoid backbones (2-phenylchromen-4-one, 3-phenylchromen-4-one or 4-phenylcoumarin).
469	1112	CHEMONT:0001112	Thiocarboxylic acids and derivatives	CHEMONT:0000264	Organic compounds containing a derivative of thiocarboxylic acid, with the general structure RC(=S)R' (R=H, alkyl, aryl; R'=any heteroatom).
470	1113	CHEMONT:0001113	Alpha-keto acids and derivatives	CHEMONT:0000389	Organic compounds containing an aldehyde substituted with a keto group on the adjacent carbon.
471	1114	CHEMONT:0001114	Beta-keto acids and derivatives	CHEMONT:0000389	Organic compounds containing an aldehyde substituted with a keto group on the C3 carbon atom.
472	1115	CHEMONT:0001115	Gamma-keto acids and derivatives	CHEMONT:0000389	Organic compounds containing an aldehyde substituted with a keto group on the C4 carbon atom.
473	1116	CHEMONT:0001116	Lipoic acids and derivatives	CHEMONT:0000484	Compounds containing a lipoic acid moiety (or a derivative thereof), which consists of a pentanoic acid (or derivative) attached to the C3 carbon atom of a 1,2-dithiolane ring.
474	1117	CHEMONT:0001117	Polyprenyl phospho carbohydrates	CHEMONT:0001535	Polyprenyl phosphates with a carbohydrate moiety attached to it.
475	1118	CHEMONT:0001118	Gamma-amino ketones	CHEMONT:0000118	Organic compounds containing a carboxylic acid, and an amine group attached to the C4 carbon atom.
476	1122	CHEMONT:0001122	Thiobarbituric acid derivatives	CHEMONT:0000291	Organic compounds containing a 2-thioxodihydropyrimidine-4,6(1H,5H)-dione skeleton.
477	1124	CHEMONT:0001124	Glycinated bile acids and derivatives	CHEMONT:0001445	Compounds with a structure characterized by the presence of a glycine linked to a bile acid skeleton.
478	1125	CHEMONT:0001125	Steroid lactones	CHEMONT:0000258	Sterol lipids containing a lactone moiety linked to the steroid skeleton.
479	1126	CHEMONT:0001126	2,3-diphenylfurans	CHEMONT:0003491	Organic heterocyclic compounds that contain a furan ring substituted with a phenyl group only the C2- and C3-positions.
480	1127	CHEMONT:0001127	Acyclic monoterpenoids	CHEMONT:0001549	Monoterpenes that do not contain a cycle.
481	1129	CHEMONT:0001129	Diacylglycerols	CHEMONT:0003809	Glycerides consisting of two fatty acid chains covalently bonded to a glycerol molecule through ester linkages.
482	1132	CHEMONT:0001132	Pyrimidodiazepines	CHEMONT:0000002	Compounds containing a pyrimidoazepine moiety, which consists of a pyrimidine fused to a piperazine ring by a bond. Pyrimidine is 6-membered ring consisting of five carbon atoms and two nitrogen atoms at ring positions 1 and 3. Diazepine is a 7-membered ring consisting of five carbon atoms and two nitrogen centers.
483	1133	CHEMONT:0001133	Monoacylglycerols	CHEMONT:0003808	Glycerides consisting of one fatty acid chain covalently bonded to a glycerol molecule through an ester linkage.
484	1134	CHEMONT:0001134	Thionucleosides	CHEMONT:0003737	Nucleoside analogues that contain a thiolane or a thietane that is 1,3-disubstituted with a hydroxyl group and pyrimidine or purine base, at the 1- and 3-position, respectively.
485	1135	CHEMONT:0001135	Triacylglycerols	CHEMONT:0003815	Glycerides consisting of three fatty acid chains covalently bonded to a glycerol molecule through ester linkages.
486	1136	CHEMONT:0001136	Flavonols	CHEMONT:0001615	Compounds that contain a flavone (2-phenyl-1-benzopyran-4-one) backbone carrying a hydroxyl group at the 3-position.
487	1137	CHEMONT:0001137	Monocarboxylic acids and derivatives	CHEMONT:0000265	Carboxylic acids containing exactly one carboxyl groups.
488	1138	CHEMONT:0001138	Leucoanthocyanidins	CHEMONT:0000337	Flavonoids consisting of a flavan (3,4-dihydro-2-phenyl-2H-1-benzopyran) moiety that carries two hydroxy groups at the C3- and C4-positions.
489	1140	CHEMONT:0001140	Harmala alkaloids	CHEMONT:0000279	Compounds with a structure based on harmaline, harmine, harmalol, harman or a derivative of those parents. These parents are beta-carbolines, consisting of a pyrimidine fused to the pyrrole moiety of an indole to form a pyrido[3,4-b]indole.
490	1141	CHEMONT:0001141	Sulfonylanilines	CHEMONT:0000284	Compounds containing an aniline moiety, which is para-substituted by a sulfonyl group.
491	1142	CHEMONT:0001142	Chrysenes	CHEMONT:0000025	Compounds containing the polyaromatic chrysene moiety, which consists of a benzene ring fused to a phenanthrene ring system to form Benzo[a]phenanthrene.
492	1143	CHEMONT:0001143	Coenzyme A and derivatives	CHEMONT:0002209	Derivative of vitamin B5 containing a 4'-phosphopantetheine moiety attached to a diphospho-adenosine.
493	1144	CHEMONT:0001144	Fluoroquinolones	CHEMONT:0000056	Compounds containing a fluorine atom attached to a quinolone. Quinolone or benzo[b]pyridine is a bicyclic compound that consists of benzene fused to a pyridine, and bears a ketone group.
494	1145	CHEMONT:0001145	N-acylethanolamines	CHEMONT:0001897	Compounds containing an N-acyethanolamine moiety, which is characterized by an acyl group is linked to the nitrogen atom of ethanolamine.
495	1146	CHEMONT:0001146	Indolines	CHEMONT:0000211	Compounds containing an indole moiety, which consists of pyrrolidine ring fused to benzene  to form 2,3-dihydroindole.
496	1148	CHEMONT:0001148	Amino sugars	CHEMONT:0003305	Sugars having one alcoholic hydroxy group replaced by an amino group; systematically known as x-amino-x-deoxymonosaccharides.  These compounds do not include Glycosylamines.
497	1149	CHEMONT:0001149	Imidazolidinones	CHEMONT:0000250	Organic compounds containing an imidazolidinone moiety, which is an imidazolidine ring bearing a ketone.
