rank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id
220	1	1	1	0.6622986546842314	-143.14176516681277	0.9999999999999999	22.814271038210876	C36H64O7	[M + Na]+	FQKFPCDOMQNMHI	InChI=1S/C36H64O7/c1-3-4-5-6-9-13-16-19-30(38)32-21-23-34(42-32)35-24-22-33(43-35)31(39)20-17-14-11-8-7-10-12-15-18-29(37)26-28-25-27(2)41-36(28)40/h25,27,29-35,37-39H,3-24,26H2,1-2H3	null	CCCCCCCCCC(C1CCC(O1)C2CCC(O2)C(CCCCCCCCCCC(CC3=CC(OC3=O)C)O)O)O	9.19999981	71241753;71241803	COCONUT:(CNP0172653);Natural Products:(UNPD215636);PubChem:(71241753 71241803)	2129922	631.454	NaN	3242_specs_ms_FEATURE_3244
221	2	1	1	0.6588311865691014	-211.2468689667015	0.30251256281407035	13.862328736424978	C12H23N3O	[M + Na]+	JHWADYZNWUCJJU	InChI=1S/C12H23N3O/c1-13-12(16)14-6-7-15-8-10-2-3-11(9-15)5-4-10/h10-11H,2-9H2,1H3,(H2,13,14,16)	1-(3-Azabicyclo(3.2.2)nonan-3-yl)ethyl-3-methylurea	CNC(=O)NCCN1CC2CCC(C1)CC2	0.899999976	377683	PubChem:(377683);PubChem class - safety and toxic	67108866	248.1728	NaN	2051_specs_ms_FEATURE_2053
222	1	1	1	0.6588043554603825	-443.1807762371365	0.792964824120603	52.40049988855944	C38H40O12	[M + H]+	ATACKNNBQDWRMX	InChI=1S/C38H40O12/c39-27(12-8-24-9-13-28(40)31(43)16-24)22-49-38(37(46)47)19-33(45)36-35(20-38)50-34(30(42)15-11-25-10-14-29(41)32(44)17-25)18-26(21-48-36)7-6-23-4-2-1-3-5-23/h1-5,8-17,26,33-36,40-41,43-45H,6-7,18-22H2,(H,46,47)/p-1	null	C1C(COC2C(CC(CC2OC1C(=O)C=CC3=CC(=C(C=C3)O)O)(C(=O)[O-])OCC(=O)C=CC4=CC(=C(C=C4)O)O)O)CCC5=CC=CC=C5	4.25627136	""	COCONUT:(CNP0022390 CNP0198991);SuperNatural:(SN00166867)	3145728	689.259	NaN	1969_specs_ms_FEATURE_1971
223	1	1	1	0.6581824076473412	-236.98521376718261	0.6271356783919597	47.67064814402445	C29H54N2O8	[M + H]+	LGELFTOGZAFDTM	InChI=1S/C29H54N2O8/c1-5-7-8-9-10-11-12-13-14-15-16-18-23(34)30-24(20(3)4)28(37)39-29-25(31-22(33)17-6-2)27(36)26(35)21(19-32)38-29/h20-21,24-27,29,32,35-36H,5-19H2,1-4H3,(H,30,34)(H,31,33)	null	CCCCCCCCCCCCCC(=O)NC(C(C)C)C(=O)OC1C(C(C(C(O1)CO)O)O)NC(=O)CCC	5.80000019	24862376;101864694	COCONUT:(CNP0239808);Natural Products:(UNPD110040);PubChem:(24862376 101864694);SuperNatural:(SN00399827);PubMed	3178562	559.3993	NaN	3513_specs_ms_FEATURE_3515
224	1	1	1	0.6578632866268006	-175.2525596773774	0.357286432160804	8.65537793220312	C36H64O9	[M + Na]+	BPAZLCDDGKMQTO	InChI=1S/C36H64O9/c1-24(2)13-9-15-26(5)17-11-21-35(7,42)29(38)19-20-30(45-34-33(41)32(40)31(39)28(23-37)44-34)36(8,43)22-12-18-27(6)16-10-14-25(3)4/h13-14,17-18,28-34,37-43H,9-12,15-16,19-23H2,1-8H3	null	CC(=CCCC(=CCCC(C)(C(CCC(C(C)(CCC=C(C)CCC=C(C)C)O)OC1C(C(C(C(O1)CO)O)O)O)O)O)C)C	5.5999999	10722798	COCONUT:(CNP0271307);KNApSAcK:(15704);Natural Products:(UNPD98225);PubChem:(10722798);SuperNatural:(SN00331040)	3178514	663.4436	NaN	3422_specs_ms_FEATURE_3424
225	2	1	1	0.6565462978974402	-186.59251068379126	0.442713567839196	8.498074725132941	C23H41NO5	[M + H]+	CBBAYEUCTOLHMQ	InChI=1S/C23H41NO5/c1-5-6-7-8-9-10-11-12-13-14-15-16-20(25)19-23(28)29-21(24(2,3)4)17-18-22(26)27/h7-8,10-11,20-21,25H,5-6,9,12-19H2,1-4H3/p+1	3-Hydroxyhexadecadienoylcarnitine	CCCC=CCC=CCCCCCC(CC(=O)OC(CCC(=O)O)[N+](C)(C)C)O	4.5999999	53481689;53481690	COCONUT:(CNP0001591);PubChem:(53481689 53481690);YMDB Mine	34361835522	412.3064	NaN	2968_specs_ms_FEATURE_2970
226	1	1	1	0.6560997591695504	-193.70577790615752	0.5402010050251257	2.9573515833662847	C23H45NO4	[M + H]+	XOMRRQXKHMYMOC	InChI=1S/C23H45NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-23(27)28-21(19-22(25)26)20-24(2,3)4/h21H,5-20H2,1-4H3/p+1	Tocris-0609	CCCCCCCCCCCCCCCC(=O)OC(CC(=O)O)C[N+](C)(C)C	7.0999999	461;462;16902;16903;167760;11953816;45934082;71308806;71309267;71309588;71309711;87229194;87229241;101429358;102601095;129316416;131878168	HMDB:(222);SuperNatural:(SN00014196 SN00014205);ZINC bio:(ZINC08035022 ZINC08195638);additional;MeSH:(461 462 11953816);Plantcyc:(CPD-419);PubMed;NORMAN:(NS00015653);COCONUT:(CNP0083598 CNP0314232);PubChem:(461 462 16902 16903 167760 11953816 45934082 71308806 71309267 71309588 71309711 87229194 87229241 101429358 102601095 129316416 131878168);CHEBI:(73067 17490 94442);PubChem class - bio and metabolites;KEGG:(C02990);PubChem class - safety and toxic;YMDB:(1534);Training Set;Biocyc:(CPD-419)	88041838	400.3332	NaN	2818_specs_ms_FEATURE_2820
227	3	1	1	0.6553161482537642	-592.6791609774114	0.5763819095477386	23.86076773131531	C41H67NO8	[M + H]+	BFHMKTVRGVIFNE	InChI=1S/C41H67NO8/c1-4-5-6-7-8-9-10-11-12-13-22-42-27-39-19-14-30(50-36-24-34(43)37(45)28(2)49-36)25-40(39,46)20-16-33-32(39)15-18-38(3)31(17-21-41(33,38)47)29-23-35(44)48-26-29/h23,27-28,30-34,36-37,43,45-47H,4-22,24-26H2,1-3H3	3-[3-(4,5-dihydroxy-6-methyloxan-2-yl)oxy-10-(dodecyliminomethyl)-5,14-dihydroxy-13-methyl-2,3,4,6,7,8,9,11,12,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-17-yl]-2H-furan-5-one	CCCCCCCCCCCCN=CC12CCC(CC1(CCC3C2CCC4(C3(CCC4C5=CC(=O)OC5)O)C)O)OC6CC(C(C(O6)C)O)O	7.62052536	3760194;16398332;44655381;124507134;124898210;124898215;124898219;124900551;124900552;124900553;124900555;124938979;135639297	COCONUT:(CNP0373490);PubChem:(3760194 16398332 44655381 124507134 124898210 124898215 124898219 124900551 124900552 124900553 124900555 124938979 135639297);SuperNatural:(SN00114501 SN00114500 SN00114508 SN00114502);ZINC bio:(ZINC79210221 ZINC79210227 ZINC79210231)	3153922	702.4956	NaN	1209_specs_ms_FEATURE_1211
228	5	1	1	0.6552589635477837	-377.07136085505687	0.10502512562814073	11.601446247349486	C37H57NO3	[M + H]+	PYZDAQGOHNHNKH	InChI=1S/C37H57NO3/c1-28(39)34(36(40)41)35-32(24-27-38)30(19-11-4-2-3-8-16-29-17-9-5-10-18-29)22-23-33(35)37(25-14-7-15-26-37)31-20-12-6-13-21-31/h2-3,6,12-13,20-23,28-30,32-35,39H,4-5,7-11,14-19,24-27,38H2,1H3,(H,40,41)	null	CC(C(C1C(C=CC(C1CC[NH3+])CCCC=CCCC2CCCCC2)C3(CCCCC3)C4=CC=CC=C4)C(=O)[O-])O	0.0	""	COCONUT:(CNP0053325 CNP0340297);SuperNatural:(SN00165936)	3145728	564.4455	NaN	1737_specs_ms_FEATURE_1739
229	1	1	1	0.6493519607853733	-172.42280693875355	0.9577889447236181	16.533409431084756	C27H52O10	[M + H]+	SJWJOWPNJWKYJD	InChI=1S/C27H52O10/c1-10-27(29)37-18-26(9)36-17-25(8)35-16-24(7)34-15-23(6)33-14-22(5)32-13-21(4)31-12-20(3)30-11-19(2)28/h10,19-26,28H,1,11-18H2,2-9H3	null	CC(COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(=O)C=C)O	2.5	19842946	PubChem:(19842946);NORMAN:(NS00017706)	262146	537.3659	NaN	2811_specs_ms_FEATURE_2813
230	1	1	1	0.6474069290506522	-122.27076496739576	0.9999999999999999	24.72322361543775	C22H40O3	[M + H]+	XTJZWXWDOCJQTN	InChI=1S/C22H40O3/c1-4-5-6-13-16-21(23)18-20(3)19(2)15-12-10-8-7-9-11-14-17-22(24)25/h5-6,21,23H,4,7-18H2,1-3H3,(H,24,25)	auricolate	CCC=CCCC(CC(=C(C)CCCCCCCCCC(=O)O)C)O	7.30000019	46173453;46173454	Plantcyc:(CPD-12191);PubChem:(46173453 46173454);Biocyc:(CPD-12191)	133122	353.3036	NaN	932_specs_ms_FEATURE_934
231	1	1	2	0.6470467508437359	-192.49644869825786	0.9809045226130655	14.831840476094634	C30H58O8	[M + H]+	OFZHGDJCJVCHAO	InChI=1S/C30H58O8/c1-3-5-7-9-11-13-15-17-19-21-27(33)37-24-26(30(36)29(35)25(32)23-31)38-28(34)22-20-18-16-14-12-10-8-6-4-2/h25-26,29-32,35-36H,3-24H2,1-2H3	D-Glucitol dilaurate	CCCCCCCCCCCC(=O)OCC(C(C(C(CO)O)O)O)OC(=O)CCCCCCCCCCC	7.9000001	54148376;54148377;73759926;76107139	PubChem:(54148376 54148377 73759926 76107139);NORMAN:(NS00050298)	262146	547.4184	NaN	2234_specs_ms_FEATURE_2236
232	2	1	1	0.6467334402855525	-319.313063975687	0.20301507537688446	11.354097054640457	C14H26N4O5	[M + H]+	GMSXMADYKTYBCP	InChI=1S/C14H26N4O5/c1-8(12(20)17-9(2)14(22)23)16-13(21)11(18-10(3)19)6-4-5-7-15/h8-9,11H,4-7,15H2,1-3H3,(H,16,21)(H,17,20)(H,18,19)(H,22,23)	Acetyl-Lys-D-Ala-D-Ala	CC(C(=O)NC(C)C(=O)O)NC(=O)C(CCCCN)NC(=O)C	-3.5	3082292;4646439;9208952;92222414;92222415;92222416;92222417;129735973	MeSH:(3082292);PubChem:(3082292 4646439 9208952 92222414 92222415 92222416 92222417 129735973);PubMed;ZINC bio:(ZINC08076118);KEGG Mine	8589942854	331.1956	NaN	3466_specs_ms_FEATURE_3468
233	1	1	1	0.6460979397757974	-150.74158101008368	0.9999999999999999	34.56951889860838	C25H44O10	[M + H]+	XYBOFTKGIWSYEZ	InChI=1S/C25H44O10/c1-3-5-6-7-8-9-10-11-12-14-21(28)34-18(16-32-20(27)13-4-2)17-33-25-24(31)23(30)22(29)19(15-26)35-25/h5-6,18-19,22-26,29-31H,3-4,7-17H2,1-2H3	null	CCCC(=O)OCC(COC1C(C(C(C(O1)CO)O)O)O)OC(=O)CCCCCCCC=CCC	2.79999995	124220735	PubChem:(124220735);PubChem class - bio and metabolites	16777218	505.2989	NaN	3631_specs_ms_FEATURE_3633
234	1	1	1	0.6444627238665	-110.79850648225369	0.9999999999999999	6.333741637609763	C14H21NO	[M + H]+	LNMZIFQVUGGAAS	InChI=1S/C14H21NO/c1-2-3-5-10-14(16)15-12-11-13-8-6-4-7-9-13/h4,6-9H,2-3,5,10-12H2,1H3,(H,15,16)	N-phenethylhexanamide	CCCCCC(=O)NCCC1=CC=CC=C1	3.4000001	3250007	COCONUT:(CNP0227748);Natural Products:(UNPD115146);PubChem:(3250007);SuperNatural:(SN00287970);ZINC bio:(ZINC05978063)	3186690	220.1691	NaN	1022_specs_ms_FEATURE_1024
235	4	1	1	0.6441847070261687	-390.33133902672523	0.02864321608040201	1.3670435663380145	C10H8N2O6S	[M + H]+	UCJKAZZVJXOLRP	InChI=1S/C10H8N2O6S/c13-9-5-8(10(14)15)11-12(9)6-1-3-7(4-2-6)19(16,17)18/h1-5,11H,(H,14,15)(H,16,17,18)	1-(4-sulfophenyl)-3-carboxy-5-pyrazolone	C1=CC(=CC=C1N2C(=O)C=C(N2)C(=O)O)S(=O)(=O)O	0.0	1550948;89113	PubChem:(1550948 89113);NORMAN:(NS00027002 NS00050821)	262146	285.0204	NaN	3684_specs_ms_FEATURE_3686
236	1	1	1	0.6436138444772648	-109.72733415405787	0.7728643216080403	18.91474969259382	C21H38O6	[M + Na]+	UBKBNBIEPZZFBF	InChI=1S/C21H38O6/c1-3-4-5-8-15(22)11-12-18-17(19(23)14-20(18)24)10-7-6-9-16(27-2)13-21(25)26/h11-12,15-20,22-24H,3-10,13-14H2,1-2H3,(H,25,26)	3-methoxy Prostaglandin F1alpha	CCCCCC(C=CC1C(CC(C1CCCCC(CC(=O)O)OC)O)O)O	2.70000005	52193779;52193781;52193783;52193785;57369744;53394175;91746208;91885952;124518508	NORMAN:(NS00017056);Training Set;PubChem:(52193779 52193781 52193783 52193785 57369744 53394175 91746208 91885952 124518508);additional	802818	409.2569	NaN	1857_specs_ms_FEATURE_1859
237	1	1	1	0.64308340520045	-83.53463067757642	0.9999999999999999	11.912262323134438	C36H68O10	[M + Na]+	JJVDNOQGUHKXKF	InChI=1S/C36H68O10/c1-3-5-7-9-11-13-15-17-18-20-22-24-31(38)43-27-29(28-44-36-35(42)34(41)33(40)30(26-37)46-36)45-32(39)25-23-21-19-16-14-12-10-8-6-4-2/h29-30,33-37,40-42H,3-28H2,1-2H3	null	CCCCCCCCCCCCCC(=O)OCC(COC1C(C(C(C(O1)CO)O)O)O)OC(=O)CCCCCCCCCCCC	9.69999981	25134262;45490017;74391561;134741178	PubChem:(25134262 45490017 74391561 134741178);PubChem class - bio and metabolites	16777218	683.4672	NaN	3413_specs_ms_FEATURE_3415
238	9	1	1	0.6424360361625175	-468.41741616847725	0.011055276381909548	7.823996693335539	C39H67N5O6	[M + H]+	DZMVCVHATYROOS	InChI=1S/C39H67N5O6/c1-13-27(6)35(43(10)39(48)33(25(2)3)41-38(47)34(26(4)5)42(8)9)31(49-11)24-32(45)44-23-17-20-30(44)36(50-12)28(7)37(46)40-22-21-29-18-15-14-16-19-29/h14-16,18-19,25-28,30-31,33-36H,13,17,20-24H2,1-12H3,(H,40,46)(H,41,47)	Soblidotin	CCC(C)C(C(CC(=O)N1CCCC1C(C(C)C(=O)NCCC2=CC=CC=C2)OC)OC)N(C)C(=O)C(C(C)C)NC(=O)C(C(C)C)N(C)C	5.19999981	656607;375252;6918315;9831567;16079113;22237918;24978490;59257747;58719453;58814755;58883171;59986696;71088919;126552179	COCONUT:(CNP0019115);PubChem:(656607 375252 6918315 9831567 16079113 22237918 24978490 59257747 58719453 58814755 58883171 59986696 71088919 126552179);CHEBI:(32135);PubChem class - bio and metabolites;MeSH:(656607 6918315 22237918 24978490);PubMed;PubChem class - drug	52428902	702.5149	NaN	3044_specs_ms_FEATURE_3046
239	1	1	1	0.6409725972097199	-449.73982209475884	0.9999999999999999	13.25980951267535	C23H42N2O5	[M + H]+	BSTGTQFYSYMEHS	InChI=1S/C23H42N2O5/c1-15(22(28)25(11-13-29-5)12-14-30-6)18-7-9-23(4)10-8-19(24-17(3)26)16(2)20(23)21(18)27/h15-16,18-21,27H,7-14H2,1-6H3,(H,24,26)	null	CC1C(CCC2(C1C(C(CC2)C(C)C(=O)N(CCOC)CCOC)O)C)NC(=O)C	1.79999995	28962421;28962423;45361349;134787215	COCONUT:(CNP0273017);PubChem:(28962421 28962423 45361349 134787215);SuperNatural:(SN00025674 SN00025675);ZINC bio:(ZINC20466054 ZINC20466056)	3153922	427.3163	NaN	3552_specs_ms_FEATURE_3554
240	1	1	1	0.640424844466027	-210.6704369529203	0.15075376884422112	18.728890987881485	C34H64O7	[M + Na]+	LRDZHQNYGXJJTJ	InChI=1S/C34H64O7/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-40-32(37)30-34(39,29-31(35)36)33(38)41-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h39H,3-30H2,1-2H3,(H,35,36)	Ditetradecyl hydrogen 2-hydroxypropane-1,2,3-tricarboxylate	CCCCCCCCCCCCCCOC(=O)CC(CC(=O)O)(C(=O)OCCCCCCCCCCCCCC)O	12.0	44153267;99120543;99120544	PubChem:(44153267 99120543 99120544);NORMAN:(NS00062876)	262146	607.4549	NaN	3251_specs_ms_FEATURE_3253
241	1	1	1	0.6400299394158814	-131.80333504492427	0.9999999999999999	10.477566860895683	C21H41NO3	[M + H]+	RJYOKYDKKOFLBT	InChI=1S/C21H41NO3/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-20(23)22(2)19-21(24)25/h3-19H2,1-2H3,(H,24,25)	Stearoyl sarcosine	CCCCCCCCCCCCCCCCCC(=O)N(C)CC(=O)O	7.69999981	67339;4145893	NORMAN:(NS00014119);PubChem class - food;PubChem class - safety and toxic;PubChem:(67339 4145893);PubMed	201588802	356.3145	NaN	2528_specs_ms_FEATURE_2530
242	2	1	1	0.6398307464470359	-179.1091893539941	0.9798994974874373	12.343550820209442	C36H72O11	[M + H]+	XPHIURAKMYNURA	InChI=1S/C36H72O11/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-36(38)47-35-34-46-33-32-45-31-30-44-29-28-43-27-26-42-25-24-41-23-22-40-21-20-39-19-18-37/h37H,2-35H2,1H3	Lipal 4 SE	CCCCCCCCCCCCCCCCCC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCO	6.69999981	79303	PubChem:(79303);NORMAN:(NS00013960)	262146	681.5232	NaN	2111_specs_ms_FEATURE_2113
243	1	1	1	0.6390639794237326	-184.39085020867043	0.9999999999999999	15.112052535601684	C36H64O6	[M + Na]+	UNXIMIFMCNSOAC	InChI=1S/C36H64O6/c1-3-4-5-6-7-8-9-10-13-16-19-22-32(38)34-26-27-35(42-34)33(39)23-20-17-14-11-12-15-18-21-31(37)25-24-30-28-29(2)41-36(30)40/h13,16,28-29,31-35,37-39H,3-12,14-15,17-27H2,1-2H3	calamistrin E	CCCCCCCCCC=CCCC(C1CCC(O1)C(CCCCCCCCCC(CCC2=CC(OC2=O)C)O)O)O	9.89999962	11801608	COCONUT:(CNP0287516);PubChem:(11801608);PubMed	2097218	615.4546	NaN	1721_specs_ms_FEATURE_1723
244	1	1	1	0.6377849597627031	-116.95854742312049	0.9999999999999999	25.341969853596325	C36H64O7	[M + Na]+	FQKFPCDOMQNMHI	InChI=1S/C36H64O7/c1-3-4-5-6-9-13-16-19-30(38)32-21-23-34(42-32)35-24-22-33(43-35)31(39)20-17-14-11-8-7-10-12-15-18-29(37)26-28-25-27(2)41-36(28)40/h25,27,29-35,37-39H,3-24,26H2,1-2H3	null	CCCCCCCCCC(C1CCC(O1)C2CCC(O2)C(CCCCCCCCCCC(CC3=CC(OC3=O)C)O)O)O	9.19999981	71241753;71241803	COCONUT:(CNP0172653);Natural Products:(UNPD215636);PubChem:(71241753 71241803)	2129922	631.4505	NaN	2673_specs_ms_FEATURE_2675
245	1	1	1	0.6366160065112811	-236.76920999712246	0.9768844221105529	14.881869633623735	C16H22N2O3	[M + Na]+	VBOJHUGCPINKJD	InChI=1S/C16H22N2O3/c1-4-15(20)14(10-13-8-6-5-7-9-13)18-16(21)11(2)17-12(3)19/h5-9,11,14H,4,10H2,1-3H3,(H,17,19)(H,18,21)	(2S)-2-acetamido-N-[(2S)-3-oxo-1-phenylpentan-2-yl]propanamide	CCC(=O)C(CC1=CC=CC=C1)NC(=O)C(C)NC(=O)C	1.5	5288558	PubChem:(5288558);PubChem class - bio and metabolites	16777218	313.1496	NaN	764_specs_ms_FEATURE_766
246	2	1	1	0.6353680871388236	-739.8115618082378	0.135678391959799	11.1052882375189	C39H61NO3	[M + H]+	XTYRVANKSWHSEN	InChI=1S/C39H61NO3/c1-10-11-20-33-21-22-35(40-26-33)38(41)42-36-30(6)31(7)37-34(32(36)8)23-25-39(9,43-37)24-14-19-29(5)18-13-17-28(4)16-12-15-27(2)3/h21-22,26-29H,10-20,23-25H2,1-9H3	dl-alpha-Tocopheryl 5-butylpicolinate	CCCCC1=CN=C(C=C1)C(=O)OC2=C(C3=C(C(=C2C)C)OC(CC3)(C)CCCC(C)CCCC(C)CCCC(C)C)C	13.6000004	134999;10077163	MeSH:(134999);PubChem class - safety and toxic;PubChem:(134999 10077163);PubMed	67108934	592.4765	NaN	1731_specs_ms_FEATURE_1733
247	1	1	1	0.6352777575905266	-210.06898869473733	0.8266331658291457	14.874116011906539	C34H64O5	[M + Na]+	IHIWKNWPECHDKE	InChI=1S/C34H64O5/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-34(37)39-32(30-35)31-38-33(36)28-26-24-22-20-18-16-14-12-10-8-6-4-2/h13,15,32,35H,3-12,14,16-31H2,1-2H3	Diacylglycerol(15:0/16:1)	CCCCCCCCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCC=CCCCCCC	12.6000004	14275233;53478003;138176795	COCONUT:(CNP0042539);HMDB:(7070);PubChem:(14275233 53478003 138176795);SuperNatural:(SN00216910);PubChem class - bio and metabolites	19922954	575.465	NaN	2432_specs_ms_FEATURE_2434
248	2	1	1	0.6350727056046416	-103.76984552086624	0.7758793969849247	13.628223631008485	C24H47NO7	[M + H]+	HHJTWTPUPVQKNA	InChI=1S/C24H47NO7/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-19(27)18(25)17-31-24-23(30)22(29)21(28)20(16-26)32-24/h14-15,18-24,26-30H,2-13,16-17,25H2,1H3	lyso-GlcCer	CCCCCCCCCCCCCC=CC(C(COC1C(C(C(C(O1)CO)O)O)O)N)O	3.70000005	4982;16711;171114;439561;439909;5280458;5280570;5353912;6433325;6441677;9547206;10742889;22833534;22833541;25103407;25245298;45039328;46848604;46849987;46891729;46891730;46905196;52931242;53877407;53877409;53877410;53877411;57220197;53262278;53262390;57276513;57369609;57370137;59935090;68494603;86583476;87055782;87700639;90265063;90267834;93982921;93982922;92863349;91431803;95858602;91746255;98117838;98117839;98117840;101070342;102565445;123581465;124507504;124507505;124511113;124525161;123249490;123627205;124708108;124202624;124225383;126544865;124422685;129101907;129366062;129366063;131706437;134813087;136212718	HMDB:(596 648);SuperNatural:(SN00294938);ZINC bio:(ZINC08217367 ZINC08218159);additional;MeSH:(4982 5280458 5280570 6433325 6441677 9547206 22833534 46891729 46891730 52931242 53262278 91746255);PubMed;NORMAN:(NS00014910);COCONUT:(CNP0082748 CNP0303802);Natural Products:(UNPD6034);PubChem:(4982 16711 171114 439561 439909 5280458 5280570 5353912 6433325 6441677 9547206 10742889 22833534 22833541 25103407 25245298 45039328 46848604 46849987 46891729 46891730 46905196 52931242 53877407 53877409 53877410 53877411 57220197 53262278 53262390 57276513 57369609 57370137 59935090 68494603 86583476 87055782 87700639 90265063 90267834 93982921 93982922 92863349 91431803 95858602 91746255 98117838 98117839 98117840 101070342 102565445 123581465 124507504 124507505 124511113 124525161 123249490 123627205 124708108 124202624 124225383 126544865 124422685 129101907 129366062 129366063 131706437 134813087 136212718);CHEBI:(71981 16874 4177 83992 57934 140280 62495);PubChem class - bio and metabolites;KEGG:(C03108 C01747);PubChem class - safety and toxic;Training Set;Biocyc:(PSYCHOSINE CPD-13297)	87877998	462.3402	NaN	2183_specs_ms_FEATURE_2185
249	1	1	1	0.6343977641994221	-239.9885100713322	0.9994974874371858	26.069107614502247	C23H26O9	[M + H]+	BSMSXNNOCRXXHE	InChI=1S/C23H26O9/c1-12(24)30-21-15-8-10-17(27-4)22(29-6)20(15)32-19(23(21)31-13(2)25)14-7-9-16(26-3)18(11-14)28-5/h7-11,19,21,23H,1-6H3	3-(Acetyloxy)-2-(3,4-dimethoxyphenyl)-7,8-dimethoxy-3,4-dihydro-2H-chromen-4-yl acetate	CC(=O)OC1C(OC2=C(C1OC(=O)C)C=CC(=C2OC)OC)C3=CC(=C(C=C3)OC)OC	2.79999995	602073;23270494;23270495;23270496	COCONUT:(CNP0248380);Natural Products:(UNPD181948 UNPD107064);PubChem:(602073 23270494 23270495 23270496);SuperNatural:(SN00264725 SN00356645)	3178498	447.1661	NaN	430_specs_ms_FEATURE_432
250	5	1	1	0.6340352045401845	-640.6527651829742	0.30301507537688444	3.8726398192862184	C33H52N2O4	[M + H]+	BRGSDABMUAIXHJ	InChI=1S/C33H52N2O4/c1-10-20(2)30(38)34-28-14-11-23-17-24-15-16-32(6)29(21(3)35(8)9)27(39-22(4)37)18-33(32,7)26(24)13-12-25(23)31(28,5)19-36/h10,15,17,21,25-29,36H,11-14,16,18-19H2,1-9H3,(H,34,38)	null	CC=C(C)C(=O)NC1CCC2=CC3=CCC4(C(C(CC4(C3CCC2C1(C)CO)C)OC(=O)C)C(C)N(C)C)C	5.28978777	""	COCONUT:(CNP0173010);Natural Products:(UNPD31847);SuperNatural:(SN00385475)	3178496	541.4012	NaN	2801_specs_ms_FEATURE_2803
251	1	1	1	0.6318794176554091	-96.29319646430419	0.9999999999999999	19.95149194990486	C10H19NO3	[M + H]+	JJGNMSOJTSABGA	InChI=1S/C10H19NO3/c1-3-4-5-6-7-9(10(13)14)11-8(2)12/h9H,3-7H2,1-2H3,(H,11,12)(H,13,14)	2-acetamidooctanoic acid	CCCCCCC(C(=O)O)NC(=O)C	1.70714605	95555;73897934;73908807	COCONUT:(CNP0084086);HMDB:(59745);PubChem:(95555 73897934 73908807);CHEBI:(89901);MeSH:(95555);Training Set;PubMed	2113646	202.1433	NaN	1933_specs_ms_FEATURE_1935
252	1	1	1	0.6317711055637396	-336.30794501930444	0.9999999999999999	13.951905819346583	C31H52O9	[M + Na]+	BUWKHKRQGKFNNG	InChI=1S/C31H52O9/c1-16(2)28(36)40-27-21(39-29-26(35)25(34)24(33)19(5)38-29)15-31(8)20(12-10-17(3)14-23(32)37-9)18(4)11-13-22(31)30(27,6)7/h11,16-17,19-22,24-27,29,33-35H,10,12-15H2,1-9H3	null	CC1C(C(C(C(O1)OC2CC3(C(CC=C(C3CCC(C)CC(=O)OC)C)C(C2OC(=O)C(C)C)(C)C)C)O)O)O	4.51307344	""	COCONUT:(CNP0144628);Natural Products:(UNPD82603);SuperNatural:(SN00338905)	3178496	591.3492	NaN	2069_specs_ms_FEATURE_2071
253	1	1	1	0.631632088732562	-205.1172036085301	0.9974874371859296	19.40672584366123	C22H41NO4	[M + H]+	LUEJLGADHGYONM	InChI=1S/C22H41NO4/c1-4-7-8-9-10-11-12-13-14-15-16-20(19-21(24)25)22(26)27-18-17-23(5-2)6-3/h14-15,20H,4-13,16-19H2,1-3H3,(H,24,25)	(E)-3-(2-diethylaminoethyloxycarbonyl)pentadec-5-enoic acid	CCCCCCCCCC=CCC(CC(=O)O)C(=O)OCCN(CC)CC	3.5999999	3022897;6366297;99120810;99120812	PubChem:(3022897 6366297 99120810 99120812);NORMAN:(NS00062472)	262146	384.3084	NaN	2370_specs_ms_FEATURE_2372
254	1	1	1	0.631095676867835	-58.30110615763924	0.9999999999999999	16.432975122067383	C12H20O5	[M + H]+	HHXMOTDTSDYYEI	InChI=1S/C12H20O5/c13-10(8-9-12(16)17)6-4-2-1-3-5-7-11(14)15/h1-9H2,(H,14,15)(H,16,17)	4-Oxododecanedioic acid	C(CCCC(=O)CCC(=O)O)CCCC(=O)O	1.10000002	13213508	COCONUT:(CNP0028737 CNP0151133);Natural Products:(UNPD16991);PubChem:(13213508);SuperNatural:(SN00034246);ZINC bio:(ZINC35465466);additional;Training Set	3727362	245.1378	NaN	510_specs_ms_FEATURE_512
